60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:51,38:17:c3:19:45:b2,20:a6:cd:42:0a:d1,38:17:c3:19:45:b1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,38:17:c3:1f:09:81,44:48:c1:91:d0:04,38:17:c3:1f:09:82,44:48:c1:91:d0:02,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:01,44:48:c1:91:95:a1,44:48:c1:91:d0:14,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,44:48:c1:91:95:a2,a8:bd:27:4c:aa:90,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:41,38:17:c3:1f:14:02,44:48:c1:91:d0:00,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:14:00,44:48:c1:91:d0:01,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,38:17:c3:19:45:a0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,66:2a:2f:53:7c:99,38:17:c3:1f:09:92,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:c1,44:48:c1:91:95:b1,86:0d:8e:aa:25:a4,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f3,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,b0:be:76:f8:30:5e,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,38:17:c3:19:71:90,80:8d:b7:55:29:c2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:df:06:41,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:12,38:17:c3:1f:19:f1,00:4e:35:de:e1:10,68:ff:7b:e4:af:39,38:17:c3:22:5e:f0,72:32:b1:3e:1a:b8,38:17:c3:22:61:90,20:a6:cd:42:13:f0,80:8d:b7:55:4d:01,38:17:c3:24:56:50,00:4e:35:df:06:52,38:17:c3:19:36:32,00:4e:35:df:06:51,bc:42:8c:64:49:70,38:17:c3:1f:19:f2,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d1,20:a6:cd:42:13:f1,80:8d:b7:55:4d:02,68:ff:7b:e4:af:38,44:48:c1:91:aa:30,38:17:c3:1f:08:50,38:17:c3:1a:cf:d2,38:17:c3:19:71:91,00:4e:35:df:06:50,38:17:c3:19:36:31,20:a6:cd:42:13:f2,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,00:4e:35:de:e1:11,72:32:b1:3e:1a:b7,38:17:c3:19:71:92,38:17:c3:22:61:92,38:17:c3:19:36:30,38:17:c3:22:61:91,x,y,label
-78,-52,-52,-95,-56,-55,-100,-100,-100,-75,-93,-75,-93,-89,-85,-84,-93,-100,-100,-97,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-52,-55,-100,-100,-100,-89,-85,-100,-96,-100,-100,-100,-100,-97,-82,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-78,-100,-100,-79,-88,-83,-75,-76,-100,-82,-100,-76,-80,-76,-100,-100,-100,-91,-100,-76,-100,-100,-100,-75,-100,-85,-85,-85,-85,-85,-82,-82,-83,-85,-76,-76,-86,-91,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-90,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-80,-100,-100,-91,-100,469,124,15
-77,-53,-53,-95,-56,-55,-100,-100,-100,-75,-95,-75,-93,-89,-86,-85,-93,-100,-100,-97,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-53,-55,-100,-100,-100,-89,-85,-100,-96,-100,-100,-100,-100,-97,-82,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-78,-100,-100,-79,-88,-83,-80,-81,-100,-82,-100,-75,-80,-81,-100,-100,-100,-93,-100,-77,-100,-100,-100,-80,-100,-85,-85,-85,-85,-86,-86,-86,-87,-85,-76,-76,-86,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-90,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-79,-100,-100,-91,-100,469,124,15
-77,-53,-54,-95,-56,-56,-100,-100,-100,-74,-93,-74,-93,-89,-86,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-54,-56,-100,-100,-100,-89,-85,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-78,-88,-84,-80,-81,-100,-83,-100,-74,-80,-81,-100,-100,-100,-91,-100,-77,-100,-100,-100,-80,-100,-84,-85,-85,-85,-85,-86,-87,-87,-86,-77,-76,-91,-94,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-90,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-79,-100,-100,-91,-100,469,124,15
-77,-53,-54,-95,-56,-56,-100,-100,-100,-74,-93,-74,-93,-89,-86,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-54,-56,-100,-100,-100,-89,-85,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-78,-88,-84,-80,-81,-100,-83,-100,-74,-80,-81,-100,-100,-100,-91,-100,-77,-100,-100,-100,-80,-100,-84,-85,-85,-85,-85,-86,-87,-87,-86,-77,-76,-91,-94,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-90,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-79,-100,-100,-91,-100,469,124,15
-77,-53,-54,-95,-56,-56,-100,-100,-100,-74,-93,-74,-93,-89,-86,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-54,-56,-100,-100,-100,-89,-85,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-78,-88,-84,-80,-81,-100,-83,-100,-74,-80,-81,-100,-100,-100,-91,-100,-77,-100,-100,-100,-80,-100,-84,-85,-85,-85,-85,-86,-87,-87,-86,-77,-76,-91,-94,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-90,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-79,-100,-100,-91,-100,469,124,15
-83,-57,-57,-95,-56,-56,-100,-100,-100,-74,-97,-74,-100,-95,-84,-83,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-57,-55,-100,-100,-100,-96,-84,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-91,-100,-86,-73,-74,-100,-95,-100,-74,-92,-74,-100,-100,-100,-90,-100,-69,-100,-100,-100,-72,-100,-78,-78,-78,-85,-79,-76,-76,-76,-85,-74,-74,-74,-85,-94,-87,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,486,124,16
-82,-56,-56,-95,-56,-55,-100,-100,-100,-74,-95,-74,-97,-93,-84,-84,-98,-100,-97,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-56,-55,-100,-100,-100,-93,-84,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-96,-85,-74,-75,-100,-91,-100,-74,-88,-75,-100,-100,-100,-88,-100,-72,-100,-100,-100,-72,-100,-80,-81,-81,-85,-81,-81,-81,-81,-85,-75,-75,-80,-88,-97,-87,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,486,124,16
-82,-56,-56,-95,-56,-55,-100,-100,-100,-74,-95,-74,-97,-93,-84,-84,-98,-100,-97,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-56,-55,-100,-100,-100,-93,-84,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-96,-85,-74,-75,-100,-91,-100,-74,-88,-75,-100,-100,-100,-88,-100,-72,-100,-100,-100,-72,-100,-80,-81,-81,-85,-81,-81,-81,-81,-85,-75,-75,-80,-88,-97,-87,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,486,124,16
-83,-57,-57,-95,-56,-56,-100,-100,-100,-74,-97,-74,-100,-95,-84,-83,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-57,-55,-100,-100,-100,-96,-84,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-91,-100,-86,-73,-74,-100,-95,-100,-74,-92,-74,-100,-100,-100,-90,-100,-69,-100,-100,-100,-72,-100,-78,-78,-78,-85,-79,-76,-76,-76,-85,-74,-74,-74,-85,-94,-87,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,486,124,16
-83,-57,-57,-95,-56,-56,-100,-100,-100,-74,-97,-74,-100,-95,-84,-83,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-57,-55,-100,-100,-100,-96,-84,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-91,-100,-86,-73,-74,-100,-95,-100,-74,-92,-74,-100,-100,-100,-90,-100,-69,-100,-100,-100,-72,-100,-78,-78,-78,-85,-79,-76,-76,-76,-85,-74,-74,-74,-85,-94,-87,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,486,124,16
-83,-57,-57,-95,-56,-56,-100,-100,-100,-74,-97,-74,-100,-95,-84,-83,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-57,-55,-100,-100,-100,-96,-84,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-91,-100,-86,-73,-74,-100,-95,-100,-74,-92,-74,-100,-100,-100,-90,-100,-69,-100,-100,-100,-72,-100,-78,-78,-78,-85,-79,-76,-76,-76,-85,-74,-74,-74,-85,-94,-87,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,486,124,16
-85,-63,-63,-100,-62,-62,-100,-100,-100,-74,-100,-74,-100,-100,-89,-89,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-63,-61,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-89,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-90,-100,-67,-100,-100,-100,-67,-100,-72,-72,-72,-82,-72,-73,-73,-73,-82,-69,-69,-69,-82,-87,-90,-95,-100,-93,-100,-100,-96,-98,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,503,124,17
-85,-63,-63,-100,-62,-62,-100,-100,-100,-74,-100,-74,-100,-100,-89,-89,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-63,-61,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-89,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-90,-100,-67,-100,-100,-100,-67,-100,-72,-72,-72,-82,-72,-73,-73,-73,-82,-69,-69,-69,-82,-87,-90,-95,-100,-93,-100,-100,-96,-98,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,503,124,17
-85,-63,-63,-100,-62,-62,-100,-100,-100,-74,-100,-74,-100,-100,-89,-89,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-63,-61,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-89,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-90,-100,-67,-100,-100,-100,-67,-100,-72,-72,-72,-82,-72,-73,-73,-73,-82,-69,-69,-69,-82,-87,-90,-95,-100,-93,-100,-100,-96,-98,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,503,124,17
-85,-63,-63,-100,-62,-62,-100,-100,-100,-74,-100,-74,-100,-100,-89,-89,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-63,-61,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-89,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-90,-100,-67,-100,-100,-100,-67,-100,-72,-72,-72,-82,-72,-73,-73,-73,-82,-69,-69,-69,-82,-87,-90,-95,-100,-93,-100,-100,-96,-98,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,503,124,17
-85,-63,-63,-100,-62,-62,-100,-100,-100,-74,-100,-74,-100,-100,-89,-89,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-63,-61,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-89,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-90,-100,-67,-100,-100,-100,-67,-100,-72,-72,-72,-82,-72,-73,-73,-73,-82,-69,-69,-69,-82,-87,-90,-95,-100,-93,-100,-100,-96,-98,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,503,124,17
-85,-63,-63,-100,-62,-62,-100,-100,-100,-74,-100,-74,-100,-100,-89,-89,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-63,-61,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-89,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-90,-100,-67,-100,-100,-100,-67,-100,-72,-72,-72,-82,-72,-73,-73,-73,-82,-69,-69,-69,-82,-87,-90,-95,-100,-93,-100,-100,-96,-98,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,503,124,17
-85,-63,-63,-100,-62,-62,-100,-100,-100,-74,-100,-74,-100,-100,-89,-89,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-63,-61,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-89,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-90,-100,-67,-100,-100,-100,-67,-100,-72,-72,-72,-82,-72,-73,-73,-73,-82,-69,-69,-69,-82,-87,-90,-95,-100,-93,-100,-100,-96,-98,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,520,124,18
