68:ff:7b:e4:af:38,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:22:31,38:17:c3:1f:22:32,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1f:22:22,38:17:c3:1f:22:21,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:01,80:8d:b7:55:39:d2,38:17:c3:19:d7:71,80:8d:b7:55:39:d1,38:17:c3:19:d7:72,38:17:c3:1e:ff:02,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b1,38:17:c3:19:45:b2,ea:9e:b4:53:24:54,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:25:f0,38:17:c3:1f:22:30,80:8d:b7:55:3a:50,38:17:c3:1f:22:20,38:17:c3:19:71:90,80:8d:b7:55:35:10,38:17:c3:1e:ff:10,38:17:c3:19:d7:70,80:8d:b7:55:39:d0,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,80:8d:b7:55:35:00,38:17:c3:19:45:b0,80:8d:b7:55:29:d0,38:17:c3:1f:0e:00,38:17:c3:1f:00:b2,20:a6:cd:50:24:b1,38:17:c3:1f:00:b1,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:19:d7:60,38:17:c3:1f:00:b0,38:17:c3:19:d7:61,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,38:17:c3:19:d7:62,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e0,20:a6:cd:50:24:b0,80:8d:b7:55:39:c0,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:45:a2,38:17:c3:19:45:a1,80:8d:b7:55:4d:02,80:8d:b7:55:3a:40,00:4e:35:df:06:42,38:17:c3:19:45:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:50:24:b2,00:4e:35:df:06:50,38:17:c3:1f:00:a0,38:17:c3:1f:0e:10,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:df:06:41,38:17:c3:1f:09:83,80:8d:b7:55:4d:01,b4:5d:50:e1:92:23,80:8d:b7:55:4d:00,00:4e:35:de:e1:02,72:32:b1:3e:1a:b8,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:df:06:40,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:de:e1:11,38:17:c3:19:71:80,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:14:12,80:3f:5d:c5:f8:e4,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:19:36:30,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,38:17:c3:19:36:20,44:48:c1:91:d0:11,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:1f:09:82,44:48:c1:91:d0:04,38:17:c3:1f:14:10,38:17:c3:1f:14:02,38:17:c3:1f:14:01,38:17:c3:1f:14:00,38:17:c3:1f:14:11,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,3a:e8:29:51:44:8d,38:17:c3:1f:09:81,38:17:c3:1f:09:80,a8:bd:27:4c:aa:92,bc:42:8c:64:49:70,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,a8:bd:27:4c:aa:81,44:48:c1:91:d0:14,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:1f:09:91,44:48:c1:91:d0:12,9c:d6:43:60:92:e0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:95:a3,20:a6:cd:42:0a:c2,f6:c1:14:6a:47:21,f6:c1:14:6a:47:25,38:17:c3:24:47:50,f4:c1:14:69:47:24,b4:5d:50:e1:96:40,44:48:c1:91:d0:02,38:17:c3:24:47:52,44:48:c1:91:d0:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,78:d2:94:8b:dd:4b,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:24:47:51,44:48:c1:91:95:a2,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b0,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:1f:19:d1,38:17:c3:1f:19:c0,38:17:c3:1f:19:d2,38:17:c3:1f:19:f2,38:17:c3:1f:19:d0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:22:5e:f0,44:48:c1:91:aa:22,38:17:c3:22:61:82,38:17:c3:22:61:81,20:a6:cd:42:13:e1,20:a6:cd:42:13:e2,20:a6:cd:42:13:e0,44:48:c1:91:aa:21,44:48:c1:91:aa:20,20:a6:cd:42:13:f0,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,38:17:c3:22:5e:f1,b6:e6:2d:69:d5:58,44:48:c1:91:aa:30,44:48:c1:91:aa:31,44:48:c1:91:aa:32,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d0,38:17:c3:1f:1c:10,86:0d:8e:aa:25:a4,00:4e:35:de:d7:43,38:17:c3:1f:1c:11,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-68,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-77,-100,-100,-57,-100,-57,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-80,-53,-54,-100,-100,-54,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-80,-75,-85,-87,-56,-85,-83,-72,-72,-65,-100,-79,-79,-100,-100,-100,-78,-74,-100,-80,-100,-100,-83,-77,-65,-63,-64,-63,-65,-79,-79,-80,-100,-83,-83,-79,-100,-79,-79,-77,-80,-79,-79,-100,-100,-87,-85,-85,-85,-79,-73,-76,-76,-83,-75,-100,-100,-84,-100,-100,-100,-84,-79,-100,-84,-84,-84,-83,-100,-77,-79,-100,-87,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-69,-76,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-77,-100,-100,-56,-100,-56,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-79,-50,-50,-100,-100,-50,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-75,-85,-86,-57,-83,-83,-71,-71,-65,-100,-79,-79,-100,-100,-100,-80,-83,-100,-80,-100,-100,-83,-100,-65,-64,-64,-64,-65,-79,-79,-80,-100,-83,-100,-80,-100,-78,-79,-77,-80,-82,-80,-100,-100,-85,-84,-86,-85,-80,-78,-79,-79,-88,-78,-100,-100,-83,-100,-100,-100,-83,-100,-100,-82,-83,-83,-82,-100,-82,-100,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-68,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-87,-100,-100,-77,-100,-100,-56,-100,-56,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-75,-79,-100,-100,-100,-81,-53,-54,-100,-100,-54,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-80,-75,-85,-85,-62,-83,-83,-71,-71,-65,-100,-78,-78,-100,-100,-100,-78,-74,-100,-80,-100,-100,-83,-77,-65,-64,-64,-64,-65,-79,-79,-79,-100,-83,-83,-79,-100,-78,-78,-77,-80,-76,-80,-100,-100,-85,-85,-85,-85,-80,-73,-76,-76,-84,-76,-100,-100,-84,-100,-100,-100,-84,-100,-100,-84,-83,-83,-83,-100,-77,-79,-100,-87,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-68,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-87,-100,-100,-77,-100,-100,-55,-100,-55,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-77,-53,-54,-100,-100,-54,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-83,-82,-86,-86,-59,-85,-86,-71,-71,-63,-100,-76,-76,-100,-100,-100,-78,-74,-100,-77,-100,-100,-83,-77,-63,-64,-64,-64,-63,-80,-80,-80,-100,-83,-83,-80,-100,-76,-76,-77,-78,-79,-78,-100,-100,-86,-85,-88,-85,-78,-74,-76,-76,-83,-75,-100,-100,-82,-100,-100,-100,-82,-79,-100,-83,-83,-84,-84,-100,-77,-79,-100,-87,-82,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-100,-71,-77,-77,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-80,-100,-87,-100,-100,-77,-100,-100,-57,-100,-57,-100,-100,-81,-56,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-73,-50,-50,-100,-100,-50,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-75,-85,-85,-57,-83,-83,-71,-71,-64,-100,-78,-78,-86,-100,-100,-80,-83,-100,-80,-100,-100,-83,-79,-64,-64,-64,-64,-64,-79,-79,-79,-100,-83,-82,-79,-100,-78,-78,-77,-80,-81,-80,-100,-100,-84,-83,-86,-84,-79,-80,-81,-81,-86,-80,-100,-100,-84,-100,-85,-82,-83,-80,-83,-87,-85,-86,-84,-100,-84,-84,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-100,-76,-77,-77,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-83,-100,-87,-100,-100,-77,-100,-100,-57,-100,-57,-100,-100,-81,-54,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-73,-50,-50,-100,-100,-50,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-75,-85,-83,-64,-83,-83,-73,-75,-69,-100,-85,-85,-86,-100,-100,-80,-72,-100,-84,-100,-100,-81,-79,-68,-69,-69,-67,-69,-85,-86,-85,-100,-83,-82,-87,-100,-85,-85,-77,-84,-81,-84,-100,-100,-86,-83,-86,-83,-84,-80,-81,-81,-86,-80,-100,-100,-87,-100,-85,-82,-87,-80,-83,-84,-83,-84,-85,-100,-84,-84,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-79,-77,-77,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-84,-100,-87,-100,-100,-77,-100,-100,-56,-100,-56,-100,-100,-81,-54,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-74,-51,-48,-100,-100,-48,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-82,-84,-60,-83,-81,-74,-75,-69,-100,-85,-84,-86,-100,-100,-82,-77,-100,-84,-100,-100,-81,-79,-69,-69,-69,-69,-69,-86,-86,-86,-100,-80,-82,-86,-100,-84,-84,-100,-85,-82,-85,-100,-100,-83,-83,-82,-83,-85,-80,-81,-82,-85,-81,-100,-100,-87,-100,-85,-82,-87,-80,-83,-100,-87,-86,-100,-100,-84,-84,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-72,-77,-77,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-77,-100,-100,-55,-100,-55,-100,-100,-81,-54,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-74,-51,-51,-100,-100,-51,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-74,-84,-83,-62,-84,-84,-76,-76,-70,-100,-82,-82,-86,-100,-100,-81,-77,-100,-84,-100,-100,-81,-79,-69,-69,-69,-69,-70,-86,-86,-86,-100,-100,-82,-86,-100,-82,-82,-100,-82,-82,-83,-100,-100,-82,-82,-82,-82,-83,-80,-81,-82,-88,-81,-100,-100,-86,-100,-85,-82,-87,-80,-83,-100,-86,-87,-100,-100,-84,-84,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-72,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-86,-100,-100,-78,-100,-100,-55,-100,-55,-100,-100,-84,-55,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-74,-53,-53,-100,-100,-53,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-61,-84,-84,-75,-76,-70,-100,-84,-84,-86,-100,-100,-81,-74,-100,-83,-100,-100,-81,-78,-69,-68,-68,-68,-70,-85,-84,-84,-100,-100,-100,-86,-100,-83,-83,-100,-83,-80,-82,-100,-100,-82,-82,-82,-82,-83,-100,-83,-82,-84,-81,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-86,-87,-100,-100,-83,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-85,-100,-71,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-78,-100,-100,-54,-100,-54,-100,-100,-84,-53,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-75,-53,-53,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-62,-85,-83,-76,-76,-70,-100,-84,-84,-86,-100,-100,-80,-75,-100,-83,-100,-100,-100,-100,-77,-68,-68,-68,-70,-82,-83,-83,-100,-100,-100,-81,-100,-84,-84,-100,-83,-80,-83,-100,-100,-82,-82,-82,-82,-84,-100,-83,-82,-84,-81,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-88,-88,-100,-100,-83,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-71,-78,-77,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-84,-100,-89,-100,-100,-77,-100,-100,-49,-100,-49,-100,-100,-100,-49,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-75,-48,-48,-100,-100,-49,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-79,-83,-83,-67,-82,-83,-76,-74,-71,-100,-82,-81,-100,-100,-86,-79,-77,-100,-82,-100,-100,-77,-80,-71,-71,-71,-69,-70,-83,-82,-82,-100,-80,-80,-83,-100,-82,-81,-73,-82,-82,-82,-75,-74,-85,-84,-85,-85,-82,-81,-80,-80,-86,-79,-100,-100,-89,-100,-83,-83,-100,-86,-100,-100,-85,-85,-100,-100,-85,-83,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-72,-78,-78,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-78,-100,-100,-50,-100,-50,-100,-100,-100,-50,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-49,-49,-100,-100,-49,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-79,-83,-83,-64,-83,-83,-74,-74,-70,-100,-81,-81,-100,-100,-86,-79,-77,-100,-83,-100,-100,-77,-80,-70,-71,-71,-69,-69,-82,-81,-82,-100,-80,-80,-81,-100,-82,-81,-73,-84,-84,-84,-75,-74,-84,-85,-84,-86,-83,-81,-80,-80,-86,-79,-100,-100,-89,-100,-83,-83,-100,-86,-100,-100,-87,-86,-100,-100,-85,-83,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-72,-78,-78,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-81,-100,-89,-100,-100,-78,-100,-100,-51,-100,-51,-100,-100,-100,-50,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-76,-49,-49,-100,-100,-49,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-79,-83,-84,-64,-83,-83,-76,-77,-69,-100,-82,-82,-86,-100,-86,-79,-77,-100,-83,-100,-100,-77,-80,-69,-73,-73,-73,-69,-81,-81,-81,-100,-80,-77,-81,-100,-82,-82,-75,-83,-83,-82,-75,-74,-83,-84,-84,-83,-83,-81,-80,-80,-85,-79,-100,-100,-87,-100,-83,-83,-100,-86,-100,-100,-88,-87,-100,-100,-83,-83,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-70,-78,-78,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-78,-100,-100,-50,-100,-50,-100,-100,-100,-49,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-49,-49,-100,-100,-49,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-79,-84,-82,-70,-83,-83,-74,-77,-69,-100,-81,-81,-100,-100,-86,-84,-80,-100,-84,-100,-100,-77,-83,-69,-74,-71,-74,-69,-81,-81,-80,-100,-80,-80,-81,-100,-81,-81,-73,-83,-86,-84,-75,-74,-85,-84,-85,-85,-84,-81,-82,-81,-85,-81,-100,-100,-89,-100,-83,-83,-100,-86,-100,-100,-87,-86,-100,-100,-85,-83,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-72,-78,-77,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-83,-100,-89,-100,-100,-77,-100,-100,-50,-100,-50,-100,-100,-100,-49,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-75,-49,-49,-100,-100,-49,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-79,-83,-84,-64,-83,-84,-77,-77,-70,-100,-83,-84,-100,-100,-86,-79,-77,-100,-83,-100,-100,-77,-80,-70,-73,-73,-73,-70,-81,-81,-81,-100,-80,-77,-81,-100,-83,-84,-75,-83,-82,-83,-75,-74,-83,-84,-84,-83,-84,-81,-80,-80,-86,-79,-100,-100,-88,-100,-83,-83,-100,-86,-100,-100,-85,-85,-100,-100,-85,-83,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-78,-78,-78,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-83,-100,-89,-100,-100,-78,-100,-100,-54,-100,-53,-100,-100,-84,-50,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-75,-53,-53,-100,-100,-53,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-79,-83,-85,-70,-84,-83,-75,-74,-69,-100,-87,-87,-86,-100,-86,-82,-75,-100,-85,-100,-100,-77,-80,-69,-69,-68,-68,-69,-82,-83,-83,-100,-80,-77,-81,-100,-86,-86,-75,-84,-86,-84,-75,-74,-82,-84,-83,-83,-84,-81,-80,-80,-85,-81,-100,-100,-86,-100,-83,-83,-88,-86,-100,-100,-88,-88,-100,-100,-83,-83,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
