60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:c3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,44:48:c1:91:d0:11,38:17:c3:1f:14:00,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:02,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:01,44:48:c1:91:d0:10,44:48:c1:91:d0:00,9c:d6:43:60:92:e0,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,38:17:c3:1f:09:90,38:17:c3:1f:19:d1,38:17:c3:1f:09:83,38:17:c3:1f:09:93,38:17:c3:1f:09:82,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:19:45:b0,44:48:c1:91:95:a2,38:17:c3:24:47:50,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:1f:00:b2,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:43,b4:5d:50:e1:96:41,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:24:47:51,a8:bd:27:4c:aa:81,38:17:c3:24:47:52,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,38:17:c3:19:45:a0,38:17:c3:19:45:a1,20:a6:cd:42:13:f2,44:48:c1:91:95:b1,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:d0:04,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,86:0d:8e:aa:25:a4,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f1,38:17:c3:19:45:a2,20:a6:cd:42:13:f0,38:17:c3:22:5e:f0,44:48:c1:91:95:a1,44:48:c1:91:95:a3,72:32:b1:3e:1a:b7,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f0,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e2,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:e1,02:54:af:fe:54:11,80:8d:b7:55:25:f2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:35:12,66:2a:2f:53:7c:99,80:8d:b7:55:35:11,80:8d:b7:55:39:d0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,80:8d:b7:55:35:00,80:8d:b7:55:35:01,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:19:71:90,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:71:81,38:17:c3:19:71:82,20:a6:cd:50:24:b0,80:8d:b7:55:39:d2,38:17:c3:19:71:80,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,68:ff:7b:e4:af:38,80:8d:b7:55:29:c1,20:a6:cd:50:24:a0,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:c2,00:4e:35:df:06:50,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c0,00:4e:35:df:06:40,00:4e:35:df:06:52,00:4e:35:df:06:51,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,x,y,label
-84,-100,-61,-61,-67,-100,-100,-67,-91,-100,-66,-90,-100,-90,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-91,-90,-100,-100,-91,-100,-93,-90,-94,-100,-83,-84,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-89,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-89,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-79,-100,-61,-61,-68,-100,-100,-69,-93,-76,-68,-100,-100,-92,-100,-75,-76,-100,-100,-100,-91,-100,-84,-100,-100,-92,-100,-93,-100,-100,-83,-100,-100,-100,-100,-89,-87,-100,-100,-89,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-90,-100,-100,-74,-100,-92,-92,-100,-87,-100,-100,-100,-100,-100,-73,-73,-75,-100,-100,-100,-93,-81,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-89,-100,-100,-100,-100,-100,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-84,-100,-63,-62,-67,-100,-100,-67,-90,-75,-67,-100,-100,-90,-87,-74,-74,-92,-100,-100,-91,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-91,-100,-83,-83,-83,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-83,-78,-61,-61,-100,-100,-100,-100,-91,-76,-100,-100,-100,-92,-100,-75,-74,-89,-93,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-100,-100,-88,-100,-100,-89,-100,-83,-84,-84,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-85,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-90,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-82,-82,-61,-62,-63,-100,-100,-62,-91,-75,-62,-100,-100,-90,-100,-75,-74,-92,-100,-100,-92,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-62,-100,-100,-100,-90,-100,-100,-87,-100,-90,-90,-88,-87,-100,-100,-100,-100,-100,-88,-100,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-81,-84,-62,-62,-62,-100,-100,-62,-91,-74,-62,-100,-100,-90,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-82,-83,-100,-100,-100,-100,-91,-89,-100,-100,-91,-100,-87,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-62,-76,-100,-100,-100,-100,-100,-87,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-92,-89,-100,-100,-100,-89,-87,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-82,-80,-61,-60,-62,-100,-100,-62,-90,-74,-62,-100,-100,-93,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-92,-100,-87,-87,-87,-100,-100,-100,-100,-100,-60,-81,-100,-100,-100,-100,-100,-88,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-87,-87,-85,-100,-100,-90,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-83,-100,-62,-62,-62,-100,-100,-62,-100,-74,-62,-100,-100,-93,-100,-74,-74,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-90,-92,-86,-85,-86,-100,-100,-100,-100,-100,-62,-100,-100,-100,-90,-100,-100,-88,-100,-91,-93,-100,-100,-100,-100,-100,-100,-100,-87,-87,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-82,-100,-61,-61,-62,-100,-100,-62,-91,-74,-61,-100,-100,-91,-100,-74,-73,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-91,-100,-100,-100,-100,-100,-100,-89,-90,-88,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-79,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-82,-100,-63,-63,-62,-100,-100,-61,-90,-74,-62,-100,-100,-92,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-88,-91,-100,-86,-85,-85,-100,-100,-100,-100,-100,-63,-75,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-87,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-77,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-85,-100,-52,-52,-60,-100,-100,-60,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-90,-100,-100,-91,-100,-80,-80,-81,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-84,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-84,-100,-52,-53,-60,-100,-100,-60,-100,-78,-60,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-91,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-81,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-83,-76,-52,-53,-61,-100,-100,-61,-100,-79,-61,-100,-100,-100,-90,-79,-81,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-90,-100,-100,-90,-100,-100,-90,-100,-81,-81,-81,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-85,-100,-53,-53,-60,-100,-100,-60,-100,-78,-60,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-90,-100,-100,-90,-100,-79,-79,-81,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-85,-100,-54,-53,-60,-100,-100,-61,-100,-79,-61,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-90,-100,-89,-91,-100,-81,-81,-81,-100,-100,-100,-100,-100,-54,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-85,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-84,-79,-54,-53,-60,-100,-100,-60,-100,-80,-60,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-90,-100,-80,-80,-81,-100,-100,-100,-100,-100,-53,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-88,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-84,-100,-46,-46,-51,-100,-100,-51,-100,-82,-51,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-91,-100,-81,-81,-81,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-86,-88,-89,-86,-85,-81,-83,-83,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-85,-100,-47,-47,-51,-100,-100,-52,-100,-81,-51,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-80,-80,-81,-100,-100,-100,-100,-100,-47,-100,-88,-100,-100,-100,-100,-100,-100,-90,-88,-81,-81,-100,-100,-100,-100,-88,-100,-100,-86,-100,-100,-88,-90,-80,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-85,-85,-86,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-85,-81,-47,-47,-52,-100,-100,-52,-100,-82,-52,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-91,-100,-81,-81,-81,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-92,-100,-100,-85,-100,-100,-90,-89,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-85,-85,-86,-100,-82,-100,-100,-100,-90,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-84,-77,-47,-48,-52,-100,-100,-52,-100,-81,-52,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-91,-89,-83,-82,-83,-100,-100,-100,-100,-100,-47,-83,-100,-100,-88,-88,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-87,-85,-84,-85,-86,-82,-82,-82,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-83,-79,-46,-46,-51,-100,-100,-51,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-83,-83,-84,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-85,-100,-85,-84,-100,-84,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
