38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:3a:50,44:48:c1:a5:82:30,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:51,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:19:d7:70,80:8d:b7:55:3a:52,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,38:17:c3:19:d7:71,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:20,44:48:c1:a5:82:21,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:22,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,38:17:c3:1e:ff:11,00:4e:35:df:06:42,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,b4:5d:50:e1:92:33,00:4e:35:df:06:52,b4:5d:50:e1:92:31,ea:9e:b4:53:24:54,38:17:c3:1f:01:80,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:d7:72,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:3a:41,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:50,20:a6:cd:50:24:b0,00:4e:35:df:06:51,ac:e2:d3:c4:08:e6,00:4e:35:df:06:40,00:4e:35:df:06:41,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,20:a6:cd:50:24:a0,80:8d:b7:55:25:e2,38:17:c3:19:45:b0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,60:32:b1:3e:1a:b8,38:17:c3:19:55:50,68:ff:7b:e4:af:39,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:25:e0,b4:5d:50:e1:92:23,38:17:c3:19:71:90,38:17:c3:1e:ff:00,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:09:83,38:17:c3:1f:09:93,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,00:4e:35:de:e1:10,00:4e:35:de:e1:11,b4:5d:50:e1:92:21,00:4e:35:de:e1:02,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,38:17:c3:1f:08:50,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:41,a8:bd:27:4c:bd:31,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,a8:bd:27:4c:bd:30,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,44:48:c1:91:95:b2,44:48:c1:91:95:b3,72:32:b1:3e:1a:b7,00:4e:35:de:d7:43,38:17:c3:19:71:92,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:de:d7:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:19:36:30,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1f:08:42,38:17:c3:19:45:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:de:d7:41,00:4e:35:de:d7:40,x,y,label
-68,-68,-69,-100,-100,-100,-70,-72,-72,-68,-62,-62,-61,-100,-100,-100,-71,-64,-65,-64,-70,-81,-81,-81,-81,-85,-70,-75,-76,-85,-68,-68,-75,-75,-100,-76,-100,-100,-71,-100,-89,-89,-83,-88,-88,-79,-83,-77,-68,-100,-100,-100,-85,-100,-90,-76,-83,-84,-82,-83,-82,-87,-100,-83,-100,-81,-100,-81,-100,-100,-68,-75,-75,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-68,-68,-68,-74,-100,-73,-73,-74,-73,-69,-61,-62,-62,-100,-100,-100,-71,-65,-65,-66,-71,-80,-81,-80,-81,-87,-70,-77,-78,-86,-67,-66,-100,-76,-71,-71,-100,-100,-71,-100,-89,-89,-100,-90,-90,-77,-100,-77,-71,-100,-100,-100,-86,-100,-100,-76,-83,-83,-100,-83,-100,-84,-82,-100,-100,-100,-100,-100,-100,-76,-67,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-67,-68,-69,-100,-100,-100,-72,-72,-73,-70,-61,-60,-60,-100,-100,-100,-70,-66,-66,-66,-71,-83,-83,-83,-82,-84,-70,-76,-100,-84,-69,-68,-76,-76,-100,-100,-88,-87,-72,-88,-87,-90,-100,-89,-89,-76,-83,-76,-69,-100,-100,-100,-84,-89,-89,-100,-82,-82,-100,-82,-84,-77,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-68,-68,-69,-73,-100,-73,-73,-72,-72,-68,-62,-61,-62,-100,-100,-100,-69,-65,-65,-65,-81,-80,-80,-79,-80,-85,-69,-75,-74,-84,-67,-66,-74,-75,-71,-71,-100,-100,-72,-100,-90,-100,-83,-100,-90,-76,-82,-76,-69,-100,-100,-100,-84,-100,-100,-76,-82,-82,-100,-83,-82,-100,-100,-82,-100,-100,-88,-100,-100,-100,-71,-100,-76,-100,-84,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-71,-100,-71,-100,-100,-100,-75,-75,-76,-71,-52,-52,-53,-100,-100,-100,-71,-59,-59,-60,-71,-83,-84,-83,-84,-86,-71,-75,-73,-86,-100,-100,-74,-74,-64,-64,-100,-100,-64,-87,-88,-88,-100,-89,-89,-75,-88,-75,-69,-100,-100,-100,-86,-100,-100,-100,-89,-88,-100,-88,-88,-100,-100,-100,-73,-100,-100,-100,-100,-79,-100,-100,-100,-100,-84,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-100,-74,-74,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-74,-75,-75,-100,-100,-100,-76,-76,-76,-71,-52,-52,-52,-100,-100,-100,-72,-58,-58,-58,-73,-80,-79,-80,-79,-85,-73,-74,-72,-84,-66,-100,-74,-74,-66,-65,-87,-87,-66,-88,-86,-88,-84,-88,-88,-75,-86,-75,-76,-100,-100,-100,-84,-100,-100,-81,-100,-100,-100,-90,-100,-100,-83,-83,-73,-100,-100,-100,-100,-83,-66,-81,-81,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-74,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-82,-100,-85,-100,-89,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-100,-74,-73,-77,-100,-100,-100,-76,-75,-70,-51,-51,-51,-100,-100,-100,-75,-59,-59,-59,-76,-81,-81,-81,-81,-84,-76,-75,-70,-84,-67,-66,-75,-74,-65,-64,-86,-86,-64,-85,-89,-89,-83,-89,-90,-75,-80,-74,-70,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-83,-100,-100,-100,-100,-100,-100,-67,-82,-100,-86,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-92,-100,-76,-76,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-86,-100,-85,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-72,-100,-73,-100,-100,-100,-74,-72,-73,-70,-53,-53,-52,-87,-87,-87,-77,-58,-58,-58,-76,-85,-85,-85,-85,-87,-76,-75,-73,-87,-68,-68,-75,-74,-100,-65,-100,-88,-65,-100,-89,-100,-83,-100,-92,-100,-84,-100,-56,-100,-100,-100,-86,-100,-100,-80,-88,-88,-100,-88,-83,-100,-83,-83,-100,-100,-100,-100,-100,-100,-68,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-89,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-72,-71,-71,-79,-100,-100,-73,-73,-72,-70,-51,-51,-51,-100,-100,-100,-78,-58,-58,-58,-78,-100,-85,-100,-100,-85,-78,-74,-71,-86,-65,-65,-74,-74,-68,-68,-86,-86,-68,-87,-89,-100,-82,-100,-91,-75,-86,-75,-70,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-91,-86,-87,-82,-83,-74,-100,-100,-100,-100,-82,-65,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-83,-100,-83,-100,-91,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-70,-72,-72,-78,-78,-78,-73,-73,-73,-70,-58,-51,-52,-100,-100,-100,-74,-58,-58,-58,-74,-88,-88,-89,-89,-87,-74,-76,-67,-87,-65,-65,-75,-100,-65,-65,-87,-88,-65,-88,-87,-100,-82,-100,-100,-75,-86,-74,-72,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-100,-86,-100,-83,-83,-100,-100,-100,-90,-100,-100,-65,-100,-80,-100,-100,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-84,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-84,-100,-85,-85,-91,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-79,-65,-65,-100,-100,-100,-75,-75,-74,-70,-57,-56,-56,-100,-100,-100,-74,-56,-56,-56,-73,-84,-84,-84,-83,-100,-74,-81,-75,-87,-62,-61,-80,-80,-60,-59,-100,-100,-59,-100,-100,-100,-85,-100,-100,-79,-79,-79,-64,-100,-100,-100,-86,-100,-100,-73,-85,-85,-79,-86,-78,-100,-100,-85,-100,-84,-100,-85,-100,-100,-72,-75,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-85,-100,-100,-100,-100,-100,-80,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-91,-90,-100,-91,-100,-90,-92,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-64,-65,-64,-77,-77,-77,-75,-74,-75,-71,-63,-62,-62,-88,-86,-88,-75,-57,-57,-57,-75,-82,-82,-82,-83,-85,-73,-81,-72,-86,-64,-64,-82,-81,-59,-59,-100,-100,-59,-100,-89,-100,-86,-100,-100,-100,-80,-100,-67,-100,-100,-100,-87,-100,-100,-100,-89,-88,-79,-89,-79,-100,-85,-85,-80,-85,-100,-84,-100,-100,-63,-100,-74,-100,-83,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-91,-87,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-91,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-63,-64,-65,-78,-77,-100,-74,-75,-76,-71,-62,-62,-62,-100,-100,-100,-74,-57,-57,-57,-74,-82,-83,-83,-82,-86,-74,-100,-72,-86,-64,-63,-79,-100,-60,-60,-100,-100,-60,-100,-100,-100,-85,-100,-100,-78,-80,-79,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-75,-100,-79,-100,-85,-100,-100,-100,-100,-100,-100,-81,-63,-100,-74,-100,-86,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-65,-64,-65,-100,-100,-78,-74,-74,-100,-72,-65,-65,-65,-87,-89,-88,-74,-58,-58,-59,-74,-82,-81,-82,-82,-87,-73,-82,-71,-87,-64,-64,-82,-82,-59,-59,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-79,-100,-68,-100,-100,-100,-88,-100,-100,-73,-100,-88,-79,-90,-100,-85,-100,-100,-100,-100,-100,-100,-100,-78,-63,-74,-73,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-91,-100,-92,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-65,-80,-65,-78,-100,-100,-75,-74,-75,-71,-62,-63,-63,-100,-100,-100,-76,-59,-59,-58,-75,-81,-81,-81,-82,-87,-75,-100,-74,-86,-63,-64,-100,-100,-60,-100,-100,-100,-100,-100,-88,-100,-86,-100,-100,-79,-78,-78,-66,-100,-100,-100,-86,-100,-100,-74,-100,-100,-78,-100,-78,-100,-85,-85,-100,-100,-100,-100,-100,-80,-63,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-78,-77,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-92,-92,-90,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-64,-65,-65,-100,-100,-100,-100,-76,-77,-71,-62,-62,-62,-100,-100,-100,-75,-60,-60,-61,-75,-83,-83,-83,-83,-86,-75,-83,-70,-86,-63,-63,-83,-100,-59,-59,-100,-100,-59,-100,-89,-100,-85,-100,-100,-78,-78,-79,-69,-100,-100,-100,-86,-100,-100,-100,-100,-100,-78,-90,-78,-90,-85,-86,-100,-100,-100,-100,-100,-80,-63,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-91,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-71,-72,-72,-100,-100,-100,-100,-100,-75,-71,-60,-60,-60,-100,-100,-100,-70,-59,-59,-59,-70,-84,-84,-83,-85,-85,-70,-81,-69,-84,-64,-66,-80,-80,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-91,-86,-74,-88,-69,-100,-100,-100,-85,-100,-100,-77,-100,-100,-100,-92,-100,-100,-81,-83,-100,-100,-100,-100,-100,-81,-65,-78,-77,-100,-100,-83,-100,-81,-100,-100,-100,-100,-100,-100,-100,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-88,-100,-100,-92,-89,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-78,-70,-70,-100,-100,-100,-72,-72,-72,-71,-59,-59,-60,-100,-100,-100,-71,-54,-54,-55,-71,-86,-87,-100,-100,-86,-74,-100,-72,-85,-64,-64,-100,-100,-58,-58,-100,-100,-58,-100,-100,-100,-84,-100,-91,-84,-80,-85,-100,-100,-100,-100,-86,-100,-100,-76,-89,-89,-81,-89,-80,-100,-100,-84,-100,-100,-100,-100,-100,-100,-64,-77,-77,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-100,-89,-100,-91,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-71,-71,-71,-100,-100,-100,-74,-74,-100,-71,-59,-59,-59,-100,-100,-100,-70,-61,-62,-62,-70,-87,-86,-85,-85,-85,-70,-80,-67,-84,-63,-62,-80,-80,-59,-58,-100,-100,-58,-100,-100,-100,-84,-100,-93,-84,-75,-84,-72,-100,-100,-100,-85,-100,-100,-100,-100,-100,-75,-92,-75,-90,-84,-83,-100,-88,-100,-87,-100,-84,-62,-78,-77,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-90,-100,-90,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-71,-81,-70,-100,-100,-100,-72,-73,-73,-70,-59,-58,-59,-100,-100,-100,-70,-62,-61,-62,-70,-86,-86,-86,-86,-85,-70,-80,-70,-86,-63,-62,-80,-80,-58,-58,-100,-100,-58,-100,-86,-100,-100,-100,-91,-85,-79,-84,-71,-100,-100,-100,-86,-100,-100,-77,-100,-100,-80,-89,-79,-86,-100,-100,-100,-87,-100,-87,-100,-100,-62,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-71,-70,-71,-100,-100,-100,-74,-73,-100,-71,-59,-59,-59,-100,-100,-100,-70,-62,-62,-62,-70,-87,-85,-87,-85,-85,-70,-100,-70,-85,-63,-63,-80,-100,-59,-59,-100,-100,-59,-100,-100,-100,-83,-100,-91,-85,-73,-84,-71,-100,-100,-100,-86,-100,-100,-77,-100,-100,-72,-92,-73,-82,-83,-84,-100,-87,-100,-87,-100,-86,-62,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-84,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
