b8:27:eb:9f:6b:77,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:1f:01:90,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,80:8d:b7:55:35:00,80:8d:b7:55:25:e3,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,44:48:c1:a5:82:20,80:8d:b7:55:25:e1,80:8d:b7:55:3a:40,20:a6:cd:50:24:b1,38:17:c3:19:d7:61,20:a6:cd:50:24:b0,38:17:c3:19:d7:60,20:a6:cd:50:24:b2,72:32:b1:3e:1a:b8,38:17:c3:19:d7:62,ac:e2:d3:c4:08:e6,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:42,b4:5d:50:e1:92:23,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,80:8d:b7:55:35:03,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,38:17:c3:1f:01:81,80:8d:b7:55:25:e0,44:48:c1:a5:82:21,44:48:c1:a5:82:22,b4:5d:50:e1:92:33,38:17:c3:1f:09:90,38:17:c3:1f:01:80,38:17:c3:1f:01:82,b4:5d:50:e1:92:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,66:2a:2f:53:7c:99,b4:5d:50:e1:92:32,38:17:c3:19:45:b0,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,38:17:c3:19:71:90,68:ff:7b:e4:af:39,b4:5d:50:e1:92:30,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,20:a6:cd:50:24:a0,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,38:17:c3:1f:22:20,a8:bd:27:4c:bd:30,38:17:c3:1e:ff:00,38:17:c3:1f:09:93,38:17:c3:1f:09:92,68:ff:7b:e4:af:38,38:17:c3:19:71:91,38:17:c3:1f:09:91,38:17:c3:1f:22:32,38:17:c3:19:71:92,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0b:f0,00:4e:35:de:e1:02,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:08:51,44:48:c1:91:95:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:55:40,38:17:c3:19:55:42,38:17:c3:1f:22:31,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:e1:01,38:17:c3:19:55:41,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:de:e1:00,00:4e:35:df:0e:12,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:de:d7:43,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:b0,38:17:c3:1f:08:42,38:17:c3:1e:fc:b1,38:17:c3:19:71:82,38:17:c3:1f:22:22,38:17:c3:19:71:80,00:4e:35:df:0e:11,38:17:c3:1e:fc:b2,00:4e:35:df:0e:10,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:19:71:81,00:4e:35:de:d7:40,00:4e:35:df:27:12,38:17:c3:1b:08:b0,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-33,-91,-88,-89,-80,-100,-100,-100,-88,-100,-88,-89,-82,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-47,-89,-100,-100,-88,-88,-80,-80,-79,-83,-100,-82,-83,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-77,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-33,-90,-89,-91,-80,-100,-100,-100,-90,-89,-90,-89,-82,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-48,-90,-100,-100,-88,-88,-79,-79,-78,-83,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-74,-74,-100,-84,-78,-100,-77,-78,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-71,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-87,-79,-100,-100,-100,-100,-100,-100,-100,-71,-80,-72,-84,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-85,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-48,-91,-100,-100,-91,-90,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,-100,-100,-77,-100,-79,-78,-100,-100,-100,-81,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-72,-77,-78,-100,-100,-100,-100,-84,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-87,-100,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-52,-91,-100,-100,-92,-90,-100,-100,-100,-78,-78,-77,-77,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-73,-71,-74,-87,-87,-80,-100,-80,-80,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-77,-75,-100,-100,-100,-100,-86,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-90,-80,-100,-100,-89,-100,-100,-100,-100,-71,-70,-72,-87,-100,-86,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-33,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-52,-91,-100,-100,-90,-89,-76,-76,-76,-83,-82,-82,-82,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-86,-86,-81,-100,-81,-81,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-73,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-34,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-50,-100,-100,-86,-100,-92,-80,-80,-80,-84,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-91,-80,-100,-80,-80,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-74,-100,-100,-100,-100,-83,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-64,-100,-64,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-88,-100,-89,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-87,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-63,-100,-100,-88,-100,-93,-69,-69,-69,-78,-78,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-67,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-88,-100,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-87,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-53,-100,-100,-86,-100,-100,-69,-69,-69,-78,-78,-79,-78,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-80,-100,-80,-81,-100,-100,-100,-83,-100,-87,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-74,-77,-75,-100,-100,-100,-100,-84,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-70,-100,-68,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-92,-81,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-92,-100,-100,-100,-89,-90,-91,-100,-100,-92,-91,-83,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-51,-92,-100,-88,-93,-91,-79,-79,-79,-92,-100,-100,-90,-100,-89,-100,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-85,-85,-100,-100,-80,-78,-100,-100,-100,-91,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-71,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-74,-82,-100,-81,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-93,-92,-84,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-93,-80,-79,-80,-93,-100,-100,-92,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-75,-100,-100,-100,-100,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-83,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-33,-100,-100,-100,-87,-100,-100,-100,-100,-100,-92,-93,-83,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-54,-100,-100,-86,-100,-91,-78,-79,-80,-93,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-78,-100,-78,-78,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-72,-75,-75,-100,-100,-100,-100,-83,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-64,-100,-66,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-83,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-33,-91,-100,-100,-88,-100,-100,-100,-100,-100,-93,-94,-84,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-52,-100,-100,-83,-100,-91,-79,-79,-79,-100,-100,-100,-92,-100,-90,-100,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-74,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-72,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-74,-73,-74,-83,-100,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-32,-100,-100,-100,-100,-89,-100,-90,-100,-100,-92,-100,-84,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-52,-100,-100,-86,-100,-92,-79,-80,-80,-92,-100,-100,-92,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-91,-73,-74,-85,-85,-78,-100,-79,-78,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-76,-75,-100,-100,-100,-100,-83,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-74,-73,-74,-84,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-93,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-85,-100,-91,-79,-79,-79,-92,-100,-100,-92,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-72,-75,-75,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-92,-95,-84,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-94,-89,-89,-89,-86,-86,-84,-85,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-82,-100,-100,-80,-100,-80,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-72,-77,-76,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-88,-79,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-33,-90,-100,-89,-82,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-91,-89,-88,-89,-86,-86,-87,-85,-100,-89,-100,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-87,-100,-81,-100,-80,-80,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-73,-77,-76,-100,-100,-100,-100,-82,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-80,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-33,-92,-90,-91,-80,-100,-100,-100,-100,-100,-95,-95,-85,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-59,-100,-100,-85,-100,-100,-87,-86,-86,-85,-85,-85,-86,-100,-89,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-79,-86,-86,-81,-100,-82,-81,-100,-100,-100,-90,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-73,-76,-76,-100,-100,-100,-100,-85,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-80,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-89,-89,-90,-100,-88,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-90,-90,-100,-82,-100,-100,-100,-100,-100,-93,-93,-85,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-88,-87,-87,-88,-86,-85,-86,-100,-90,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-87,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-73,-79,-77,-100,-100,-100,-100,-85,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-69,-80,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-90,-100,-100,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-33,-90,-92,-91,-85,-100,-100,-100,-100,-100,-92,-92,-84,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-55,-100,-100,-86,-100,-89,-89,-88,-89,-88,-87,-87,-86,-100,-89,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-80,-86,-86,-81,-100,-100,-81,-100,-100,-100,-90,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-73,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-71,-70,-71,-80,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-89,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-91,-90,-100,-82,-100,-100,-100,-100,-100,-100,-93,-84,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-55,-100,-100,-85,-91,-100,-88,-87,-87,-86,-86,-87,-85,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-80,-81,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-73,-77,-76,-100,-100,-100,-100,-84,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-68,-100,-67,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-90,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
