b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,b0:be:76:f8:30:5e,20:a6:cd:50:24:a2,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,38:17:c3:1f:01:92,80:8d:b7:55:25:f3,ac:e2:d3:c4:08:e6,38:17:c3:1f:01:91,44:48:c1:a5:82:31,44:48:c1:a5:82:30,38:17:c3:1e:ff:11,38:17:c3:1f:01:90,44:48:c1:a5:82:32,38:17:c3:1e:ff:10,00:4e:35:df:06:42,00:4e:35:df:06:52,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,38:17:c3:1f:01:81,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:19:d7:62,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:25:e3,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,20:a6:cd:50:24:a1,38:17:c3:19:45:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:de:e1:12,38:17:c3:19:71:90,38:17:c3:19:55:50,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:1f:22:30,68:ff:7b:e4:af:39,38:17:c3:19:55:51,00:4e:35:de:e1:11,b4:5d:50:e1:92:32,00:4e:35:de:e1:02,b4:5d:50:e1:92:31,b4:5d:50:e1:92:33,72:32:b1:3e:1a:b7,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,38:17:c3:1f:08:50,60:32:b1:3e:1a:b7,38:17:c3:1f:08:51,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:08:52,a8:bd:27:4c:bd:21,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:19:71:91,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:19:36:30,38:17:c3:19:55:41,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:20,38:17:c3:19:71:92,00:4e:35:df:0e:10,38:17:c3:1f:08:42,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:22,00:4e:35:df:0e:00,00:4e:35:df:0e:11,00:4e:35:df:0e:02,38:17:c3:19:45:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,x,y,label
-38,-100,-100,-100,-78,-80,-81,-81,-100,-100,-83,-86,-82,-84,-82,-85,-84,-100,-100,-90,-86,-100,-100,-100,-100,-100,-48,-100,-71,-73,-73,-71,-71,-73,-100,-74,-100,-100,-100,-84,-100,-100,-100,-100,-67,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-80,-79,-67,-100,-100,-85,-66,-74,-100,-100,-100,-100,-100,-100,-63,-64,-100,-100,-100,-100,-100,-100,-79,-100,-72,-78,-71,-100,-89,-100,-79,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-82,-82,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-41,-79,-100,-100,-78,-80,-81,-81,-100,-100,-84,-84,-82,-84,-82,-85,-84,-100,-87,-89,-100,-100,-100,-100,-100,-100,-47,-100,-72,-72,-72,-73,-72,-73,-100,-72,-100,-100,-100,-85,-100,-100,-100,-100,-66,-64,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-67,-100,-100,-100,-66,-78,-100,-100,-100,-100,-100,-100,-65,-64,-100,-100,-100,-100,-100,-100,-79,-100,-71,-78,-71,-100,-89,-72,-79,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-88,-100,-67,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-75,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-35,-72,-100,-80,-100,-100,-100,-100,-100,-100,-86,-86,-81,-82,-82,-86,-86,-100,-79,-81,-100,-100,-100,-100,-100,-100,-54,-100,-77,-83,-85,-77,-77,-83,-100,-83,-100,-100,-100,-89,-100,-100,-100,-100,-100,-67,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-78,-100,-76,-77,-76,-100,-100,-77,-79,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-35,-77,-100,-80,-100,-100,-100,-100,-100,-100,-86,-86,-81,-82,-82,-86,-86,-100,-79,-79,-100,-100,-100,-100,-100,-100,-52,-100,-78,-82,-84,-77,-78,-83,-100,-83,-100,-100,-100,-89,-100,-100,-100,-100,-72,-67,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-73,-81,-81,-82,-72,-78,-74,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-79,-100,-76,-79,-76,-100,-100,-75,-79,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-35,-100,-78,-100,-100,-81,-82,-82,-100,-100,-86,-86,-100,-100,-100,-87,-86,-77,-79,-80,-100,-100,-100,-100,-100,-100,-52,-100,-76,-82,-84,-77,-78,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-72,-67,-100,-80,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-75,-75,-70,-81,-81,-82,-72,-74,-74,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-82,-100,-73,-81,-74,-100,-100,-74,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-88,-100,-69,-100,-100,-100,-100,-100,-100,-100,-73,-72,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-34,-76,-78,-78,-79,-80,-80,-80,-100,-100,-85,-86,-100,-100,-80,-86,-86,-79,-79,-79,-87,-100,-100,-100,-100,-100,-53,-100,-77,-82,-84,-78,-78,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-74,-67,-100,-79,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-75,-100,-74,-100,-83,-84,-74,-75,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-82,-100,-75,-81,-74,-100,-100,-74,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-75,-68,-68,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-74,-100,-100,-100,-73,-72,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-42,-76,-78,-78,-79,-80,-80,-80,-100,-100,-86,-86,-100,-100,-81,-86,-86,-79,-79,-79,-87,-100,-100,-100,-100,-100,-51,-100,-76,-84,-84,-77,-76,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-71,-69,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-75,-100,-74,-100,-82,-84,-74,-75,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-76,-100,-76,-77,-78,-100,-100,-77,-76,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-73,-73,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-37,-100,-100,-100,-100,-85,-86,-85,-100,-100,-88,-90,-100,-100,-81,-87,-87,-79,-81,-81,-100,-100,-100,-100,-100,-100,-55,-100,-78,-79,-80,-78,-76,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-100,-82,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-73,-100,-70,-100,-82,-100,-69,-100,-74,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-80,-100,-74,-81,-74,-100,-84,-73,-81,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-34,-82,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-86,-90,-87,-85,-86,-85,-100,-100,-100,-100,-100,-46,-100,-81,-81,-82,-79,-81,-81,-100,-81,-100,-100,-88,-88,-100,-100,-100,-100,-100,-74,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-69,-88,-87,-85,-69,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-85,-100,-73,-85,-73,-100,-100,-74,-87,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-71,-76,-77,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-71,-100,-100,-100,-68,-67,-67,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-36,-78,-78,-78,-78,-82,-81,-81,-100,-100,-88,-87,-84,-100,-100,-87,-87,-87,-82,-82,-85,-100,-100,-100,-100,-100,-43,-100,-81,-81,-80,-80,-81,-80,-100,-80,-100,-100,-88,-88,-100,-100,-100,-100,-70,-72,-100,-82,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-69,-84,-85,-85,-69,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-83,-100,-77,-83,-76,-100,-100,-75,-87,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-68,-76,-77,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-71,-100,-100,-100,-68,-67,-67,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-36,-77,-78,-78,-78,-82,-81,-81,-100,-100,-85,-86,-84,-100,-80,-85,-86,-87,-86,-85,-100,-100,-100,-100,-100,-100,-45,-100,-81,-81,-80,-80,-80,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-70,-75,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-78,-70,-84,-85,-85,-69,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-84,-100,-77,-83,-77,-100,-100,-76,-84,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-38,-80,-100,-100,-100,-82,-81,-81,-100,-100,-87,-87,-100,-100,-80,-87,-88,-87,-82,-84,-100,-100,-100,-100,-100,-100,-45,-100,-81,-79,-80,-80,-80,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-83,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-77,-78,-70,-84,-100,-85,-69,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-82,-100,-76,-82,-77,-100,-100,-76,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-68,-69,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-38,-77,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-100,-100,-100,-88,-91,-100,-84,-84,-100,-100,-100,-100,-100,-100,-43,-100,-78,-80,-80,-78,-79,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-69,-72,-100,-84,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-77,-78,-69,-84,-100,-85,-69,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-81,-100,-76,-82,-77,-100,-100,-76,-83,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-68,-69,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-41,-80,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-82,-100,-100,-88,-90,-100,-84,-84,-100,-100,-100,-100,-100,-100,-43,-100,-77,-82,-83,-77,-77,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-69,-75,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-68,-100,-100,-100,-69,-100,-78,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-84,-100,-76,-84,-77,-100,-100,-76,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-69,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-33,-76,-79,-78,-79,-87,-86,-86,-100,-100,-90,-88,-100,-100,-100,-90,-89,-85,-82,-83,-90,-100,-100,-100,-100,-100,-46,-100,-76,-80,-80,-77,-76,-79,-100,-80,-100,-100,-100,-87,-100,-100,-100,-100,-74,-71,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-74,-100,-100,-100,-75,-79,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-77,-84,-77,-100,-100,-78,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-73,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-39,-78,-80,-80,-81,-86,-86,-86,-100,-100,-89,-100,-81,-100,-100,-100,-91,-85,-81,-82,-90,-100,-100,-100,-100,-100,-50,-100,-76,-80,-80,-77,-76,-79,-100,-80,-100,-100,-100,-87,-100,-100,-100,-100,-74,-71,-100,-82,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-78,-79,-75,-100,-100,-100,-73,-80,-78,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-86,-100,-77,-87,-77,-100,-100,-77,-87,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-40,-100,-80,-80,-81,-86,-86,-86,-100,-100,-89,-100,-81,-100,-81,-100,-91,-85,-81,-82,-100,-100,-100,-100,-100,-100,-49,-100,-76,-80,-79,-76,-76,-79,-100,-80,-100,-100,-100,-87,-100,-100,-100,-100,-74,-71,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-78,-79,-75,-100,-100,-100,-73,-80,-78,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-84,-100,-78,-87,-77,-100,-100,-77,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-74,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-38,-74,-100,-100,-100,-86,-86,-86,-100,-100,-89,-100,-81,-81,-81,-100,-91,-100,-81,-82,-100,-100,-100,-100,-100,-100,-49,-100,-76,-81,-80,-75,-76,-80,-100,-81,-100,-100,-100,-87,-100,-100,-100,-100,-74,-71,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-74,-100,-100,-100,-74,-100,-79,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-84,-100,-78,-86,-77,-100,-100,-77,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-80,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-54,-100,-76,-81,-80,-75,-76,-82,-100,-81,-100,-100,-100,-87,-100,-100,-100,-100,-74,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-74,-100,-100,-100,-74,-82,-79,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-85,-100,-78,-84,-78,-100,-100,-78,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-36,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-46,-100,-76,-81,-81,-76,-76,-81,-100,-81,-100,-100,-88,-88,-100,-100,-88,-100,-74,-73,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-74,-100,-100,-100,-75,-82,-79,-100,-100,-100,-100,-100,-71,-71,-100,-94,-100,-100,-100,-100,-88,-100,-78,-84,-77,-100,-100,-78,-84,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-68,-76,-76,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-36,-78,-100,-100,-100,-86,-87,-85,-100,-100,-93,-100,-100,-100,-100,-100,-91,-100,-86,-87,-85,-100,-100,-100,-100,-100,-47,-100,-76,-83,-84,-77,-76,-84,-100,-83,-100,-100,-100,-87,-100,-100,-89,-100,-71,-73,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-88,-100,-73,-88,-73,-100,-100,-72,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-33,-100,-100,-81,-100,-85,-85,-85,-100,-100,-93,-100,-100,-100,-100,-100,-90,-85,-87,-87,-85,-100,-100,-100,-100,-100,-42,-100,-76,-82,-83,-74,-76,-81,-100,-81,-100,-100,-100,-87,-100,-100,-89,-100,-71,-73,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-76,-76,-70,-100,-100,-100,-71,-79,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-89,-100,-73,-88,-73,-100,-100,-72,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-67,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-33,-81,-100,-81,-100,-85,-85,-84,-100,-100,-91,-100,-100,-100,-100,-100,-91,-85,-86,-87,-85,-100,-100,-100,-100,-100,-42,-100,-75,-82,-83,-75,-75,-81,-100,-81,-100,-100,-100,-89,-100,-100,-100,-100,-70,-72,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-76,-76,-70,-100,-100,-100,-71,-79,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-89,-100,-73,-100,-73,-100,-82,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-67,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
