38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:19:55:50,38:17:c3:1e:fc:a1,b0:be:76:f8:30:5e,32:f7:72:50:57:3b,38:17:c3:24:58:b0,00:4e:35:df:06:42,00:4e:35:df:06:52,38:17:c3:24:58:b1,38:17:c3:24:58:b2,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:51,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:06:50,80:8d:b7:55:3a:50,64:e5:99:c3:13:3c,68:ff:7b:e4:af:39,68:ff:7b:e4:af:38,70:56:81:c9:91:ab,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:25:f1,38:17:c3:1f:01:81,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:72,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:1f:01:92,38:17:c3:19:d7:70,38:17:c3:19:d7:71,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:1f:01:90,38:17:c3:1f:01:91,44:48:c1:a5:82:22,60:32:b1:3e:1a:b8,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,44:48:c1:a5:82:32,38:17:c3:1e:ff:11,44:48:c1:a5:82:31,44:48:c1:a5:82:30,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1f:01:82,80:8d:b7:55:25:e0,38:17:c3:1f:01:80,44:48:c1:a5:82:21,38:17:c3:19:45:b0,80:8d:b7:55:25:e2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:25:e3,b4:5d:50:e1:92:23,20:a6:cd:50:24:a1,38:17:c3:19:45:b1,72:32:b1:3e:1a:b7,38:17:c3:19:45:b2,44:48:c1:a5:82:20,60:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,66:2a:2f:53:7c:99,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,72:32:b1:3e:1a:b8,20:a6:cd:50:24:b1,b4:5d:50:e1:92:22,00:4e:35:de:e1:10,00:4e:35:de:e1:12,38:17:c3:1f:09:90,00:4e:35:de:e1:11,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,00:4e:35:de:e1:02,b4:5d:50:e1:92:30,38:17:c3:1f:08:50,00:4e:35:de:e1:00,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:e1:01,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:19:71:90,38:17:c3:19:71:92,00:4e:35:de:d7:41,a8:bd:27:4c:bd:30,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:1f:22:30,38:17:c3:19:71:91,38:17:c3:1f:22:31,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:1f:22:32,38:17:c3:1f:08:40,38:17:c3:1f:08:41,00:4e:35:de:d7:43,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,00:4e:35:df:0e:12,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,x,y,label
-67,-67,-68,-100,-100,-65,-65,-66,-100,-60,-100,-100,-62,-63,-100,-100,-63,-63,-63,-100,-100,-100,-63,-73,-100,-85,-100,-100,-86,-79,-88,-88,-100,-84,-100,-85,-84,-84,-85,-100,-100,-100,-100,-83,-82,-83,-77,-100,-78,-78,-78,-100,-100,-100,-100,-100,-73,-73,-100,-88,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-89,-100,-79,-78,-79,-100,-73,-100,-83,-100,-73,-100,-100,-100,-76,-100,-100,-100,-100,-100,-83,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-73,-100,-100,-100,-76,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-71,-70,-70,-100,-100,-72,-72,-72,-100,-57,-100,-100,-63,-63,-100,-100,-62,-62,-63,-100,-100,-100,-64,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-89,-100,-100,-100,-100,-83,-82,-82,-72,-100,-73,-72,-72,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-74,-100,-100,-100,-100,-87,-100,-100,-100,-89,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-100,-80,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-85,-86,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-74,-74,-72,-100,-100,-72,-72,-72,-100,-57,-100,-100,-61,-63,-100,-100,-60,-62,-63,-100,-100,-100,-63,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-87,-85,-100,-100,-100,-100,-85,-84,-85,-73,-100,-73,-73,-73,-100,-100,-100,-100,-100,-73,-72,-100,-86,-100,-74,-100,-73,-100,-100,-87,-100,-100,-100,-89,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-73,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-85,-86,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-66,-66,-65,-100,-100,-69,-69,-69,-100,-61,-100,-100,-61,-61,-100,-100,-60,-60,-61,-100,-100,-100,-61,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-85,-91,-85,-100,-100,-100,-100,-88,-88,-88,-73,-100,-73,-73,-73,-100,-100,-100,-100,-100,-77,-77,-100,-86,-100,-71,-71,-69,-100,-100,-90,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-75,-100,-100,-100,-76,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-84,-83,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-65,-66,-66,-100,-100,-71,-71,-70,-100,-56,-100,-100,-61,-66,-100,-100,-61,-60,-67,-100,-100,-100,-66,-77,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-90,-100,-91,-100,-100,-100,-100,-100,-86,-86,-86,-73,-100,-73,-73,-73,-100,-100,-100,-88,-88,-77,-77,-100,-87,-89,-71,-71,-69,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-77,-100,-100,-100,-75,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-75,-100,-100,-100,-76,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-69,-71,-70,-100,-100,-70,-70,-70,-100,-59,-100,-100,-63,-64,-100,-100,-62,-64,-65,-100,-100,-100,-65,-74,-100,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-84,-84,-85,-100,-100,-100,-86,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-73,-73,-100,-87,-89,-74,-74,-73,-100,-100,-100,-100,-100,-100,-89,-100,-88,-91,-100,-80,-81,-80,-100,-83,-100,-100,-100,-82,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-76,-100,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-78,-83,-82,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-70,-71,-70,-100,-100,-73,-73,-73,-100,-61,-100,-100,-64,-64,-100,-100,-66,-65,-64,-90,-100,-88,-64,-74,-100,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-83,-84,-83,-100,-100,-100,-86,-86,-87,-88,-74,-100,-73,-73,-73,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-74,-73,-73,-100,-100,-100,-100,-100,-100,-90,-100,-88,-91,-100,-80,-81,-79,-100,-83,-100,-100,-100,-82,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-78,-100,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-78,-83,-100,-85,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-68,-70,-67,-100,-100,-69,-69,-69,-100,-50,-100,-100,-64,-67,-100,-100,-64,-64,-67,-91,-100,-100,-67,-78,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-88,-87,-88,-88,-89,-100,-87,-100,-88,-84,-85,-84,-69,-100,-71,-69,-69,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-72,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-83,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-76,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-73,-82,-82,-85,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-72,-72,-71,-100,-100,-68,-68,-69,-100,-48,-100,-100,-64,-63,-100,-100,-65,-65,-64,-100,-100,-100,-63,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-89,-89,-100,-100,-100,-88,-86,-86,-86,-69,-100,-70,-70,-70,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-83,-100,-100,-100,-80,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-91,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-74,-100,-100,-100,-83,-100,-100,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-71,-81,-81,-85,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-68,-72,-67,-100,-100,-71,-70,-71,-100,-52,-100,-100,-64,-63,-100,-100,-65,-61,-61,-100,-100,-100,-61,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-87,-100,-100,-100,-100,-86,-86,-85,-88,-70,-100,-70,-70,-70,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-81,-100,-76,-100,-100,-100,-75,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-80,-91,-100,-100,-100,-100,-100,-100,-100,-76,-78,-100,-76,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-71,-84,-82,-87,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-70,-69,-68,-100,-100,-72,-71,-72,-100,-56,-100,-100,-68,-61,-100,-100,-69,-67,-61,-100,-100,-100,-61,-71,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-86,-85,-85,-85,-70,-100,-70,-71,-70,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-74,-74,-75,-100,-100,-100,-100,-100,-100,-89,-100,-100,-91,-100,-100,-100,-81,-100,-76,-100,-100,-100,-77,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-77,-91,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-78,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-83,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-68,-69,-67,-100,-100,-72,-71,-72,-100,-53,-100,-100,-68,-61,-100,-100,-67,-67,-61,-100,-100,-100,-60,-70,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-88,-88,-88,-100,-100,-100,-100,-84,-85,-85,-70,-100,-72,-70,-70,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-74,-74,-75,-100,-100,-100,-100,-100,-100,-90,-100,-88,-90,-100,-100,-82,-100,-100,-76,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-82,-82,-87,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-68,-100,-68,-100,-100,-72,-71,-72,-100,-55,-100,-100,-67,-63,-100,-100,-68,-67,-62,-100,-100,-100,-64,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-88,-87,-88,-100,-100,-100,-100,-85,-85,-85,-70,-100,-72,-70,-70,-100,-100,-100,-91,-100,-70,-71,-100,-100,-100,-73,-74,-73,-100,-100,-100,-100,-100,-100,-90,-100,-89,-90,-100,-85,-82,-100,-100,-74,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-81,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-82,-82,-90,-89,-87,-88,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-69,-69,-100,-100,-100,-71,-70,-72,-100,-53,-100,-100,-69,-69,-100,-100,-68,-69,-68,-100,-100,-100,-68,-70,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-100,-85,-86,-87,-87,-100,-100,-89,-88,-86,-85,-86,-80,-100,-82,-80,-80,-100,-100,-100,-100,-100,-71,-71,-100,-90,-100,-77,-78,-77,-100,-100,-100,-100,-100,-100,-87,-100,-87,-87,-100,-80,-81,-84,-100,-78,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-70,-79,-80,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-69,-68,-69,-100,-100,-74,-73,-75,-100,-49,-100,-100,-68,-70,-100,-100,-68,-69,-69,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-87,-85,-100,-100,-89,-88,-86,-85,-85,-81,-100,-82,-82,-81,-100,-100,-100,-100,-100,-71,-71,-100,-90,-100,-79,-81,-79,-100,-100,-100,-100,-100,-100,-85,-100,-87,-85,-100,-80,-80,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-78,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-70,-76,-76,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-68,-68,-68,-100,-100,-72,-72,-72,-100,-50,-100,-100,-68,-66,-100,-100,-68,-69,-66,-100,-100,-100,-66,-71,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-85,-86,-85,-85,-88,-85,-86,-100,-86,-85,-85,-81,-100,-100,-82,-81,-100,-100,-100,-100,-100,-71,-71,-100,-90,-100,-79,-74,-79,-100,-100,-100,-100,-100,-100,-85,-100,-86,-85,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-78,-76,-100,-78,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-76,-77,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-68,-69,-68,-100,-100,-72,-72,-73,-100,-50,-100,-100,-68,-62,-100,-100,-67,-67,-61,-100,-100,-100,-62,-71,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-78,-87,-88,-88,-100,-88,-85,-86,-100,-87,-85,-85,-82,-100,-80,-81,-81,-100,-100,-100,-100,-100,-71,-71,-100,-90,-100,-100,-78,-100,-100,-100,-87,-100,-100,-100,-100,-100,-85,-85,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-78,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-71,-77,-77,-84,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-68,-69,-71,-100,-100,-71,-71,-71,-100,-46,-100,-100,-68,-69,-100,-100,-67,-67,-69,-100,-100,-100,-69,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-87,-88,-89,-100,-100,-100,-100,-100,-87,-86,-87,-80,-100,-80,-80,-79,-100,-100,-100,-100,-100,-71,-71,-100,-91,-100,-81,-78,-100,-100,-100,-87,-100,-100,-100,-100,-100,-85,-87,-100,-79,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-100,-79,-100,-100,-100,-75,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-68,-76,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-72,-71,-100,-100,-71,-71,-71,-100,-48,-100,-100,-67,-68,-100,-100,-67,-67,-68,-100,-100,-100,-68,-72,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-89,-100,-100,-88,-86,-87,-82,-100,-82,-81,-81,-100,-100,-100,-100,-100,-71,-71,-100,-91,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-79,-100,-81,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-68,-80,-79,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-70,-70,-71,-100,-100,-72,-73,-72,-100,-63,-100,-100,-69,-73,-100,-100,-70,-70,-73,-100,-100,-100,-73,-79,-100,-100,-100,-100,-88,-85,-87,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-83,-83,-84,-78,-100,-77,-76,-77,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-73,-71,-74,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-81,-100,-81,-100,-84,-100,-81,-100,-100,-100,-79,-100,-100,-100,-100,-100,-85,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-85,-100,-100,-100,-87,-100,-100,-89,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-72,-75,-76,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-70,-68,-69,-100,-100,-72,-73,-72,-100,-56,-100,-100,-69,-68,-100,-100,-70,-66,-68,-100,-100,-100,-68,-78,-100,-100,-100,-100,-88,-85,-87,-88,-86,-86,-85,-100,-100,-89,-100,-100,-100,-100,-100,-83,-82,-83,-80,-100,-81,-80,-80,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-73,-73,-74,-100,-100,-85,-100,-100,-100,-100,-100,-100,-91,-100,-82,-81,-82,-100,-80,-100,-84,-100,-81,-100,-100,-100,-79,-100,-100,-100,-100,-100,-85,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-84,-100,-100,-100,-87,-100,-100,-89,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-71,-75,-74,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-70,-69,-69,-100,-100,-73,-74,-73,-100,-56,-100,-100,-68,-69,-100,-100,-68,-68,-70,-100,-100,-100,-70,-75,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-85,-90,-100,-90,-100,-100,-100,-100,-100,-84,-85,-85,-80,-100,-83,-79,-79,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-84,-85,-83,-100,-83,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-72,-75,-75,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-70,-70,-71,-100,-100,-72,-73,-72,-100,-52,-100,-100,-71,-70,-100,-100,-69,-68,-70,-100,-100,-100,-70,-76,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-89,-88,-88,-87,-81,-100,-82,-81,-81,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-83,-100,-83,-100,-100,-100,-83,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-80,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-72,-75,-75,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-70,-70,-74,-100,-100,-73,-73,-73,-100,-57,-100,-100,-71,-71,-100,-100,-71,-72,-71,-100,-100,-100,-71,-76,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-88,-90,-79,-100,-80,-80,-77,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-100,-78,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-69,-69,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
