72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,44:48:c1:91:d0:04,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:42,b4:5d:50:e1:96:40,9c:d6:43:60:92:e0,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c0,44:48:c1:91:d0:02,44:48:c1:91:d0:01,44:48:c1:91:d0:12,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c1,44:48:c1:91:d0:00,38:17:c3:1f:14:02,44:48:c1:91:d0:10,44:48:c1:91:d0:11,38:17:c3:1f:14:01,38:17:c3:1f:14:00,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,44:48:c1:91:95:a3,20:a6:cd:42:0a:d2,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:1f:09:82,b4:5d:50:e1:96:50,38:17:c3:1f:14:11,44:48:c1:91:95:a2,44:48:c1:91:95:b1,a8:bd:27:4c:aa:82,38:17:c3:1f:14:12,38:17:c3:1f:14:10,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:1f:09:93,38:17:c3:24:47:50,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:45:b0,b4:5d:50:e1:96:41,38:17:c3:1f:09:81,38:17:c3:1f:09:80,a8:bd:27:4c:aa:80,38:17:c3:19:45:a1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,a8:bd:27:4c:aa:81,72:32:b1:3e:1a:b7,38:17:c3:1f:19:c0,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,44:48:c1:91:aa:20,44:48:c1:91:aa:22,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:35:03,80:8d:b7:55:35:10,66:2a:2f:53:7c:99,80:8d:b7:55:25:e2,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:51,80:8d:b7:55:3a:42,80:8d:b7:55:35:00,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,38:17:c3:19:71:90,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,38:17:c3:19:71:81,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c2,80:8d:b7:55:29:d1,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,label
-100,-100,-100,-100,-100,-100,-70,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-56,-100,-100,-100,-100,-56,-56,-100,-100,-75,-100,-100,-56,-57,-56,-100,-75,-75,-75,-76,-80,-81,-100,-100,-81,-81,-86,-100,-100,-100,-81,-78,-79,-79,-82,-79,-78,-87,-100,-84,-82,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-88,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-56,-100,-100,-100,-100,-56,-56,-100,-100,-78,-100,-100,-56,-57,-56,-100,-75,-75,-75,-76,-80,-80,-77,-78,-83,-79,-85,-77,-85,-79,-81,-100,-79,-79,-82,-100,-78,-89,-100,-84,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-54,-100,-100,-100,-100,-52,-53,-100,-100,-100,-100,-100,-55,-55,-55,-100,-81,-100,-81,-81,-88,-83,-100,-100,-79,-88,-100,-100,-87,-88,-86,-82,-82,-100,-74,-82,-83,-85,-100,-100,-74,-75,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-90,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-53,-100,-100,-100,-100,-52,-53,-100,-100,-76,-100,-100,-56,-56,-56,-100,-81,-81,-81,-80,-87,-83,-78,-78,-79,-86,-100,-76,-84,-87,-86,-81,-81,-83,-74,-81,-82,-85,-100,-100,-74,-75,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-90,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-54,-100,-100,-100,-100,-53,-53,-100,-100,-76,-100,-100,-56,-57,-57,-100,-80,-81,-80,-80,-87,-83,-78,-78,-80,-87,-100,-76,-100,-87,-87,-82,-82,-83,-74,-82,-82,-84,-100,-100,-74,-75,-80,-100,-80,-81,-100,-100,-100,-100,-85,-84,-100,-90,-85,-90,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-91,-89,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-54,-100,-100,-100,-100,-53,-53,-100,-100,-76,-100,-100,-56,-56,-57,-100,-80,-80,-80,-80,-87,-83,-100,-100,-80,-87,-100,-100,-100,-87,-86,-82,-81,-83,-75,-82,-83,-84,-100,-100,-76,-76,-78,-100,-80,-80,-100,-100,-100,-100,-85,-84,-100,-90,-85,-90,-100,-100,-92,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-54,-100,-100,-100,-100,-53,-53,-100,-100,-76,-100,-100,-56,-56,-56,-100,-80,-81,-80,-81,-86,-82,-100,-77,-80,-87,-100,-78,-89,-86,-87,-83,-82,-82,-75,-83,-81,-88,-100,-100,-75,-75,-78,-100,-80,-80,-83,-100,-100,-100,-83,-86,-83,-100,-100,-100,-83,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-53,-100,-100,-100,-100,-53,-53,-100,-100,-75,-100,-100,-55,-55,-55,-100,-80,-81,-82,-82,-86,-82,-100,-77,-81,-87,-100,-78,-100,-86,-87,-83,-81,-82,-75,-81,-82,-85,-100,-100,-75,-75,-79,-100,-78,-79,-83,-100,-100,-100,-83,-86,-83,-100,-100,-100,-83,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-77,-100,-100,-71,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-58,-100,-100,-100,-100,-59,-59,-100,-100,-78,-100,-100,-60,-60,-61,-100,-79,-100,-79,-100,-90,-78,-100,-100,-100,-89,-87,-100,-100,-92,-90,-80,-80,-78,-82,-80,-79,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-77,-100,-100,-72,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-72,-89,-100,-100,-100,-61,-60,-100,-100,-78,-100,-100,-58,-58,-59,-100,-81,-81,-80,-81,-86,-75,-77,-77,-77,-88,-87,-74,-84,-88,-85,-79,-79,-76,-78,-80,-76,-100,-91,-91,-78,-78,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-80,-80,-80,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-62,-89,-100,-100,-100,-60,-60,-100,-100,-75,-100,-100,-58,-58,-59,-100,-81,-81,-80,-81,-87,-78,-78,-77,-78,-88,-86,-78,-89,-88,-86,-78,-79,-78,-78,-80,-77,-90,-100,-91,-79,-79,-84,-100,-83,-83,-83,-100,-100,-100,-100,-89,-100,-88,-100,-87,-100,-100,-100,-100,-100,-88,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-80,-80,-80,-74,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-60,-100,-100,-100,-100,-60,-66,-100,-100,-75,-100,-100,-59,-58,-59,-100,-80,-80,-80,-81,-86,-78,-78,-78,-78,-88,-86,-78,-82,-88,-86,-81,-79,-77,-78,-80,-77,-90,-100,-100,-79,-79,-83,-100,-82,-82,-100,-100,-100,-85,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-79,-100,-100,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-57,-100,-60,-100,-100,-100,-100,-60,-62,-100,-100,-76,-100,-100,-60,-59,-59,-100,-80,-80,-80,-79,-86,-82,-100,-78,-79,-86,-87,-78,-82,-87,-86,-81,-81,-81,-100,-81,-81,-90,-100,-100,-100,-100,-82,-100,-82,-82,-84,-100,-100,-85,-100,-100,-100,-86,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-79,-100,-100,-69,-69,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-85,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-51,-100,-60,-100,-100,-100,-100,-59,-60,-100,-100,-76,-100,-100,-59,-59,-59,-100,-80,-81,-80,-80,-86,-82,-100,-78,-76,-86,-89,-78,-84,-87,-85,-79,-78,-81,-80,-79,-81,-85,-100,-100,-79,-80,-82,-100,-82,-82,-84,-79,-79,-79,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-80,-80,-100,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-55,-100,-100,-100,-100,-56,-55,-100,-100,-78,-100,-100,-57,-57,-57,-100,-82,-82,-82,-83,-86,-86,-74,-74,-79,-86,-88,-74,-82,-87,-87,-84,-85,-86,-83,-84,-87,-85,-100,-100,-85,-84,-100,-100,-100,-100,-100,-78,-78,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-80,-80,-74,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-55,-100,-100,-100,-100,-55,-55,-100,-100,-78,-100,-100,-56,-55,-56,-100,-84,-84,-83,-84,-86,-86,-74,-74,-79,-87,-88,-74,-82,-87,-87,-84,-85,-86,-83,-84,-86,-85,-100,-88,-85,-84,-80,-100,-80,-81,-81,-78,-78,-76,-86,-100,-82,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-80,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-55,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-55,-55,-56,-100,-83,-83,-83,-83,-86,-86,-100,-100,-79,-86,-87,-100,-84,-87,-87,-83,-84,-86,-100,-83,-86,-87,-100,-88,-100,-100,-78,-100,-79,-78,-84,-100,-78,-76,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-56,-100,-100,-100,-100,-56,-56,-100,-100,-78,-100,-100,-56,-56,-56,-100,-83,-84,-84,-83,-86,-84,-100,-100,-79,-86,-87,-100,-100,-87,-87,-84,-84,-84,-100,-83,-83,-86,-100,-100,-100,-81,-78,-100,-79,-78,-84,-100,-78,-100,-100,-100,-83,-100,-100,-100,-84,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-56,-100,-100,-100,-100,-56,-57,-100,-100,-78,-100,-100,-54,-56,-54,-100,-84,-84,-84,-83,-88,-84,-100,-100,-79,-88,-87,-100,-83,-86,-88,-84,-84,-84,-100,-83,-83,-84,-100,-100,-100,-81,-77,-100,-77,-77,-84,-77,-100,-79,-87,-100,-84,-91,-86,-100,-84,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-56,-100,-100,-100,-100,-56,-57,-100,-100,-81,-100,-100,-57,-56,-55,-100,-84,-84,-84,-83,-87,-84,-80,-79,-80,-88,-87,-78,-83,-86,-88,-84,-83,-85,-100,-85,-84,-84,-100,-100,-87,-100,-77,-100,-77,-77,-84,-78,-79,-79,-87,-100,-84,-91,-87,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-70,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-59,-100,-100,-100,-100,-59,-59,-100,-100,-76,-100,-100,-59,-59,-60,-100,-80,-81,-80,-81,-84,-87,-100,-75,-79,-85,-91,-100,-100,-85,-84,-83,-100,-85,-100,-100,-86,-100,-100,-100,-100,-100,-80,-100,-80,-80,-100,-100,-79,-78,-100,-100,-100,-89,-100,-90,-100,-100,-93,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-59,-100,-100,-100,-100,-59,-59,-100,-100,-76,-100,-100,-55,-55,-56,-100,-78,-78,-78,-78,-83,-87,-78,-76,-79,-82,-91,-78,-100,-83,-82,-80,-84,-86,-82,-100,-86,-87,-92,-100,-81,-100,-80,-100,-80,-80,-79,-79,-79,-79,-100,-100,-78,-89,-100,-90,-77,-100,-93,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-88,-100,-100,-72,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-58,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-100,-57,-57,-57,-100,-79,-78,-78,-78,-83,-82,-78,-76,-79,-83,-89,-78,-90,-83,-82,-81,-83,-82,-85,-100,-82,-87,-92,-100,-81,-100,-100,-100,-100,-100,-79,-81,-82,-79,-86,-87,-78,-85,-87,-85,-77,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
