ea:9e:b4:53:24:54,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:12,80:8d:b7:55:35:03,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:00,38:17:c3:1f:01:82,b0:be:76:f8:30:5e,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:25:e1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d2,38:17:c3:19:d7:62,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,38:17:c3:19:d7:71,38:17:c3:19:d7:70,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,00:4e:35:df:06:40,38:17:c3:1e:ff:01,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:22,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1e:ff:12,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1e:ff:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:80,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:1f:01:90,44:48:c1:a5:82:21,44:48:c1:a5:82:20,00:4e:35:df:06:41,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1f:01:81,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,b4:5d:50:e1:92:23,38:17:c3:19:45:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,72:32:b1:3e:1a:b7,00:4e:35:de:e1:12,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:45:b2,38:17:c3:19:55:50,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,00:4e:35:de:e1:02,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:31,38:17:c3:19:55:52,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:10,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:19:55:51,44:48:c1:91:95:b1,44:48:c1:91:95:b0,b4:5d:50:e1:92:20,00:4e:35:de:e1:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:08:52,38:17:c3:19:71:92,00:4e:35:df:0e:10,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:19:71:81,00:4e:35:de:d7:43,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-48,-49,-60,-60,-60,-70,-68,-69,-70,-69,-72,-73,-78,-72,-72,-76,-73,-76,-78,-73,-73,-75,-82,-83,-100,-80,-80,-75,-80,-75,-100,-100,-80,-79,-74,-75,-100,-82,-100,-79,-83,-83,-83,-87,-87,-83,-83,-100,-100,-83,-55,-55,-55,-73,-75,-75,-75,-80,-79,-100,-100,-80,-100,-100,-87,-73,-78,-100,-100,-100,-100,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-48,-36,-60,-60,-60,-69,-70,-69,-69,-69,-72,-73,-71,-72,-74,-76,-100,-76,-100,-73,-74,-75,-82,-80,-100,-80,-80,-100,-80,-75,-100,-100,-80,-80,-76,-75,-100,-83,-100,-79,-83,-83,-83,-100,-100,-100,-84,-87,-100,-83,-55,-55,-55,-72,-75,-75,-75,-79,-80,-100,-100,-81,-84,-85,-88,-100,-100,-100,-100,-100,-100,-82,-100,-100,-87,-100,-86,-81,-81,-83,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-60,-45,-60,-59,-60,-69,-72,-70,-68,-69,-70,-100,-100,-71,-71,-75,-73,-76,-100,-74,-73,-76,-81,-81,-82,-79,-77,-77,-79,-75,-100,-100,-100,-100,-76,-74,-100,-80,-100,-100,-80,-80,-86,-89,-89,-100,-86,-100,-89,-86,-100,-100,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-75,-73,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-54,-41,-60,-60,-61,-69,-71,-70,-70,-70,-69,-100,-84,-70,-71,-75,-75,-76,-72,-74,-74,-75,-80,-81,-80,-77,-77,-74,-77,-74,-100,-100,-81,-81,-75,-74,-100,-81,-100,-81,-82,-81,-86,-85,-87,-86,-87,-100,-89,-87,-56,-56,-55,-100,-79,-79,-79,-81,-81,-100,-100,-100,-83,-100,-100,-75,-73,-72,-100,-100,-100,-81,-72,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-55,-37,-60,-60,-61,-66,-73,-66,-67,-66,-71,-100,-79,-72,-71,-75,-75,-76,-72,-72,-73,-75,-82,-79,-80,-76,-77,-74,-76,-74,-100,-100,-82,-84,-74,-75,-100,-83,-100,-81,-84,-84,-86,-87,-88,-87,-87,-100,-100,-87,-55,-54,-55,-100,-82,-81,-81,-81,-81,-100,-100,-84,-83,-100,-100,-100,-73,-72,-100,-92,-100,-81,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-53,-39,-64,-64,-64,-66,-72,-66,-66,-66,-71,-100,-78,-72,-71,-75,-75,-75,-74,-73,-74,-74,-82,-82,-83,-77,-77,-74,-78,-74,-100,-100,-82,-83,-74,-75,-100,-83,-100,-82,-83,-82,-86,-86,-85,-86,-88,-100,-100,-87,-55,-55,-55,-100,-80,-80,-79,-83,-83,-100,-89,-84,-83,-83,-100,-76,-100,-72,-100,-92,-100,-81,-73,-86,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-52,-37,-60,-61,-61,-66,-71,-67,-67,-67,-73,-75,-78,-73,-73,-75,-75,-75,-74,-73,-74,-74,-82,-100,-83,-77,-77,-74,-78,-74,-100,-100,-79,-80,-73,-73,-100,-84,-100,-82,-83,-83,-86,-87,-87,-86,-88,-100,-100,-87,-55,-55,-55,-100,-78,-79,-79,-83,-83,-100,-89,-81,-83,-83,-100,-76,-100,-72,-100,-100,-100,-81,-73,-86,-100,-100,-100,-82,-82,-82,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-51,-41,-64,-64,-63,-65,-70,-66,-66,-65,-73,-73,-79,-71,-71,-74,-75,-75,-73,-73,-74,-74,-79,-100,-79,-77,-77,-74,-77,-75,-100,-100,-81,-82,-74,-74,-100,-84,-100,-80,-84,-84,-85,-87,-87,-88,-86,-100,-100,-85,-54,-53,-54,-100,-79,-78,-79,-81,-100,-100,-88,-82,-83,-100,-100,-73,-74,-73,-100,-100,-100,-79,-74,-100,-88,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-55,-48,-62,-62,-63,-70,-69,-69,-69,-70,-72,-75,-77,-72,-73,-77,-74,-77,-100,-73,-74,-76,-77,-78,-100,-74,-74,-80,-74,-77,-100,-84,-81,-81,-81,-82,-85,-83,-85,-100,-82,-82,-81,-87,-100,-100,-81,-100,-100,-81,-61,-61,-60,-75,-77,-78,-77,-78,-100,-90,-88,-80,-90,-100,-100,-75,-100,-100,-100,-91,-89,-79,-76,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-55,-40,-59,-59,-59,-67,-68,-65,-65,-67,-72,-75,-79,-72,-72,-79,-73,-79,-100,-73,-72,-79,-100,-77,-100,-74,-74,-80,-74,-80,-100,-84,-80,-81,-80,-81,-85,-100,-84,-100,-100,-100,-81,-87,-100,-100,-81,-100,-100,-83,-60,-60,-59,-75,-78,-79,-79,-80,-79,-90,-100,-80,-100,-100,-87,-75,-100,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-62,-38,-57,-58,-58,-68,-72,-69,-68,-69,-74,-100,-79,-74,-74,-78,-73,-77,-76,-73,-73,-79,-79,-100,-80,-74,-74,-77,-74,-80,-100,-100,-80,-81,-77,-77,-100,-84,-84,-79,-83,-85,-80,-87,-90,-89,-81,-100,-89,-80,-60,-60,-59,-100,-77,-77,-77,-80,-79,-100,-100,-80,-100,-100,-87,-100,-77,-77,-100,-90,-100,-80,-76,-100,-100,-100,-100,-79,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-59,-38,-57,-58,-58,-70,-74,-69,-68,-69,-74,-73,-79,-74,-74,-78,-72,-79,-76,-72,-73,-79,-80,-84,-79,-74,-73,-75,-73,-76,-100,-100,-82,-81,-76,-76,-100,-83,-100,-80,-82,-83,-80,-86,-90,-89,-80,-100,-89,-80,-59,-59,-59,-72,-79,-77,-77,-80,-100,-100,-100,-81,-85,-100,-87,-73,-77,-77,-91,-89,-91,-80,-76,-100,-100,-100,-100,-79,-78,-79,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-59,-42,-57,-58,-59,-65,-70,-65,-64,-65,-72,-73,-79,-71,-72,-78,-72,-78,-78,-72,-100,-78,-80,-79,-79,-74,-73,-77,-73,-76,-100,-100,-82,-81,-76,-76,-100,-83,-100,-79,-82,-83,-80,-86,-100,-100,-81,-100,-100,-81,-60,-59,-60,-72,-78,-78,-78,-77,-79,-100,-100,-81,-85,-100,-87,-73,-78,-100,-89,-91,-91,-79,-100,-100,-89,-100,-87,-100,-100,-100,-91,-100,-90,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-61,-49,-58,-58,-58,-68,-73,-67,-67,-68,-72,-75,-80,-74,-76,-77,-73,-78,-76,-73,-73,-77,-81,-79,-81,-74,-74,-77,-74,-78,-100,-100,-81,-81,-77,-79,-100,-83,-100,-79,-85,-84,-80,-87,-100,-100,-80,-100,-100,-80,-60,-59,-60,-100,-77,-76,-76,-79,-79,-100,-100,-81,-100,-88,-90,-100,-76,-76,-89,-91,-89,-80,-100,-100,-89,-100,-87,-100,-100,-100,-91,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-50,-54,-66,-66,-67,-64,-71,-65,-64,-65,-76,-100,-73,-75,-76,-74,-68,-74,-100,-68,-69,-74,-79,-81,-79,-78,-76,-80,-77,-79,-85,-82,-77,-77,-79,-79,-100,-79,-100,-79,-77,-78,-87,-100,-86,-86,-86,-100,-88,-87,-60,-61,-60,-100,-83,-84,-83,-79,-78,-88,-100,-100,-100,-100,-93,-100,-74,-100,-88,-88,-87,-79,-100,-100,-100,-100,-100,-74,-74,-74,-91,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-51,-47,-64,-64,-64,-63,-70,-64,-63,-64,-74,-100,-73,-74,-74,-73,-67,-74,-100,-68,-68,-74,-79,-83,-79,-77,-76,-80,-77,-79,-85,-82,-77,-76,-77,-79,-100,-78,-100,-79,-77,-77,-87,-84,-85,-86,-87,-100,-88,-87,-59,-57,-57,-100,-81,-81,-82,-79,-78,-88,-89,-78,-80,-100,-90,-100,-74,-100,-87,-88,-86,-80,-75,-85,-100,-100,-100,-74,-74,-74,-91,-100,-100,-100,-100,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-49,-39,-68,-68,-68,-63,-69,-63,-63,-63,-74,-100,-71,-74,-74,-73,-67,-74,-100,-68,-68,-74,-100,-100,-100,-74,-75,-77,-74,-78,-100,-83,-73,-73,-77,-78,-100,-78,-82,-100,-79,-79,-87,-87,-85,-85,-85,-100,-100,-84,-60,-60,-60,-76,-82,-82,-82,-79,-100,-85,-89,-74,-80,-100,-90,-100,-100,-100,-87,-88,-86,-80,-75,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-48,-38,-67,-68,-68,-63,-69,-63,-63,-63,-74,-100,-73,-74,-74,-74,-68,-82,-100,-68,-69,-74,-100,-86,-79,-76,-76,-76,-75,-78,-100,-83,-75,-75,-78,-78,-100,-77,-82,-77,-77,-77,-86,-87,-100,-85,-85,-100,-87,-86,-60,-59,-59,-76,-81,-82,-82,-77,-76,-85,-100,-76,-100,-100,-100,-100,-100,-100,-87,-88,-86,-80,-73,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-54,-39,-67,-66,-67,-61,-69,-61,-62,-61,-100,-100,-74,-72,-100,-74,-68,-76,-100,-70,-69,-74,-79,-83,-79,-76,-76,-76,-75,-78,-100,-100,-75,-75,-78,-78,-100,-77,-100,-77,-75,-76,-85,-84,-83,-85,-86,-100,-87,-86,-59,-59,-58,-100,-81,-81,-81,-77,-76,-100,-100,-74,-100,-100,-100,-100,-100,-100,-87,-87,-86,-80,-73,-100,-100,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-53,-40,-67,-67,-67,-61,-72,-62,-62,-62,-74,-83,-75,-73,-73,-74,-68,-76,-100,-70,-69,-75,-79,-82,-79,-76,-76,-100,-75,-100,-100,-76,-75,-75,-100,-100,-100,-76,-78,-77,-75,-76,-85,-86,-83,-86,-85,-100,-100,-86,-59,-57,-58,-82,-82,-81,-81,-100,-77,-100,-100,-75,-100,-100,-100,-81,-100,-77,-87,-87,-86,-80,-75,-100,-100,-100,-100,-100,-73,-100,-100,-89,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-57,-47,-67,-66,-66,-75,-69,-74,-75,-76,-78,-77,-83,-77,-78,-75,-70,-76,-100,-71,-100,-75,-100,-82,-100,-74,-73,-74,-74,-72,-100,-86,-79,-77,-73,-74,-85,-80,-83,-70,-80,-80,-85,-84,-84,-84,-84,-78,-83,-84,-63,-64,-65,-100,-85,-85,-85,-71,-72,-83,-86,-77,-79,-79,-100,-75,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
-53,-42,-63,-64,-64,-72,-68,-72,-71,-73,-75,-75,-79,-76,-75,-79,-70,-80,-100,-70,-70,-79,-78,-100,-100,-74,-74,-73,-74,-73,-84,-86,-79,-79,-73,-74,-85,-80,-83,-71,-79,-78,-83,-83,-84,-84,-83,-78,-83,-84,-64,-64,-65,-75,-83,-82,-81,-71,-72,-83,-84,-78,-79,-79,-92,-73,-100,-100,-87,-86,-89,-100,-77,-100,-91,-100,-100,-72,-74,-100,-100,-89,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
-56,-38,-63,-64,-63,-72,-68,-72,-72,-73,-75,-77,-78,-76,-75,-78,-71,-78,-100,-71,-71,-77,-78,-85,-100,-74,-74,-73,-74,-73,-84,-100,-79,-79,-73,-74,-87,-78,-100,-71,-78,-78,-82,-82,-84,-83,-82,-100,-83,-82,-64,-65,-65,-75,-82,-82,-81,-71,-72,-83,-84,-80,-100,-100,-92,-76,-100,-100,-86,-87,-89,-100,-77,-100,-91,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
