ea:9e:b4:53:24:54,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,80:8d:b7:55:39:c2,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:35:01,80:8d:b7:55:39:c1,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1f:01:81,80:8d:b7:55:39:d0,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f2,38:17:c3:19:d7:61,80:8d:b7:55:25:f0,44:48:c1:a5:82:32,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:19:d7:60,38:17:c3:1f:01:90,44:48:c1:a5:82:31,44:48:c1:a5:82:30,00:4e:35:df:06:50,38:17:c3:1e:ff:01,00:4e:35:df:06:52,38:17:c3:1e:ff:10,80:8d:b7:55:39:c0,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,38:17:c3:1e:ff:02,44:48:c1:a5:82:21,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,38:17:c3:1e:ff:11,00:4e:35:df:06:51,38:17:c3:1e:ff:12,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,44:48:c1:a5:82:22,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,b4:5d:50:e1:92:23,80:8d:b7:55:25:e2,38:17:c3:1f:01:80,80:8d:b7:55:3a:41,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,60:32:b1:3e:1a:b8,38:17:c3:19:45:b0,38:17:c3:19:45:b1,20:a6:cd:50:24:a0,72:32:b1:3e:1a:b7,38:17:c3:1f:01:82,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,00:4e:35:df:06:40,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:21,68:ff:7b:e4:af:38,60:32:b1:3e:1a:b7,38:17:c3:19:55:50,38:17:c3:19:45:b2,38:17:c3:1f:22:30,38:17:c3:1f:22:32,00:4e:35:de:e1:12,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:de:e1:00,b4:5d:50:e1:92:20,b4:5d:50:e1:92:33,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,00:4e:35:de:e1:01,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:19:55:42,00:4e:35:de:e1:02,68:ff:7b:e4:af:39,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,38:17:c3:19:71:90,38:17:c3:19:71:82,00:4e:35:de:d7:50,38:17:c3:1f:22:31,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:1f:08:50,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:43,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:22:21,a8:bd:27:4c:bd:22,38:17:c3:19:71:80,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,x,y,label
-100,-36,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-88,-88,-87,-100,-79,-84,-45,-79,-79,-100,-79,-100,-78,-79,-100,-100,-100,-100,-100,-78,-82,-100,-100,-100,-100,-82,-83,-65,-100,-65,-100,-79,-84,-100,-73,-73,-74,-100,-81,-100,-100,-100,-65,-100,-75,-100,-81,-100,-100,-100,-100,-100,-100,-74,-100,-82,-100,-74,-100,-100,-100,-100,-100,-100,-65,-65,-100,-66,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-75,-76,-76,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-71,-100,-100,-74,-82,-81,-83,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-79,-45,-100,-100,-100,-86,-87,-88,-100,-100,-100,-87,-86,-88,-87,-100,-100,-86,-45,-80,-80,-100,-80,-100,-81,-81,-91,-100,-100,-81,-100,-81,-82,-100,-100,-100,-100,-81,-82,-63,-100,-64,-100,-100,-83,-100,-72,-72,-72,-100,-81,-100,-100,-100,-63,-100,-75,-100,-80,-100,-100,-100,-100,-100,-100,-74,-100,-81,-87,-74,-100,-100,-100,-100,-100,-100,-65,-65,-100,-66,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-75,-75,-75,-74,-82,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-72,-100,-100,-74,-84,-85,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-100,-40,-86,-85,-85,-84,-86,-87,-100,-100,-84,-89,-89,-90,-88,-100,-100,-100,-42,-87,-86,-100,-84,-100,-80,-82,-100,-100,-100,-80,-100,-78,-89,-100,-100,-100,-100,-88,-90,-65,-100,-66,-100,-100,-100,-100,-73,-72,-72,-100,-100,-100,-100,-100,-65,-100,-76,-100,-100,-100,-100,-100,-100,-78,-100,-75,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-69,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-77,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-40,-86,-85,-85,-84,-85,-84,-100,-100,-84,-85,-85,-86,-85,-100,-100,-100,-42,-80,-79,-100,-80,-100,-83,-84,-100,-100,-100,-83,-100,-83,-89,-100,-100,-100,-100,-87,-86,-66,-100,-66,-100,-100,-100,-100,-75,-76,-75,-100,-100,-100,-100,-100,-66,-100,-73,-84,-100,-100,-100,-100,-100,-78,-100,-73,-100,-100,-83,-73,-100,-100,-100,-100,-100,-100,-66,-65,-100,-66,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-78,-77,-77,-74,-73,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-70,-82,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-70,-100,-70,-71,-79,-79,-79,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-35,-100,-100,-85,-84,-85,-84,-100,-100,-100,-85,-85,-86,-86,-100,-81,-100,-42,-81,-80,-100,-80,-100,-81,-80,-100,-100,-100,-83,-100,-80,-86,-100,-100,-100,-100,-87,-86,-66,-100,-66,-100,-100,-100,-100,-74,-75,-75,-100,-100,-100,-100,-100,-66,-100,-73,-84,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-83,-73,-100,-100,-100,-100,-100,-100,-66,-67,-100,-66,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-84,-84,-84,-73,-73,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-67,-81,-100,-100,-100,-100,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-70,-100,-70,-71,-78,-77,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-82,-33,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-89,-87,-87,-100,-81,-100,-43,-81,-81,-100,-80,-100,-77,-76,-100,-100,-100,-75,-100,-76,-86,-100,-100,-100,-100,-87,-87,-65,-100,-65,-100,-82,-81,-100,-73,-74,-75,-100,-100,-100,-100,-100,-65,-100,-75,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-76,-100,-100,-100,-100,-100,-100,-66,-66,-100,-66,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-80,-80,-80,-73,-73,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-67,-81,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-70,-100,-100,-100,-78,-77,-79,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-75,-34,-100,-100,-100,-85,-85,-84,-100,-100,-86,-86,-87,-86,-87,-100,-81,-100,-43,-81,-81,-100,-81,-100,-76,-76,-100,-100,-100,-74,-100,-74,-87,-100,-100,-100,-100,-88,-88,-66,-100,-66,-100,-82,-81,-100,-73,-73,-73,-100,-100,-100,-100,-100,-66,-100,-75,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-76,-100,-100,-100,-100,-100,-100,-65,-64,-100,-66,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-79,-78,-80,-73,-73,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-70,-83,-100,-100,-100,-100,-100,-100,-100,-100,-68,-70,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-72,-100,-72,-100,-78,-78,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-34,-100,-100,-100,-85,-85,-86,-100,-100,-100,-86,-86,-86,-87,-100,-100,-100,-43,-81,-81,-100,-81,-100,-75,-76,-100,-100,-100,-75,-100,-74,-85,-100,-100,-100,-100,-85,-88,-65,-100,-66,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-80,-77,-75,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-70,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-72,-100,-72,-73,-77,-77,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-74,-36,-100,-100,-100,-86,-100,-86,-100,-100,-100,-91,-100,-100,-91,-100,-100,-100,-48,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-79,-100,-79,-88,-100,-100,-100,-100,-87,-89,-70,-100,-70,-100,-100,-100,-100,-74,-75,-75,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-84,-84,-100,-77,-77,-83,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-67,-77,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-37,-100,-100,-83,-86,-100,-86,-100,-100,-87,-89,-100,-88,-89,-100,-100,-100,-51,-82,-82,-100,-82,-100,-79,-79,-100,-100,-100,-79,-100,-79,-88,-100,-100,-100,-100,-87,-88,-70,-100,-70,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-70,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-77,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-70,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-84,-86,-84,-77,-76,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-68,-67,-77,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-80,-39,-100,-100,-83,-100,-100,-100,-100,-100,-87,-89,-100,-88,-89,-100,-100,-100,-51,-81,-80,-100,-82,-100,-78,-76,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-89,-70,-100,-70,-100,-100,-100,-100,-75,-74,-76,-100,-85,-100,-100,-100,-70,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-77,-100,-84,-100,-79,-100,-100,-100,-100,-100,-100,-70,-71,-100,-70,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-84,-85,-84,-75,-76,-82,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-66,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-86,-87,-100,-100,-100,-50,-82,-82,-100,-82,-100,-79,-80,-100,-100,-100,-79,-100,-79,-86,-100,-100,-100,-100,-100,-88,-73,-100,-73,-100,-100,-100,-100,-76,-75,-76,-100,-85,-100,-100,-100,-72,-100,-77,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-70,-70,-100,-71,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-84,-85,-84,-75,-76,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-66,-100,-67,-66,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-78,-43,-100,-100,-85,-87,-87,-100,-100,-100,-100,-100,-87,-86,-87,-100,-100,-100,-51,-84,-84,-100,-84,-100,-80,-81,-100,-100,-100,-81,-100,-80,-86,-100,-100,-100,-100,-86,-87,-73,-100,-74,-100,-100,-79,-100,-77,-76,-79,-100,-83,-100,-100,-100,-74,-100,-80,-83,-85,-100,-100,-100,-100,-83,-100,-81,-100,-86,-83,-79,-100,-100,-100,-100,-100,-100,-71,-71,-100,-71,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-84,-83,-84,-75,-74,-80,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-69,-100,-68,-69,-76,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-40,-100,-100,-85,-87,-87,-85,-100,-100,-100,-85,-86,-85,-86,-87,-100,-100,-55,-84,-84,-100,-86,-100,-79,-79,-100,-100,-100,-78,-100,-79,-89,-100,-100,-100,-100,-87,-87,-69,-100,-69,-100,-100,-80,-100,-77,-76,-79,-100,-83,-100,-100,-100,-69,-100,-80,-84,-87,-100,-100,-100,-100,-83,-100,-81,-100,-85,-83,-79,-100,-100,-100,-100,-100,-100,-71,-71,-100,-71,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-84,-86,-85,-75,-75,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-68,-100,-68,-69,-100,-75,-75,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-80,-30,-100,-100,-100,-100,-91,-100,-100,-100,-85,-88,-86,-86,-88,-100,-100,-100,-48,-84,-83,-100,-83,-100,-80,-81,-100,-100,-100,-81,-100,-80,-89,-100,-100,-100,-100,-89,-88,-68,-100,-68,-100,-100,-100,-100,-75,-76,-77,-100,-100,-100,-100,-100,-68,-100,-79,-83,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-84,-79,-100,-100,-100,-100,-100,-100,-68,-68,-100,-71,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-82,-83,-85,-79,-78,-82,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-67,-68,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-81,-31,-100,-100,-100,-100,-89,-87,-100,-100,-89,-91,-86,-86,-88,-100,-100,-100,-47,-84,-83,-100,-83,-100,-78,-79,-100,-100,-100,-78,-100,-79,-89,-100,-100,-100,-100,-89,-90,-68,-100,-68,-100,-100,-80,-100,-75,-76,-77,-100,-100,-100,-100,-100,-68,-100,-76,-83,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-84,-76,-100,-100,-100,-100,-100,-100,-69,-69,-100,-69,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-86,-83,-84,-76,-75,-82,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-70,-69,-71,-70,-70,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-31,-100,-100,-100,-100,-89,-87,-100,-100,-89,-91,-100,-100,-88,-100,-100,-100,-46,-82,-82,-100,-81,-100,-78,-79,-100,-100,-100,-78,-100,-79,-88,-100,-100,-100,-100,-88,-88,-70,-100,-69,-100,-100,-80,-100,-81,-80,-81,-100,-100,-100,-100,-100,-70,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-68,-69,-100,-69,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-83,-100,-84,-77,-78,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-70,-69,-71,-70,-70,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-82,-33,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-47,-84,-84,-100,-83,-100,-80,-80,-100,-100,-100,-81,-100,-81,-88,-100,-100,-100,-100,-88,-88,-70,-100,-71,-100,-100,-100,-100,-80,-80,-78,-100,-100,-100,-100,-100,-70,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-68,-67,-100,-68,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-83,-81,-83,-79,-78,-80,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-72,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-34,-100,-80,-100,-88,-87,-100,-82,-100,-100,-87,-100,-100,-90,-100,-82,-100,-45,-84,-84,-100,-83,-100,-79,-79,-100,-100,-100,-79,-100,-79,-89,-100,-100,-100,-100,-89,-88,-70,-100,-69,-100,-84,-79,-100,-78,-79,-78,-100,-100,-100,-100,-100,-69,-100,-76,-82,-100,-100,-100,-100,-100,-84,-100,-76,-100,-100,-83,-78,-100,-100,-100,-100,-100,-100,-71,-70,-100,-71,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-87,-87,-87,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-76,-100,-84,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-69,-70,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-34,-83,-80,-100,-85,-84,-84,-82,-100,-86,-87,-100,-100,-89,-100,-82,-100,-44,-84,-83,-100,-83,-100,-78,-77,-100,-100,-100,-79,-100,-79,-89,-100,-100,-100,-100,-87,-88,-71,-100,-70,-100,-84,-79,-100,-80,-80,-80,-100,-100,-100,-100,-100,-70,-100,-80,-82,-100,-100,-100,-100,-100,-84,-100,-81,-100,-100,-83,-78,-100,-100,-100,-100,-100,-100,-70,-70,-100,-71,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-87,-89,-88,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-82,-100,-100,-100,-100,-100,-100,-100,-100,-80,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-69,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-77,-30,-100,-82,-100,-84,-84,-86,-100,-100,-83,-89,-89,-88,-89,-86,-100,-86,-45,-82,-83,-100,-82,-100,-87,-86,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-90,-73,-100,-73,-100,-100,-100,-100,-83,-83,-82,-100,-87,-100,-100,-100,-73,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-71,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-75,-30,-100,-82,-100,-84,-84,-84,-100,-100,-83,-85,-86,-87,-87,-86,-100,-86,-41,-82,-83,-100,-82,-100,-86,-86,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-90,-69,-100,-69,-100,-100,-100,-100,-77,-78,-78,-100,-87,-100,-100,-100,-70,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-71,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-77,-78,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-76,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-76,-30,-100,-100,-100,-84,-83,-83,-100,-100,-85,-87,-87,-87,-87,-86,-100,-86,-40,-83,-82,-100,-83,-100,-84,-84,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-91,-69,-100,-69,-100,-100,-100,-100,-77,-77,-78,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-71,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-84,-85,-84,-77,-78,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-82,-88,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-72,-72,-71,-72,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
