b0:be:76:f8:30:5e,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,b8:27:eb:9f:6b:77,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,80:8d:b7:55:35:11,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,44:48:c1:a5:82:32,44:48:c1:a5:82:31,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:01,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,00:4e:35:df:06:52,44:48:c1:a5:82:30,38:17:c3:19:d7:70,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:01:82,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,ac:e2:d3:c4:08:e6,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b0,80:8d:b7:55:35:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:81,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:45:b2,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,72:32:b1:3e:1a:b8,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1f:01:80,38:17:c3:1e:ff:10,38:17:c3:1e:ff:00,38:17:c3:19:45:a0,00:4e:35:df:06:51,80:8d:b7:55:3a:41,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:de:e1:11,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,38:17:c3:19:45:a2,b4:5d:50:e1:92:33,38:17:c3:19:45:a1,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,00:4e:35:df:06:42,00:4e:35:de:e1:12,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,44:48:c1:a5:82:21,38:17:c3:19:d7:61,44:48:c1:a5:82:22,38:17:c3:19:d7:62,00:4e:35:de:e1:10,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,44:48:c1:a5:82:20,80:8d:b7:55:3a:42,38:17:c3:19:45:b1,68:ff:7b:e4:af:39,38:17:c3:19:45:b0,80:8d:b7:55:25:e1,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,68:ff:7b:e4:af:38,80:8d:b7:55:25:e0,38:17:c3:19:55:41,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:19:55:51,38:17:c3:19:55:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:09:90,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,b4:5d:50:e1:96:53,38:17:c3:1f:22:30,b4:5d:50:e1:96:50,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:55:52,38:17:c3:1f:08:50,38:17:c3:1f:22:31,38:17:c3:1f:09:93,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,b4:5d:50:e1:96:51,b4:5d:50:e1:96:43,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:52,a8:bd:27:4c:bd:31,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,a8:bd:27:4c:bd:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:32,44:48:c1:91:95:b0,38:17:c3:1f:22:22,38:17:c3:19:71:80,00:4e:35:de:d7:41,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:20,38:17:c3:19:36:30,38:17:c3:19:36:31,a8:bd:27:4c:bd:21,00:4e:35:df:0e:10,38:17:c3:1f:22:21,00:4e:35:df:0e:11,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:24:4f:02,38:17:c3:24:4f:10,38:17:c3:1b:08:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:24:58:a1,38:17:c3:24:58:a2,00:4e:35:df:27:12,x,y,label
-52,-84,-84,-32,-85,-84,-84,-72,-71,-72,-100,-88,-87,-84,-100,-81,-87,-86,-100,-85,-87,-72,-55,-88,-87,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-55,-100,-55,-61,-74,-62,-100,-100,-100,-100,-100,-100,-62,-74,-100,-94,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-83,-100,-83,-100,-82,-100,-82,-65,-75,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-63,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-51,-83,-83,-32,-85,-82,-85,-73,-72,-72,-83,-86,-87,-85,-88,-80,-87,-86,-100,-83,-86,-72,-57,-86,-85,-73,-72,-73,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-57,-74,-57,-62,-73,-62,-100,-100,-100,-100,-100,-100,-62,-73,-100,-91,-100,-100,-100,-100,-100,-73,-100,-100,-100,-88,-74,-100,-89,-100,-82,-100,-81,-100,-81,-67,-74,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-62,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-73,-81,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-82,-100,-80,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-50,-83,-83,-32,-85,-84,-86,-72,-72,-72,-83,-88,-86,-81,-87,-79,-87,-87,-100,-83,-85,-71,-57,-87,-86,-72,-72,-72,-86,-87,-100,-100,-100,-100,-84,-87,-100,-86,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-57,-74,-57,-62,-74,-62,-100,-100,-100,-100,-100,-100,-62,-75,-100,-92,-100,-87,-100,-87,-100,-75,-100,-100,-100,-88,-74,-100,-87,-100,-82,-100,-81,-100,-81,-68,-75,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-67,-61,-100,-100,-100,-100,-100,-100,-100,-75,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-73,-86,-100,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-82,-100,-85,-88,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-50,-83,-83,-34,-85,-84,-85,-72,-73,-72,-83,-86,-86,-81,-87,-81,-87,-87,-100,-83,-84,-73,-55,-86,-86,-72,-72,-72,-86,-86,-100,-100,-100,-100,-84,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-74,-57,-63,-73,-63,-100,-100,-100,-100,-91,-100,-63,-74,-100,-92,-100,-87,-100,-87,-100,-74,-100,-100,-100,-100,-74,-100,-85,-100,-100,-100,-83,-100,-100,-67,-74,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-62,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-75,-73,-83,-100,-100,-100,-100,-75,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-100,-85,-88,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-51,-84,-84,-33,-84,-76,-84,-72,-72,-72,-83,-86,-87,-82,-86,-79,-100,-100,-100,-84,-85,-72,-57,-86,-86,-72,-72,-71,-86,-85,-100,-100,-100,-100,-100,-85,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-57,-74,-57,-62,-72,-62,-100,-100,-100,-100,-91,-100,-62,-72,-100,-93,-100,-100,-100,-100,-100,-72,-100,-89,-100,-100,-74,-100,-89,-100,-83,-100,-84,-100,-84,-68,-74,-100,-62,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-62,-100,-100,-100,-100,-100,-100,-100,-76,-76,-73,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-85,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-51,-83,-83,-34,-85,-76,-84,-71,-71,-71,-100,-86,-87,-78,-89,-78,-87,-85,-100,-84,-85,-71,-57,-86,-86,-72,-72,-72,-86,-85,-100,-100,-100,-100,-85,-85,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-57,-74,-52,-62,-72,-62,-100,-100,-100,-100,-100,-100,-62,-72,-100,-92,-100,-100,-100,-100,-100,-72,-100,-89,-100,-100,-74,-100,-89,-100,-83,-100,-84,-100,-84,-69,-74,-100,-61,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-60,-100,-100,-100,-100,-100,-100,-100,-76,-76,-73,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-82,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-57,-83,-83,-34,-86,-100,-85,-76,-76,-76,-100,-87,-88,-81,-89,-81,-100,-100,-100,-83,-87,-76,-64,-87,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-65,-74,-65,-100,-100,-100,-100,-100,-100,-65,-74,-100,-91,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-84,-76,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-67,-100,-100,-100,-100,-100,-100,-100,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-88,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-88,-100,-88,-100,-100,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-55,-85,-85,-34,-86,-100,-85,-74,-74,-74,-100,-86,-85,-83,-89,-80,-100,-100,-100,-85,-85,-74,-65,-86,-100,-70,-70,-70,-87,-86,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-74,-65,-62,-73,-64,-100,-100,-100,-100,-100,-100,-64,-73,-100,-93,-88,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-83,-100,-83,-100,-84,-75,-100,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-67,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-80,-75,-87,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-88,-100,-88,-100,-88,-82,-82,-86,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-53,-84,-84,-34,-86,-100,-85,-74,-75,-75,-100,-85,-86,-76,-89,-81,-100,-89,-100,-85,-85,-75,-60,-85,-89,-70,-70,-70,-87,-86,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-73,-60,-64,-74,-64,-100,-100,-100,-100,-100,-100,-64,-74,-100,-92,-88,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-81,-100,-83,-100,-83,-75,-73,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-69,-100,-100,-100,-100,-100,-100,-100,-82,-83,-77,-100,-100,-100,-100,-100,-100,-100,-100,-80,-75,-82,-100,-100,-100,-100,-79,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-88,-100,-100,-100,-88,-82,-82,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-50,-84,-84,-34,-85,-100,-85,-75,-73,-74,-100,-88,-87,-76,-90,-79,-100,-89,-100,-85,-86,-75,-64,-86,-89,-70,-70,-70,-86,-86,-100,-100,-100,-100,-86,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-73,-64,-64,-74,-64,-100,-100,-100,-100,-100,-100,-64,-74,-100,-92,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-73,-100,-89,-100,-84,-100,-84,-100,-83,-72,-73,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-72,-68,-100,-100,-100,-100,-100,-100,-100,-83,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-80,-75,-82,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-84,-100,-100,-100,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-55,-82,-83,-35,-87,-100,-87,-77,-77,-77,-100,-88,-87,-87,-91,-81,-100,-100,-100,-83,-87,-78,-64,-86,-100,-71,-70,-71,-86,-86,-100,-100,-100,-100,-86,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-64,-65,-75,-65,-100,-100,-100,-100,-100,-100,-65,-75,-100,-91,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-73,-100,-86,-100,-82,-100,-82,-100,-83,-72,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-68,-100,-100,-100,-100,-100,-100,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-84,-100,-100,-100,-89,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-57,-82,-82,-36,-87,-100,-86,-76,-75,-76,-100,-88,-100,-81,-89,-81,-100,-100,-100,-82,-87,-76,-65,-87,-100,-70,-70,-70,-85,-86,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-73,-66,-65,-74,-65,-100,-100,-100,-100,-100,-100,-65,-75,-100,-92,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-100,-86,-100,-84,-100,-82,-100,-83,-76,-73,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-69,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-87,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-87,-100,-100,-87,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-45,-81,-82,-32,-86,-83,-88,-79,-78,-79,-83,-89,-100,-81,-91,-100,-100,-100,-100,-82,-87,-79,-67,-89,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-76,-67,-71,-80,-70,-100,-100,-100,-100,-100,-100,-71,-79,-100,-93,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-75,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-89,-100,-100,-100,-100,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-45,-81,-82,-33,-86,-83,-88,-81,-81,-81,-83,-89,-91,-81,-91,-84,-100,-100,-100,-82,-87,-81,-71,-92,-100,-72,-72,-72,-87,-89,-100,-100,-100,-100,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-75,-71,-71,-82,-71,-100,-100,-100,-100,-100,-100,-71,-81,-100,-94,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-74,-100,-100,-100,-86,-100,-86,-100,-86,-73,-75,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-71,-100,-100,-100,-100,-100,-100,-100,-86,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-89,-100,-100,-100,-100,-71,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-45,-80,-80,-32,-86,-100,-100,-81,-81,-82,-100,-90,-89,-81,-92,-85,-100,-100,-100,-80,-87,-82,-67,-90,-100,-74,-74,-74,-85,-87,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-76,-67,-71,-78,-71,-100,-100,-100,-100,-100,-100,-70,-78,-100,-94,-100,-100,-100,-88,-100,-78,-100,-100,-100,-88,-76,-100,-88,-100,-86,-100,-86,-100,-88,-74,-77,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-70,-100,-100,-100,-100,-100,-100,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-45,-80,-79,-32,-100,-100,-86,-81,-81,-82,-100,-90,-89,-80,-92,-85,-100,-100,-100,-80,-85,-80,-67,-89,-100,-74,-74,-74,-85,-87,-100,-100,-100,-100,-100,-86,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-67,-76,-67,-71,-76,-71,-100,-100,-100,-100,-100,-100,-71,-76,-100,-100,-100,-100,-100,-89,-100,-76,-100,-100,-100,-88,-77,-100,-88,-100,-87,-100,-100,-100,-88,-74,-77,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-70,-100,-100,-100,-100,-100,-100,-100,-85,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-45,-80,-79,-32,-85,-100,-84,-81,-81,-81,-86,-100,-100,-81,-91,-100,-100,-100,-100,-80,-86,-80,-66,-90,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-66,-77,-66,-71,-76,-71,-100,-100,-100,-100,-100,-100,-71,-76,-100,-100,-100,-87,-100,-87,-100,-76,-100,-100,-100,-88,-76,-100,-100,-100,-87,-100,-89,-100,-85,-75,-77,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-76,-70,-100,-100,-100,-100,-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-70,-73,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-45,-79,-80,-33,-86,-100,-85,-81,-81,-81,-86,-100,-92,-80,-93,-86,-100,-100,-100,-80,-85,-81,-67,-91,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-67,-76,-67,-71,-76,-71,-100,-100,-100,-100,-100,-100,-71,-78,-100,-100,-100,-87,-100,-87,-100,-78,-100,-100,-100,-88,-76,-100,-91,-100,-89,-100,-87,-100,-87,-75,-77,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-69,-100,-100,-100,-100,-100,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-70,-73,-90,-100,-100,-100,-100,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-43,-84,-84,-31,-88,-88,-86,-86,-85,-87,-88,-88,-89,-85,-91,-89,-100,-100,-100,-84,-88,-86,-72,-92,-100,-78,-78,-78,-90,-90,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-80,-73,-74,-81,-74,-100,-100,-100,-100,-100,-100,-73,-81,-100,-91,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-64,-100,-100,-100,-100,-100,-100,-75,-81,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-77,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-69,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-69,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-42,-84,-84,-34,-83,-88,-84,-83,-83,-83,-88,-100,-100,-85,-91,-89,-100,-100,-100,-84,-84,-80,-70,-92,-100,-75,-75,-75,-89,-88,-100,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-77,-70,-73,-82,-73,-100,-100,-100,-100,-100,-100,-73,-81,-100,-91,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-100,-100,-77,-81,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-68,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-68,-100,-100,-100,-100,-100,-85,-82,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
