60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,38:17:c3:19:45:a1,20:a6:cd:42:0a:c1,44:48:c1:91:d0:04,38:17:c3:19:45:a2,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:c0,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:a3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,44:48:c1:91:95:b3,38:17:c3:1f:09:93,38:17:c3:24:47:51,a8:bd:27:4c:aa:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,38:17:c3:19:45:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:c2,38:17:c3:1f:09:80,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,38:17:c3:1f:19:c0,38:17:c3:24:47:50,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,b4:5d:50:e1:96:41,44:48:c1:91:d0:02,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:1f:09:92,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:09:91,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,44:48:c1:91:95:a2,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,38:17:c3:1f:09:90,44:48:c1:91:d0:00,20:a6:cd:42:13:e2,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:19:45:a0,38:17:c3:24:47:52,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,38:17:c3:19:d7:61,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:35:01,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:3a:51,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,80:8d:b7:55:3a:52,80:8d:b7:55:3a:40,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1e:ff:10,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:d0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:11,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:a0,80:8d:b7:55:29:c1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,00:4e:35:df:06:42,00:4e:35:df:06:52,00:4e:35:df:06:40,00:4e:35:df:06:41,20:a6:cd:50:24:b1,80:8d:b7:55:29:c0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:4d:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,x,y,timestamp
-57,-68,-62,-62,-72,-75,-73,-73,-79,-77,-77,-78,-77,-78,-100,-76,-100,-100,-75,-72,-100,-80,-79,-81,-81,-81,-75,-76,-75,-78,-80,-77,-77,-86,-86,-89,-87,-100,-100,-62,-73,-77,-78,-81,-77,-80,-81,-74,-76,-77,-86,-100,-100,-100,-100,-72,-71,-82,-79,-78,-77,-83,-87,-100,-100,-86,-73,-71,-82,-77,-100,-87,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,768,7175067563965
-56,-69,-63,-63,-72,-74,-73,-73,-78,-79,-79,-78,-79,-78,-77,-74,-100,-100,-75,-72,-100,-80,-80,-81,-82,-82,-75,-76,-75,-78,-83,-78,-78,-86,-86,-88,-87,-100,-100,-63,-73,-79,-79,-79,-77,-81,-82,-100,-76,-78,-86,-100,-87,-100,-100,-72,-71,-82,-79,-78,-78,-83,-87,-100,-100,-86,-72,-71,-82,-77,-100,-87,-72,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,768,7178658143812
-57,-70,-64,-64,-76,-74,-67,-67,-76,-84,-84,-76,-85,-76,-70,-73,-70,-77,-73,-71,-77,-81,-82,-83,-82,-83,-100,-100,-100,-80,-100,-75,-75,-100,-100,-100,-100,-100,-100,-64,-67,-100,-76,-77,-100,-81,-82,-73,-100,-75,-90,-100,-100,-100,-100,-76,-76,-84,-78,-100,-80,-84,-100,-100,-100,-100,-76,-77,-100,-80,-100,-100,-77,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,750,7222677614968
-59,-71,-66,-64,-74,-74,-67,-67,-82,-83,-83,-82,-85,-81,-70,-74,-70,-77,-80,-79,-77,-84,-83,-85,-84,-85,-80,-79,-80,-79,-80,-74,-74,-87,-87,-92,-91,-100,-100,-66,-67,-83,-82,-73,-70,-84,-85,-79,-100,-74,-87,-100,-100,-100,-100,-74,-78,-84,-80,-100,-80,-84,-100,-100,-100,-100,-76,-77,-82,-80,-91,-91,-78,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,750,7226219603968
-61,-70,-64,-64,-76,-78,-69,-69,-81,-83,-82,-81,-83,-81,-69,-71,-69,-77,-80,-66,-77,-82,-81,-86,-86,-86,-81,-80,-81,-81,-81,-73,-73,-88,-87,-92,-91,-100,-100,-65,-69,-83,-82,-73,-69,-81,-86,-79,-80,-74,-88,-100,-100,-100,-100,-76,-78,-100,-81,-84,-83,-100,-100,-100,-100,-100,-76,-78,-82,-100,-91,-91,-78,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,750,7229860654430
-59,-72,-65,-66,-74,-75,-67,-67,-80,-81,-81,-79,-81,-79,-69,-75,-69,-78,-100,-75,-77,-82,-81,-85,-84,-85,-81,-80,-81,-81,-80,-75,-75,-88,-100,-100,-100,-100,-100,-66,-67,-83,-79,-73,-69,-81,-85,-100,-79,-75,-86,-100,-88,-100,-100,-75,-78,-81,-81,-84,-83,-100,-100,-100,-100,-100,-75,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,750,7233533209738
-61,-70,-63,-66,-74,-75,-68,-68,-80,-81,-81,-80,-81,-80,-70,-74,-100,-76,-100,-73,-76,-82,-100,-84,-84,-83,-79,-80,-100,-100,-80,-74,-74,-100,-100,-91,-100,-100,-92,-64,-68,-100,-80,-73,-71,-100,-83,-100,-79,-74,-88,-100,-88,-100,-100,-75,-100,-81,-100,-100,-100,-83,-100,-100,-100,-100,-73,-100,-100,-81,-91,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,750,7237199473277
-61,-72,-66,-66,-73,-76,-67,-67,-81,-82,-82,-80,-82,-81,-71,-73,-70,-76,-100,-74,-76,-82,-100,-85,-85,-85,-80,-100,-100,-100,-84,-74,-74,-100,-100,-91,-100,-87,-92,-66,-67,-100,-81,-73,-71,-83,-85,-100,-100,-74,-87,-100,-88,-100,-100,-74,-79,-100,-100,-100,-100,-83,-100,-100,-100,-100,-74,-78,-83,-81,-91,-100,-78,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,750,7240711285508
-54,-71,-62,-62,-100,-73,-69,-69,-77,-80,-80,-77,-80,-77,-69,-100,-69,-100,-73,-69,-100,-100,-100,-82,-82,-82,-100,-78,-78,-77,-81,-73,-74,-100,-87,-100,-100,-100,-100,-60,-69,-80,-77,-73,-69,-100,-82,-72,-79,-74,-87,-100,-100,-100,-100,-100,-74,-82,-73,-80,-79,-82,-100,-100,-100,-100,-75,-100,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,733,7282677364356
-61,-71,-62,-62,-74,-73,-68,-68,-78,-82,-82,-78,-82,-78,-70,-71,-69,-100,-72,-74,-100,-82,-82,-82,-82,-82,-72,-78,-78,-77,-80,-72,-72,-100,-87,-100,-100,-100,-90,-62,-68,-80,-77,-76,-70,-100,-82,-72,-79,-72,-88,-100,-87,-90,-90,-74,-73,-82,-73,-78,-78,-82,-100,-100,-100,-100,-74,-74,-82,-78,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,733,7286190236203
-54,-71,-60,-60,-77,-71,-71,-71,-75,-82,-82,-75,-82,-75,-70,-73,-70,-81,-74,-62,-81,-82,-82,-82,-82,-82,-72,-77,-78,-77,-80,-73,-73,-87,-87,-100,-100,-87,-90,-60,-71,-82,-75,-73,-70,-82,-81,-74,-100,-74,-87,-100,-88,-91,-90,-74,-74,-83,-74,-79,-79,-100,-100,-100,-100,-100,-74,-73,-83,-78,-100,-100,-74,-100,-100,-100,-100,-100,-81,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,733,7289806875818
-60,-71,-63,-63,-75,-73,-70,-70,-77,-81,-81,-77,-81,-77,-70,-74,-70,-81,-74,-70,-81,-81,-81,-82,-82,-82,-74,-78,-78,-77,-80,-74,-74,-87,-87,-89,-100,-87,-100,-63,-70,-81,-77,-74,-100,-81,-82,-74,-100,-74,-87,-100,-86,-91,-100,-75,-74,-83,-74,-78,-77,-100,-100,-100,-100,-100,-74,-73,-83,-78,-90,-100,-73,-100,-100,-100,-100,-100,-81,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,733,7293466086357
-63,-74,-60,-60,-75,-75,-66,-66,-78,-81,-81,-77,-81,-77,-100,-71,-100,-79,-74,-73,-80,-84,-85,-84,-84,-84,-74,-77,-77,-77,-80,-73,-73,-87,-87,-89,-100,-88,-100,-60,-66,-81,-77,-74,-100,-85,-84,-74,-78,-73,-89,-100,-89,-91,-100,-75,-75,-100,-72,-79,-79,-100,-100,-100,-100,-100,-75,-75,-100,-78,-90,-100,-75,-100,-100,-100,-100,-100,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,733,7297053987896
-53,-75,-61,-61,-100,-75,-69,-69,-82,-82,-82,-82,-82,-82,-69,-71,-69,-79,-78,-74,-80,-82,-82,-87,-87,-87,-78,-76,-76,-77,-100,-76,-76,-100,-100,-100,-100,-88,-100,-62,-69,-81,-82,-79,-69,-85,-87,-78,-78,-76,-89,-100,-89,-91,-100,-75,-77,-100,-74,-79,-79,-83,-100,-100,-100,-100,-75,-77,-100,-78,-100,-100,-75,-100,-100,-100,-100,-100,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,733,7300803807896
-59,-75,-60,-59,-100,-73,-68,-68,-81,-81,-81,-81,-81,-81,-70,-73,-70,-100,-80,-73,-100,-86,-86,-81,-81,-81,-100,-77,-77,-75,-100,-76,-76,-100,-100,-100,-100,-87,-100,-60,-68,-81,-81,-73,-70,-85,-81,-80,-77,-76,-88,-100,-87,-100,-100,-77,-75,-100,-73,-73,-73,-100,-100,-100,-100,-100,-77,-100,-100,-74,-100,-89,-74,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,716,7342413028283
-59,-74,-65,-63,-100,-100,-71,-71,-79,-80,-80,-79,-80,-79,-70,-72,-70,-100,-75,-75,-100,-82,-81,-84,-84,-84,-74,-100,-100,-79,-100,-74,-74,-100,-100,-100,-100,-85,-100,-63,-71,-80,-79,-71,-70,-82,-84,-74,-100,-74,-88,-100,-85,-100,-100,-100,-77,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,716,7356679703822
-59,-74,-63,-63,-100,-74,-70,-69,-79,-80,-80,-79,-80,-79,-69,-57,-69,-100,-74,-75,-100,-82,-82,-84,-84,-84,-74,-80,-100,-79,-82,-74,-74,-100,-100,-91,-100,-84,-92,-63,-70,-77,-79,-72,-70,-82,-83,-74,-100,-74,-88,-100,-85,-100,-100,-100,-77,-82,-76,-74,-100,-81,-100,-100,-100,-100,-100,-77,-100,-74,-91,-100,-77,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,716,7360187257592
-59,-74,-63,-63,-100,-74,-70,-70,-79,-80,-80,-79,-80,-79,-69,-57,-70,-100,-74,-72,-100,-82,-82,-84,-83,-84,-74,-80,-80,-78,-82,-74,-75,-100,-100,-91,-100,-84,-92,-63,-70,-77,-79,-73,-70,-100,-84,-74,-100,-75,-89,-100,-85,-100,-100,-75,-100,-80,-77,-74,-74,-81,-100,-100,-100,-100,-75,-100,-81,-74,-91,-100,-77,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,716,7363779529823
-58,-74,-63,-63,-100,-72,-70,-70,-79,-80,-80,-79,-80,-79,-70,-73,-70,-100,-74,-72,-100,-82,-82,-84,-84,-84,-75,-80,-79,-78,-81,-74,-74,-100,-100,-91,-100,-84,-100,-63,-70,-80,-79,-73,-70,-82,-84,-74,-100,-75,-89,-100,-83,-100,-100,-75,-100,-81,-77,-74,-74,-100,-100,-100,-100,-100,-76,-100,-81,-74,-91,-90,-77,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,716,7367400959823
-59,-74,-62,-63,-100,-73,-69,-69,-79,-80,-80,-79,-80,-79,-70,-70,-70,-100,-74,-75,-100,-82,-82,-84,-84,-84,-74,-80,-80,-79,-84,-74,-75,-100,-100,-100,-100,-85,-100,-63,-69,-80,-79,-71,-70,-82,-83,-74,-100,-75,-89,-100,-84,-92,-100,-100,-76,-81,-77,-74,-74,-81,-100,-100,-100,-100,-76,-77,-80,-74,-100,-90,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,716,7371035628977
-57,-72,-100,-100,-76,-76,-71,-71,-100,-81,-80,-100,-81,-100,-64,-75,-64,-80,-71,-75,-80,-82,-82,-85,-85,-85,-100,-81,-79,-81,-81,-72,-72,-100,-100,-100,-100,-87,-100,-100,-71,-81,-100,-80,-64,-82,-85,-71,-81,-72,-88,-100,-87,-100,-100,-100,-100,-100,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,699,7399876225671
-58,-72,-69,-69,-76,-72,-70,-70,-79,-82,-82,-79,-82,-79,-66,-75,-66,-80,-71,-74,-80,-81,-82,-84,-84,-83,-100,-81,-79,-81,-81,-72,-75,-100,-100,-100,-100,-87,-100,-69,-70,-82,-79,-79,-65,-82,-84,-71,-81,-75,-89,-100,-87,-100,-100,-100,-77,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,699,7403389839979
