38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:41,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:19:55:42,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:55:50,38:17:c3:19:55:40,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a0,b0:be:76:f8:30:5e,38:17:c3:24:58:a2,38:17:c3:24:58:a1,00:4e:35:df:06:50,70:56:81:c9:91:ab,32:f7:72:50:57:3b,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a0,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:51,00:4e:35:df:06:40,b4:5d:50:e1:92:33,44:48:c1:a5:82:20,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:70,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:d7:62,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,20:a6:cd:50:24:b2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,80:8d:b7:55:35:00,38:17:c3:1f:01:80,38:17:c3:19:d7:60,00:4e:35:df:06:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:10,20:a6:cd:50:24:b1,b4:5d:50:e1:92:23,38:17:c3:1e:ff:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,00:4e:35:df:06:41,38:17:c3:19:45:b0,60:32:b1:3e:1a:b8,38:17:c3:19:45:a1,38:17:c3:19:45:a0,60:32:b1:3e:1a:b7,38:17:c3:19:45:a2,00:4e:35:de:e1:12,b4:5d:50:e1:92:22,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:50,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:20,b4:5d:50:e1:96:53,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:e1:02,a8:bd:27:4c:bd:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:1f:08:42,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,38:17:c3:1f:08:50,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:71:90,a8:bd:27:4c:bd:21,00:4e:35:de:d7:42,00:4e:35:de:d7:40,a8:bd:27:4c:bd:20,38:17:c3:19:71:92,9c:d6:43:60:92:e0,38:17:c3:19:71:91,38:17:c3:1f:22:32,00:4e:35:de:d7:43,38:17:c3:1f:22:22,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:19:71:82,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:11,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:24:4f:01,38:17:c3:24:4f:00,00:4e:35:de:d7:41,x,y,timestamp
-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-85,-100,-100,-51,-51,-42,-50,-50,-73,-76,-76,-72,-72,-73,-73,-69,-69,-69,-74,-75,-79,-79,-76,-76,-82,-73,-85,-86,-84,-100,-80,-80,-51,-50,-72,-75,-73,-69,-80,-82,-85,-85,-87,-81,-72,-72,-77,-78,-85,-100,-88,-72,-75,-77,-100,-89,-88,-69,-70,-100,-100,-100,-82,-82,-86,-100,-100,-70,-100,-100,-82,-100,-100,-86,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,732,689218737886
-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-53,-53,-42,-48,-48,-74,-78,-78,-72,-72,-74,-74,-69,-69,-68,-75,-75,-80,-80,-77,-76,-83,-76,-85,-87,-83,-84,-80,-80,-53,-48,-72,-78,-74,-69,-81,-83,-86,-82,-86,-79,-72,-73,-77,-78,-100,-80,-88,-73,-75,-77,-83,-88,-86,-72,-71,-100,-100,-100,-83,-83,-87,-100,-90,-100,-67,-100,-100,-81,-89,-86,-86,-89,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,732,692838190656
-86,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-86,-100,-100,-53,-53,-44,-52,-52,-70,-72,-72,-73,-73,-70,-70,-100,-68,-64,-73,-100,-77,-77,-80,-75,-80,-74,-80,-80,-80,-80,-100,-100,-52,-51,-73,-72,-70,-68,-77,-81,-100,-86,-83,-100,-71,-71,-77,-77,-87,-81,-100,-71,-100,-77,-80,-100,-100,-65,-65,-71,-72,-75,-81,-80,-83,-78,-100,-65,-71,-73,-82,-79,-85,-83,-100,-85,-100,-100,-82,-83,-78,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,714,734250889197
-86,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-86,-100,-100,-52,-53,-43,-51,-51,-71,-72,-72,-73,-74,-71,-70,-69,-69,-63,-73,-73,-78,-78,-80,-73,-80,-71,-79,-79,-80,-80,-100,-100,-52,-52,-74,-72,-71,-69,-77,-81,-79,-89,-83,-100,-71,-71,-77,-76,-87,-81,-100,-72,-74,-77,-80,-100,-90,-65,-65,-72,-72,-73,-80,-80,-82,-78,-100,-65,-72,-73,-82,-78,-87,-82,-100,-87,-100,-100,-82,-82,-78,-82,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,714,738066029581
-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-87,-100,-100,-53,-52,-44,-51,-51,-71,-73,-73,-73,-73,-71,-72,-68,-68,-65,-100,-74,-76,-76,-80,-73,-81,-71,-78,-79,-80,-80,-100,-100,-53,-52,-73,-73,-71,-68,-76,-81,-79,-89,-82,-100,-71,-71,-77,-76,-87,-100,-100,-71,-74,-77,-79,-100,-90,-65,-65,-72,-100,-73,-81,-81,-82,-78,-100,-65,-72,-73,-81,-78,-87,-82,-100,-87,-100,-100,-82,-82,-78,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,714,741885602043
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-87,-100,-100,-52,-52,-45,-52,-52,-70,-71,-71,-73,-73,-70,-70,-69,-68,-65,-72,-72,-80,-79,-81,-73,-80,-71,-79,-79,-82,-81,-100,-100,-52,-52,-73,-71,-71,-69,-80,-80,-79,-85,-83,-100,-71,-71,-77,-76,-85,-100,-100,-71,-73,-100,-82,-100,-89,-64,-65,-71,-71,-73,-79,-80,-83,-78,-87,-64,-72,-73,-81,-78,-88,-83,-100,-87,-100,-100,-100,-100,-78,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,714,745819815505
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-85,-100,-100,-53,-53,-45,-51,-51,-72,-70,-70,-72,-72,-71,-71,-69,-70,-64,-72,-72,-79,-79,-78,-73,-82,-74,-80,-80,-82,-81,-100,-100,-53,-51,-72,-70,-72,-70,-79,-81,-80,-85,-85,-100,-72,-71,-75,-76,-86,-100,-100,-71,-72,-77,-82,-89,-89,-63,-63,-70,-71,-73,-82,-82,-85,-78,-87,-63,-70,-73,-83,-78,-88,-86,-100,-87,-100,-100,-100,-100,-78,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,714,749534288197
-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-85,-100,-100,-58,-59,-47,-52,-51,-71,-68,-68,-72,-72,-71,-71,-68,-68,-66,-71,-72,-76,-76,-80,-74,-80,-73,-81,-81,-81,-81,-100,-100,-59,-52,-72,-68,-71,-68,-76,-80,-81,-85,-85,-100,-72,-72,-75,-76,-86,-100,-100,-72,-72,-77,-81,-89,-90,-65,-65,-73,-73,-74,-80,-80,-83,-78,-87,-65,-73,-74,-83,-100,-87,-83,-100,-88,-100,-100,-82,-82,-100,-100,-82,-87,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,714,753292231659
-85,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-83,-100,-100,-53,-53,-48,-59,-54,-67,-75,-75,-76,-76,-67,-67,-62,-62,-63,-73,-74,-74,-74,-76,-73,-81,-73,-80,-80,-84,-85,-78,-79,-53,-54,-76,-75,-67,-62,-74,-81,-80,-83,-82,-78,-73,-73,-72,-100,-84,-79,-88,-73,-74,-71,-84,-100,-88,-68,-68,-76,-74,-73,-81,-81,-83,-79,-85,-69,-76,-74,-80,-79,-86,-82,-100,-84,-100,-100,-84,-84,-79,-79,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,697,804432023201
-84,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-86,-100,-100,-53,-53,-47,-56,-56,-68,-74,-74,-77,-77,-68,-68,-62,-62,-63,-77,-76,-73,-74,-77,-73,-82,-72,-79,-80,-84,-85,-78,-78,-53,-56,-77,-75,-68,-62,-74,-82,-79,-85,-82,-78,-73,-100,-72,-73,-84,-80,-88,-73,-76,-72,-84,-88,-100,-68,-68,-76,-74,-74,-82,-82,-83,-78,-100,-68,-76,-74,-80,-78,-86,-83,-100,-100,-100,-100,-83,-84,-77,-79,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,697,808382571816
-84,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-83,-100,-100,-54,-54,-50,-56,-56,-70,-69,-69,-73,-73,-70,-71,-63,-63,-62,-73,-72,-75,-76,-77,-76,-79,-74,-79,-79,-84,-82,-82,-78,-54,-56,-73,-69,-70,-64,-76,-79,-79,-83,-85,-82,-70,-70,-70,-72,-83,-80,-88,-70,-73,-72,-100,-88,-87,-65,-65,-72,-72,-75,-79,-79,-85,-78,-100,-65,-100,-76,-80,-78,-100,-84,-100,-87,-100,-100,-83,-84,-77,-79,-84,-85,-100,-85,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,697,812144206663
-84,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-83,-100,-100,-54,-54,-51,-56,-56,-72,-69,-69,-74,-74,-71,-71,-65,-65,-61,-71,-72,-77,-77,-75,-76,-80,-71,-79,-79,-81,-81,-82,-100,-55,-56,-74,-69,-72,-65,-77,-81,-79,-83,-85,-82,-70,-70,-70,-74,-83,-100,-100,-70,-73,-100,-81,-100,-89,-66,-65,-71,-71,-76,-80,-80,-84,-100,-100,-65,-70,-76,-100,-100,-100,-85,-100,-87,-100,-100,-86,-86,-100,-100,-86,-100,-100,-85,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,697,816116239201
-84,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-83,-100,-100,-54,-54,-51,-56,-56,-71,-69,-69,-74,-74,-71,-71,-65,-64,-64,-71,-70,-76,-76,-75,-78,-79,-71,-80,-79,-81,-82,-100,-100,-54,-56,-74,-69,-71,-64,-77,-79,-80,-83,-100,-83,-70,-70,-100,-74,-83,-100,-100,-70,-71,-100,-82,-100,-87,-64,-64,-70,-70,-77,-79,-79,-83,-77,-88,-65,-70,-78,-100,-77,-87,-83,-100,-88,-100,-100,-86,-86,-77,-100,-86,-85,-84,-84,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,697,819944519279
-86,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-85,-100,-100,-54,-55,-49,-57,-57,-70,-69,-69,-72,-73,-70,-70,-64,-64,-64,-71,-71,-76,-76,-76,-78,-78,-71,-80,-80,-81,-81,-100,-100,-55,-56,-73,-70,-70,-64,-76,-78,-80,-85,-86,-83,-70,-70,-74,-74,-85,-100,-100,-70,-71,-74,-81,-100,-87,-66,-64,-70,-70,-76,-78,-78,-83,-77,-88,-65,-70,-78,-100,-77,-85,-85,-100,-88,-100,-100,-100,-100,-77,-100,-86,-82,-84,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,697,823652073356
-100,-85,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-86,-100,-100,-57,-57,-53,-54,-54,-66,-70,-70,-72,-72,-66,-66,-62,-62,-65,-73,-73,-74,-74,-73,-75,-80,-73,-100,-100,-82,-82,-82,-82,-57,-54,-72,-70,-66,-61,-74,-80,-100,-86,-81,-100,-66,-66,-77,-76,-86,-79,-86,-66,-73,-77,-82,-100,-100,-64,-64,-72,-69,-74,-80,-80,-81,-77,-89,-64,-73,-74,-84,-77,-89,-81,-100,-88,-84,-100,-100,-85,-76,-100,-85,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,680,859577038127
-86,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-86,-100,-100,-56,-56,-53,-54,-54,-66,-69,-69,-72,-72,-66,-66,-63,-62,-67,-73,-73,-73,-73,-78,-75,-78,-73,-78,-78,-82,-82,-82,-82,-57,-54,-73,-69,-66,-63,-73,-79,-79,-86,-83,-100,-68,-68,-76,-76,-86,-79,-85,-68,-74,-76,-82,-100,-100,-64,-64,-72,-69,-74,-78,-78,-83,-77,-89,-64,-73,-74,-84,-77,-89,-83,-100,-88,-85,-100,-100,-85,-76,-100,-85,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,680,863452467204
-86,-86,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-86,-100,-100,-56,-56,-50,-56,-56,-66,-68,-68,-72,-72,-66,-66,-62,-62,-64,-72,-72,-74,-74,-80,-73,-79,-70,-80,-80,-82,-82,-100,-100,-57,-56,-72,-68,-66,-63,-74,-79,-80,-86,-81,-100,-68,-67,-74,-74,-86,-100,-86,-67,-72,-75,-82,-85,-100,-63,-63,-69,-69,-73,-79,-79,-81,-77,-100,-63,-69,-74,-100,-77,-90,-81,-100,-100,-85,-86,-100,-85,-77,-100,-86,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,680,867263300974
-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-86,-100,-100,-58,-58,-54,-53,-54,-65,-68,-68,-72,-72,-65,-65,-62,-62,-64,-72,-72,-73,-73,-78,-73,-80,-70,-80,-79,-82,-81,-100,-100,-58,-54,-72,-68,-65,-62,-74,-80,-80,-83,-81,-100,-68,-67,-76,-74,-86,-100,-85,-67,-72,-76,-82,-85,-100,-63,-64,-67,-67,-72,-80,-80,-82,-78,-89,-64,-69,-73,-84,-77,-89,-82,-100,-100,-85,-85,-85,-85,-77,-100,-85,-100,-100,-100,-100,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,680,871185642820
-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-83,-100,-100,-57,-57,-54,-54,-54,-66,-68,-68,-72,-72,-66,-66,-61,-62,-65,-73,-72,-73,-73,-78,-73,-80,-71,-80,-80,-81,-81,-81,-81,-58,-54,-72,-69,-66,-61,-73,-80,-80,-83,-82,-81,-100,-100,-76,-76,-83,-100,-85,-100,-72,-76,-81,-85,-88,-64,-64,-68,-67,-72,-80,-80,-82,-77,-89,-64,-68,-73,-84,-100,-89,-82,-100,-100,-85,-85,-85,-85,-77,-100,-85,-100,-84,-83,-100,-100,-100,-86,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,680,874989886974
-86,-100,-100,-100,-100,-100,-100,-100,-87,-84,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-81,-100,-100,-59,-59,-54,-55,-55,-66,-68,-68,-72,-72,-65,-66,-63,-62,-65,-71,-71,-74,-73,-78,-73,-80,-71,-80,-80,-81,-81,-81,-81,-59,-55,-72,-67,-66,-63,-74,-79,-79,-85,-81,-81,-68,-68,-76,-76,-83,-100,-85,-68,-72,-77,-81,-85,-88,-63,-63,-68,-68,-73,-80,-80,-81,-77,-100,-63,-68,-100,-100,-100,-100,-81,-100,-100,-85,-85,-85,-100,-76,-100,-100,-100,-84,-83,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,680,878922853128
-86,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-82,-100,-100,-61,-61,-52,-55,-56,-64,-67,-67,-74,-74,-64,-64,-66,-65,-66,-71,-100,-74,-74,-74,-100,-79,-72,-77,-77,-77,-77,-82,-83,-61,-57,-74,-68,-64,-62,-74,-80,-77,-81,-83,-82,-68,-68,-100,-100,-82,-100,-86,-100,-72,-100,-77,-87,-86,-65,-65,-72,-72,-100,-80,-80,-83,-100,-100,-65,-72,-100,-100,-100,-100,-83,-100,-100,-86,-87,-83,-83,-100,-80,-83,-100,-83,-84,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,663,920413782438
-86,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-82,-100,-100,-64,-64,-56,-56,-56,-65,-68,-68,-75,-75,-65,-65,-66,-64,-64,-72,-72,-74,-74,-79,-73,-80,-74,-77,-77,-77,-77,-81,-81,-64,-57,-75,-68,-65,-62,-75,-80,-77,-82,-83,-81,-68,-68,-70,-70,-82,-100,-86,-65,-73,-70,-77,-87,-86,-62,-62,-67,-69,-73,-80,-79,-83,-79,-100,-62,-69,-73,-100,-79,-88,-83,-100,-88,-86,-87,-82,-82,-79,-80,-82,-100,-83,-84,-100,-82,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,663,924308206592
