72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:40,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:01,38:17:c3:19:45:b0,38:17:c3:1f:14:02,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c1,38:17:c3:1f:14:00,38:17:c3:1f:14:11,38:17:c3:1f:09:81,38:17:c3:1f:19:d0,38:17:c3:1f:09:80,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:24:47:50,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,44:48:c1:91:95:b2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:aa:30,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:11,44:48:c1:91:d0:14,9c:d6:43:60:92:e0,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,44:48:c1:91:95:a2,a8:bd:27:4c:aa:81,b4:5d:50:e1:96:43,44:48:c1:91:95:a3,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:a1,a8:bd:27:4c:aa:80,44:48:c1:91:d0:04,20:a6:cd:42:0a:c3,44:48:c1:91:d0:02,44:48:c1:91:aa:31,44:48:c1:91:aa:32,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,38:17:c3:22:5e:f0,20:a6:cd:42:0a:c0,38:17:c3:19:45:a0,66:2a:2f:53:7c:99,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:82,44:48:c1:91:d0:00,20:a6:cd:42:0b:e3,44:48:c1:91:d0:01,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,38:17:c3:19:d7:62,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:70,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e0,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,38:17:c3:19:71:82,38:17:c3:19:71:90,38:17:c3:1e:ff:12,68:ff:7b:e4:af:39,80:8d:b7:55:35:12,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:11,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,80:8d:b7:55:39:c0,38:17:c3:19:36:20,38:17:c3:19:36:21,38:17:c3:19:36:22,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,20:a6:cd:50:24:a0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:50,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,x,y,timestamp
-66,-100,-68,-68,-66,-67,-67,-71,-70,-70,-77,-78,-78,-78,-77,-78,-77,-77,-84,-84,-84,-100,-84,-100,-88,-89,-82,-80,-85,-89,-85,-81,-87,-89,-100,-100,-89,-88,-81,-89,-87,-90,-88,-100,-88,-87,-87,-88,-93,-80,-81,-80,-80,-78,-83,-84,-100,-91,-100,-91,-100,-90,-79,-100,-85,-100,-100,-92,-100,-80,-100,-100,-100,-88,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,792,647712979470
-69,-71,-68,-67,-66,-68,-68,-70,-70,-70,-78,-77,-77,-77,-77,-77,-78,-78,-85,-84,-84,-81,-85,-84,-100,-100,-81,-81,-85,-89,-87,-80,-88,-88,-100,-100,-87,-100,-82,-88,-87,-100,-87,-88,-87,-87,-87,-87,-100,-80,-79,-80,-80,-79,-83,-84,-100,-91,-100,-90,-100,-100,-79,-100,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,792,650359717442
-100,-63,-69,-70,-65,-65,-66,-71,-71,-71,-81,-81,-80,-77,-78,-80,-78,-77,-83,-86,-87,-77,-87,-76,-100,-100,-77,-78,-88,-87,-88,-79,-86,-86,-100,-86,-88,-88,-78,-88,-88,-89,-87,-88,-88,-87,-87,-87,-100,-75,-75,-74,-75,-100,-85,-83,-87,-88,-88,-86,-100,-100,-79,-100,-87,-100,-100,-100,-82,-100,-100,-100,-100,-84,-100,-100,-100,-85,-100,-90,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,691953977002
-68,-64,-70,-70,-66,-68,-68,-71,-71,-71,-79,-81,-81,-78,-79,-81,-79,-79,-100,-84,-85,-77,-85,-100,-100,-100,-77,-78,-100,-86,-100,-77,-86,-87,-100,-100,-87,-88,-78,-88,-87,-88,-100,-88,-100,-88,-87,-88,-100,-75,-74,-74,-74,-86,-100,-100,-86,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,694610161694
-100,-67,-71,-72,-65,-65,-65,-71,-71,-71,-79,-80,-80,-78,-78,-79,-79,-78,-100,-86,-86,-100,-85,-79,-86,-86,-100,-77,-86,-88,-88,-77,-86,-87,-100,-100,-89,-89,-77,-88,-90,-88,-100,-89,-87,-88,-88,-89,-100,-100,-100,-100,-75,-100,-100,-84,-89,-89,-89,-88,-100,-100,-81,-100,-87,-100,-100,-100,-100,-81,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,697250788884
-100,-65,-70,-69,-66,-67,-67,-71,-72,-71,-80,-81,-81,-77,-77,-81,-77,-77,-84,-88,-90,-77,-100,-77,-86,-87,-77,-80,-100,-87,-100,-80,-87,-87,-100,-87,-88,-87,-79,-87,-89,-89,-89,-89,-86,-86,-89,-89,-100,-76,-75,-75,-76,-100,-84,-84,-88,-88,-89,-89,-100,-100,-77,-100,-100,-100,-100,-90,-80,-100,-82,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,699838515392
-67,-67,-71,-69,-68,-68,-68,-74,-73,-74,-100,-100,-100,-77,-78,-100,-78,-78,-84,-86,-86,-78,-86,-77,-100,-100,-77,-78,-87,-86,-88,-79,-87,-88,-100,-100,-88,-88,-79,-87,-89,-88,-100,-87,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-82,-84,-87,-87,-88,-88,-100,-100,-77,-100,-87,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-87,-100,-95,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,702515636909
-64,-67,-69,-71,-68,-70,-69,-100,-100,-71,-79,-100,-81,-78,-79,-82,-79,-79,-100,-89,-100,-78,-100,-78,-100,-100,-78,-76,-88,-88,-87,-77,-88,-87,-100,-100,-88,-87,-77,-87,-89,-87,-100,-87,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-77,-100,-100,-87,-82,-100,-100,-80,-80,-83,-100,-100,-100,-100,-100,-86,-100,-100,-92,-76,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,705173252798
-64,-66,-70,-69,-67,-67,-68,-75,-75,-75,-82,-81,-82,-80,-80,-81,-80,-80,-83,-86,-85,-78,-85,-78,-100,-100,-78,-77,-88,-89,-88,-77,-87,-87,-100,-100,-90,-88,-77,-87,-89,-90,-100,-90,-89,-88,-87,-88,-100,-74,-75,-75,-75,-100,-82,-82,-100,-89,-89,-89,-100,-100,-78,-83,-86,-81,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,744894691391
-65,-100,-69,-69,-67,-70,-70,-74,-74,-74,-81,-79,-79,-80,-81,-100,-80,-80,-81,-83,-100,-79,-100,-78,-85,-86,-78,-76,-88,-91,-89,-76,-100,-100,-100,-100,-89,-89,-76,-90,-87,-88,-100,-89,-100,-89,-86,-87,-100,-75,-75,-75,-75,-100,-82,-82,-89,-88,-89,-90,-100,-100,-100,-100,-88,-100,-100,-100,-79,-100,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,747558495615
-100,-66,-68,-68,-67,-69,-69,-73,-73,-73,-80,-81,-80,-79,-80,-80,-80,-79,-82,-84,-85,-100,-84,-100,-86,-87,-100,-75,-87,-90,-87,-75,-100,-100,-100,-100,-88,-87,-75,-91,-87,-88,-100,-88,-100,-90,-87,-88,-100,-75,-75,-75,-75,-100,-83,-82,-92,-90,-91,-90,-100,-100,-79,-100,-86,-83,-100,-100,-100,-81,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,750218888536
-66,-67,-70,-70,-68,-67,-69,-73,-73,-72,-100,-83,-82,-80,-80,-83,-79,-80,-83,-85,-85,-100,-100,-100,-100,-100,-100,-76,-100,-90,-100,-75,-100,-100,-100,-100,-87,-88,-76,-88,-88,-88,-100,-87,-88,-88,-87,-87,-100,-76,-77,-76,-76,-100,-83,-83,-88,-89,-90,-88,-100,-100,-77,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,752892537083
-67,-68,-68,-68,-65,-69,-68,-72,-71,-72,-79,-79,-79,-79,-79,-79,-79,-78,-83,-88,-87,-100,-88,-100,-100,-100,-78,-78,-87,-90,-87,-78,-100,-100,-100,-100,-89,-100,-78,-91,-88,-87,-100,-100,-100,-90,-87,-88,-100,-74,-73,-74,-74,-100,-83,-83,-100,-88,-89,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-82,-81,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,755533132347
-100,-66,-100,-69,-66,-65,-64,-73,-73,-73,-82,-82,-82,-81,-80,-81,-80,-81,-100,-88,-88,-77,-87,-77,-86,-100,-77,-100,-88,-89,-87,-100,-89,-88,-100,-87,-88,-88,-100,-92,-87,-86,-100,-87,-100,-89,-88,-87,-100,-75,-75,-75,-75,-85,-82,-84,-88,-88,-89,-89,-100,-90,-83,-83,-100,-86,-100,-90,-80,-100,-82,-100,-100,-86,-100,-100,-100,-100,-100,-100,-89,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,777,758208643759
-73,-72,-69,-70,-63,-65,-64,-72,-73,-71,-81,-82,-82,-81,-81,-81,-82,-82,-100,-85,-86,-80,-86,-80,-83,-83,-80,-78,-100,-90,-100,-78,-89,-89,-100,-100,-100,-100,-78,-90,-87,-92,-100,-91,-100,-90,-87,-87,-100,-80,-80,-80,-80,-81,-81,-81,-100,-92,-100,-93,-100,-100,-100,-82,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,762,803570023799
-70,-100,-69,-70,-62,-64,-65,-72,-72,-72,-83,-82,-82,-79,-79,-82,-80,-79,-100,-87,-87,-80,-89,-80,-100,-100,-81,-80,-100,-89,-100,-80,-89,-88,-100,-100,-100,-100,-80,-100,-87,-94,-100,-92,-100,-100,-87,-88,-100,-76,-76,-76,-76,-83,-100,-80,-100,-92,-100,-100,-100,-90,-84,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,762,806106156291
-76,-70,-69,-68,-64,-64,-64,-71,-71,-71,-82,-83,-82,-79,-79,-82,-79,-78,-79,-87,-88,-80,-87,-80,-81,-100,-80,-81,-100,-87,-100,-80,-86,-87,-86,-85,-100,-100,-80,-100,-88,-92,-100,-92,-100,-100,-87,-87,-100,-77,-77,-77,-77,-82,-79,-78,-91,-92,-90,-90,-100,-91,-89,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,762,808791636819
-76,-100,-100,-69,-63,-65,-65,-100,-71,-70,-81,-100,-81,-79,-79,-100,-79,-79,-79,-100,-100,-79,-100,-79,-100,-100,-79,-80,-100,-87,-100,-81,-88,-87,-88,-100,-100,-100,-80,-100,-86,-91,-100,-92,-100,-100,-87,-87,-100,-77,-76,-77,-77,-79,-79,-78,-100,-91,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,762,811446977864
-70,-70,-69,-69,-63,-64,-63,-72,-72,-72,-81,-81,-81,-80,-80,-80,-79,-79,-80,-89,-88,-80,-89,-79,-100,-100,-80,-100,-100,-89,-92,-100,-90,-88,-87,-86,-100,-100,-100,-100,-89,-93,-100,-91,-100,-100,-87,-87,-100,-77,-77,-77,-77,-82,-80,-80,-100,-93,-100,-92,-91,-91,-86,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,762,814110234328
-75,-100,-69,-69,-62,-63,-63,-71,-72,-72,-100,-100,-100,-79,-79,-100,-78,-79,-80,-88,-88,-80,-88,-80,-82,-100,-80,-80,-100,-90,-100,-79,-89,-89,-100,-100,-100,-100,-80,-100,-88,-93,-100,-100,-100,-100,-88,-88,-100,-77,-76,-77,-76,-100,-80,-80,-100,-92,-91,-100,-100,-89,-85,-100,-100,-100,-100,-90,-77,-83,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,762,816777560791
-68,-65,-67,-67,-61,-61,-61,-72,-72,-72,-83,-83,-84,-79,-79,-83,-78,-78,-100,-86,-85,-77,-86,-77,-100,-100,-76,-74,-100,-92,-88,-73,-100,-100,-100,-100,-100,-100,-74,-85,-90,-92,-87,-100,-86,-87,-100,-100,-100,-79,-80,-79,-80,-84,-100,-81,-100,-91,-100,-100,-100,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,747,863560207535
