80:8d:b7:55:39:c0,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:31,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,44:48:c1:a5:82:32,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:50,80:8d:b7:55:3a:52,00:4e:35:df:06:51,80:8d:b7:55:3a:51,80:8d:b7:55:25:e3,60:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1e:ff:12,38:17:c3:19:55:52,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,38:17:c3:1e:ff:11,20:a6:cd:50:24:a1,38:17:c3:1e:ff:01,38:17:c3:19:55:51,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,38:17:c3:1f:09:93,b4:5d:50:e1:92:30,b4:5d:50:e1:92:33,20:a6:cd:42:0b:e3,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,38:17:c3:19:d7:70,20:a6:cd:50:24:b0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,38:17:c3:19:45:b0,38:17:c3:1e:ff:10,38:17:c3:19:d7:60,38:17:c3:19:55:50,20:a6:cd:50:24:a0,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:31,38:17:c3:1f:09:90,38:17:c3:1f:22:30,b4:5d:50:e1:92:21,66:2a:2f:53:7c:99,b0:be:76:f8:30:5e,38:17:c3:1f:01:81,80:8d:b7:55:3a:42,00:4e:35:df:06:41,00:4e:35:df:06:40,20:a6:cd:50:24:a2,38:17:c3:1e:ff:02,b4:5d:50:e1:92:32,60:32:b1:3e:1a:b8,00:4e:35:df:06:42,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,b4:5d:50:e1:96:50,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,38:17:c3:19:d7:62,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,00:4e:35:de:e1:01,80:8d:b7:55:3a:40,38:17:c3:1f:01:82,68:ff:7b:e4:af:39,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,72:32:b1:3e:1a:b7,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,38:17:c3:19:71:90,20:a6:cd:42:0b:f0,44:48:c1:a5:82:22,44:48:c1:a5:82:21,44:48:c1:a5:82:20,b4:5d:50:e1:96:52,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:83,38:17:c3:1f:22:20,20:a6:cd:42:0b:f2,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:00:b0,38:17:c3:1f:09:82,38:17:c3:1f:08:51,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:45:a1,38:17:c3:19:55:40,38:17:c3:19:45:a0,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,00:4e:35:de:d7:51,44:48:c1:91:95:b1,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,38:17:c3:1f:22:22,38:17:c3:1f:08:52,00:4e:35:de:d7:50,38:17:c3:1f:22:21,00:4e:35:df:0e:12,00:4e:35:de:d7:42,38:17:c3:19:71:82,a8:bd:27:4c:bd:22,38:17:c3:19:71:81,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:36:30,00:4e:35:de:d7:43,38:17:c3:19:71:80,00:4e:35:de:d7:41,38:17:c3:1e:fc:b2,00:4e:35:de:d7:40,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:b0,00:4e:35:df:27:02,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:1b:08:a2,38:17:c3:24:4f:01,00:4e:35:df:27:12,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a0,00:4e:35:df:27:11,00:4e:35:df:27:10,00:4e:35:df:27:00,38:17:c3:19:36:21,38:17:c3:19:36:20,x,y,label
-100,-100,-100,-83,-82,-84,-100,-100,-100,-100,-100,-22,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-77,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-100,-75,-75,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-76,-83,-100,-100,-100,-100,-100,-55,-75,-100,-100,-81,-81,-58,-100,-100,-74,-75,-100,-100,-75,-85,-74,-100,-66,-100,-100,-100,-100,-83,-100,-82,-100,-100,-81,-71,-71,-85,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-58,-100,-100,-100,-100,-100,-100,-100,-76,-84,-85,-58,-85,-76,-76,-100,-82,-100,-84,-100,-100,-100,-100,-79,-100,-100,-100,-100,-78,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55
-100,-100,-100,-83,-83,-84,-86,-86,-100,-100,-100,-22,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-84,-76,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-100,-77,-77,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-77,-84,-100,-100,-100,-100,-100,-55,-77,-100,-100,-81,-81,-58,-100,-100,-74,-100,-100,-100,-77,-85,-73,-100,-68,-100,-100,-100,-100,-83,-100,-82,-100,-100,-81,-71,-71,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-60,-100,-100,-100,-100,-100,-100,-100,-74,-83,-85,-59,-85,-74,-75,-100,-82,-100,-84,-100,-100,-100,-100,-79,-100,-100,-100,-78,-77,-76,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55
-100,-100,-100,-83,-83,-83,-86,-86,-100,-100,-100,-22,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-86,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-56,-100,-77,-76,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-79,-85,-100,-100,-100,-100,-100,-55,-76,-100,-100,-81,-81,-57,-100,-100,-74,-100,-100,-100,-76,-86,-73,-100,-68,-100,-100,-100,-100,-81,-100,-82,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-60,-100,-100,-100,-100,-100,-100,-100,-77,-83,-100,-59,-100,-77,-77,-100,-82,-100,-84,-100,-100,-100,-100,-79,-100,-100,-100,-78,-77,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55
-100,-100,-100,-83,-80,-80,-81,-80,-100,-100,-100,-23,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-74,-86,-73,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-76,-74,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-73,-85,-100,-100,-100,-100,-100,-60,-75,-100,-100,-75,-74,-66,-100,-100,-76,-76,-100,-100,-74,-86,-76,-100,-58,-100,-100,-100,-100,-78,-100,-74,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-60,-100,-100,-100,-100,-100,-100,-100,-73,-83,-84,-59,-100,-73,-73,-100,-83,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-68,-68,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-100,-79,-79,-79,-82,-82,-100,-100,-100,-23,-100,-100,-100,-100,-82,-76,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-76,-79,-76,-79,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-75,-75,-100,-100,-79,-82,-100,-100,-100,-100,-100,-100,-100,-76,-79,-100,-100,-100,-100,-100,-60,-75,-100,-100,-75,-83,-68,-100,-80,-77,-76,-100,-100,-75,-86,-77,-100,-60,-100,-100,-100,-100,-73,-100,-74,-100,-100,-75,-67,-64,-82,-100,-100,-85,-100,-100,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-74,-81,-84,-66,-100,-74,-74,-100,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-68,-73,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-100,-79,-78,-79,-82,-83,-100,-100,-100,-22,-100,-100,-100,-100,-83,-82,-82,-100,-100,-100,-83,-83,-100,-100,-100,-100,-76,-79,-76,-79,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-59,-100,-75,-75,-100,-100,-79,-83,-100,-100,-100,-100,-84,-100,-100,-76,-78,-100,-100,-100,-100,-100,-59,-75,-100,-100,-75,-79,-62,-100,-80,-78,-76,-100,-100,-75,-86,-79,-100,-60,-100,-100,-100,-100,-73,-100,-74,-100,-100,-75,-67,-64,-80,-100,-100,-85,-100,-100,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-73,-81,-85,-66,-86,-73,-74,-100,-84,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-68,-73,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-100,-79,-80,-80,-82,-82,-100,-100,-100,-21,-100,-100,-100,-100,-83,-82,-82,-100,-100,-100,-83,-83,-100,-100,-100,-100,-79,-79,-80,-79,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-100,-76,-75,-100,-100,-80,-82,-100,-100,-100,-100,-84,-100,-100,-79,-79,-100,-100,-100,-100,-100,-57,-75,-100,-100,-100,-78,-62,-100,-80,-78,-100,-100,-100,-76,-100,-78,-100,-59,-100,-100,-100,-100,-74,-100,-100,-100,-100,-76,-56,-67,-81,-100,-100,-85,-100,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-74,-81,-85,-64,-86,-74,-75,-100,-84,-100,-100,-100,-85,-100,-100,-72,-100,-100,-100,-100,-72,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-100,-100,-80,-80,-82,-82,-100,-100,-100,-22,-81,-100,-100,-100,-83,-82,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-80,-78,-79,-79,-71,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-57,-100,-76,-75,-100,-100,-80,-83,-100,-100,-100,-100,-84,-100,-100,-79,-79,-100,-100,-100,-100,-100,-57,-76,-100,-100,-100,-80,-60,-100,-80,-78,-100,-100,-100,-76,-100,-78,-100,-62,-100,-100,-100,-100,-75,-100,-75,-100,-100,-76,-56,-66,-81,-100,-100,-85,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-75,-100,-85,-64,-86,-76,-76,-100,-86,-100,-86,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-100,-80,-79,-80,-82,-82,-100,-100,-100,-22,-81,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-77,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-59,-100,-76,-76,-100,-100,-79,-82,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-58,-76,-100,-100,-100,-81,-60,-100,-100,-78,-100,-100,-100,-76,-85,-77,-100,-60,-100,-100,-100,-100,-76,-100,-75,-100,-100,-76,-67,-67,-81,-100,-100,-83,-100,-100,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-65,-100,-75,-75,-100,-86,-100,-86,-100,-100,-100,-100,-72,-100,-100,-100,-72,-72,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56
-100,-100,-100,-83,-86,-84,-82,-83,-100,-100,-100,-21,-81,-100,-100,-100,-83,-83,-85,-100,-100,-100,-82,-100,-100,-100,-100,-100,-76,-84,-76,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-72,-71,-100,-100,-83,-83,-100,-100,-100,-88,-84,-100,-100,-76,-84,-100,-100,-100,-100,-100,-64,-72,-100,-100,-73,-81,-58,-100,-100,-73,-100,-100,-100,-72,-85,-73,-100,-62,-100,-100,-100,-100,-76,-100,-73,-100,-100,-73,-63,-62,-100,-100,-100,-83,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-70,-80,-85,-69,-86,-70,-70,-100,-79,-86,-81,-100,-81,-100,-100,-100,-100,-100,-100,-72,-72,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275.2000000000001,799.6000000000007,57
-100,-100,-100,-83,-85,-85,-83,-83,-100,-100,-100,-22,-85,-100,-100,-100,-83,-83,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-75,-84,-75,-82,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-72,-72,-100,-100,-84,-82,-100,-100,-100,-88,-84,-100,-100,-75,-84,-100,-100,-100,-90,-100,-64,-72,-100,-100,-73,-80,-58,-100,-83,-73,-73,-100,-100,-72,-86,-73,-100,-64,-100,-100,-100,-100,-76,-100,-72,-100,-100,-73,-63,-63,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-72,-81,-85,-69,-86,-72,-72,-100,-79,-86,-81,-100,-81,-100,-100,-69,-100,-100,-100,-69,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275.2000000000001,799.6000000000007,57
-100,-100,-100,-84,-84,-84,-82,-83,-100,-100,-100,-22,-86,-100,-100,-100,-83,-83,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-76,-83,-76,-83,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-72,-72,-100,-100,-83,-83,-100,-100,-100,-87,-84,-100,-100,-76,-85,-100,-100,-100,-90,-100,-64,-72,-100,-100,-73,-80,-58,-100,-83,-73,-74,-100,-100,-72,-86,-73,-100,-61,-100,-100,-100,-100,-76,-100,-72,-100,-100,-73,-63,-63,-100,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-71,-81,-85,-69,-86,-71,-71,-100,-79,-86,-81,-100,-81,-100,-100,-69,-100,-100,-100,-69,-69,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275.2000000000001,799.6000000000007,57
-100,-100,-100,-83,-84,-84,-82,-83,-100,-100,-100,-26,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-76,-83,-76,-83,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-65,-100,-72,-72,-100,-100,-84,-82,-100,-100,-100,-86,-100,-100,-100,-76,-85,-100,-100,-100,-90,-100,-64,-72,-100,-100,-73,-78,-59,-100,-83,-73,-74,-100,-100,-72,-84,-73,-100,-63,-100,-100,-100,-100,-74,-100,-74,-100,-100,-73,-63,-63,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-71,-81,-100,-69,-100,-71,-71,-100,-100,-100,-81,-100,-81,-100,-100,-69,-100,-100,-100,-69,-69,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275.2000000000001,799.6000000000007,57
-100,-100,-100,-83,-84,-86,-82,-83,-100,-100,-100,-22,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-83,-73,-85,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-72,-72,-100,-100,-85,-82,-100,-100,-100,-86,-100,-100,-100,-74,-83,-100,-100,-100,-100,-100,-64,-72,-100,-100,-73,-85,-58,-100,-100,-74,-74,-100,-100,-72,-86,-73,-100,-61,-100,-100,-100,-100,-75,-100,-73,-100,-100,-73,-63,-62,-82,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-70,-81,-100,-69,-100,-70,-70,-100,-81,-100,-81,-100,-100,-100,-100,-70,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275.2000000000001,799.6000000000007,57
-100,-100,-100,-84,-85,-84,-83,-82,-100,-100,-100,-26,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-84,-74,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-72,-72,-100,-100,-84,-83,-100,-100,-100,-86,-100,-100,-100,-74,-84,-100,-100,-100,-100,-100,-65,-72,-100,-100,-75,-80,-58,-100,-100,-74,-74,-100,-100,-72,-86,-73,-100,-61,-100,-100,-100,-100,-82,-100,-73,-100,-100,-73,-63,-62,-82,-100,-100,-83,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-70,-81,-86,-70,-100,-70,-70,-100,-81,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275.2000000000001,799.6000000000007,57
-82,-100,-100,-81,-81,-81,-85,-85,-100,-100,-100,-21,-100,-100,-100,-100,-82,-100,-100,-100,-100,-87,-83,-83,-100,-100,-100,-100,-71,-83,-71,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-73,-72,-100,-100,-80,-85,-100,-100,-100,-87,-82,-100,-100,-71,-82,-100,-100,-100,-100,-100,-68,-73,-100,-100,-69,-78,-55,-100,-100,-71,-70,-100,-100,-72,-81,-71,-100,-59,-100,-100,-100,-100,-71,-100,-69,-100,-100,-69,-66,-66,-82,-100,-100,-83,-100,-87,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-87,-100,-72,-81,-86,-66,-100,-72,-71,-100,-81,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275.2000000000001,785.4000000000007,58
-82,-100,-100,-79,-79,-81,-86,-85,-100,-100,-100,-22,-81,-100,-100,-100,-100,-81,-100,-100,-100,-87,-83,-83,-100,-100,-100,-100,-72,-83,-73,-83,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-73,-72,-100,-100,-79,-85,-100,-100,-100,-86,-82,-100,-100,-72,-83,-100,-100,-100,-89,-100,-69,-73,-100,-100,-69,-81,-56,-100,-100,-71,-66,-100,-100,-72,-85,-71,-100,-59,-100,-100,-100,-100,-71,-100,-69,-100,-100,-69,-66,-65,-100,-100,-100,-84,-100,-87,-60,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-67,-69,-100,-100,-100,-100,-100,-87,-100,-72,-81,-100,-66,-100,-72,-71,-100,-83,-100,-81,-100,-100,-100,-100,-68,-100,-100,-100,-68,-68,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275.2000000000001,785.4000000000007,58
-82,-100,-100,-81,-81,-80,-84,-87,-100,-100,-100,-22,-81,-100,-100,-100,-100,-81,-100,-100,-100,-87,-83,-83,-100,-100,-100,-100,-72,-82,-72,-82,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-73,-73,-100,-100,-80,-85,-100,-100,-100,-87,-82,-100,-100,-72,-83,-100,-100,-100,-88,-100,-70,-73,-100,-100,-69,-81,-53,-100,-79,-71,-70,-100,-100,-73,-85,-71,-100,-59,-100,-100,-79,-100,-71,-100,-69,-100,-100,-69,-66,-65,-100,-100,-100,-75,-100,-87,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-67,-69,-100,-100,-100,-100,-100,-87,-100,-72,-81,-84,-66,-84,-72,-72,-100,-83,-100,-82,-100,-100,-100,-100,-68,-100,-100,-100,-68,-68,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,275.2000000000001,785.4000000000007,58
