38:17:c3:1f:00:b0,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:09:91,44:48:c1:91:d0:12,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:14,38:17:c3:1f:09:93,38:17:c3:1f:09:92,b4:5d:50:e1:96:43,44:48:c1:91:d0:02,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:14:12,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:24:47:52,44:48:c1:91:95:b0,38:17:c3:1f:14:11,38:17:c3:24:47:51,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:19:d2,a8:bd:27:4c:aa:93,44:48:c1:91:d0:04,38:17:c3:19:45:a1,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d1,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:19:45:a2,44:48:c1:91:95:a1,38:17:c3:1f:09:83,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,44:48:c1:91:95:b2,20:a6:cd:42:0a:d2,38:17:c3:24:47:50,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,38:17:c3:19:45:a0,44:48:c1:91:95:a2,38:17:c3:19:45:b0,38:17:c3:19:36:30,20:a6:cd:42:13:f0,66:2a:2f:53:7c:99,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:00,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:19:c0,a8:bd:27:4c:aa:82,38:17:c3:1f:09:80,38:17:c3:1f:09:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:81,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,08:36:c9:53:bf:8b,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:13,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:3a:41,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:01,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,ea:9e:b4:53:24:54,68:ff:7b:e4:af:38,80:8d:b7:55:3a:40,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:01,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:1e:ff:11,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:d0,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:de:e1:12,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:51,38:17:c3:1f:0e:00,00:4e:35:df:06:40,00:4e:35:de:e1:10,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,timestamp
-57,-71,-70,-58,-57,-76,-72,-63,-63,-100,-81,-83,-100,-100,-91,-91,-82,-82,-89,-100,-100,-87,-85,-73,-73,-69,-100,-100,-89,-100,-69,-90,-88,-88,-88,-100,-90,-85,-87,-100,-100,-100,-82,-86,-100,-86,-100,-84,-85,-90,-63,-83,-81,-90,-88,-100,-73,-100,-88,-90,-69,-100,-88,-88,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-83,-100,-81,-100,-100,-83,-100,-100,-100,-100,-87,-87,-88,-86,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,125,627,903976852206
-57,-100,-71,-58,-58,-73,-70,-62,-63,-100,-81,-83,-100,-100,-91,-89,-82,-81,-88,-100,-100,-87,-81,-73,-73,-69,-100,-100,-88,-100,-69,-90,-88,-88,-88,-100,-87,-85,-87,-100,-100,-100,-83,-86,-100,-87,-100,-85,-86,-90,-63,-81,-81,-90,-89,-100,-73,-100,-88,-90,-69,-100,-87,-88,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-84,-100,-100,-82,-100,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,125,627,908342356267
-58,-71,-71,-58,-59,-72,-72,-63,-63,-100,-100,-82,-82,-100,-100,-89,-100,-82,-89,-100,-87,-100,-78,-73,-73,-69,-100,-100,-88,-100,-69,-90,-86,-86,-86,-100,-89,-84,-100,-100,-100,-100,-82,-100,-100,-87,-100,-86,-85,-100,-63,-77,-82,-100,-89,-100,-73,-100,-86,-89,-69,-100,-89,-100,-100,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-83,-100,-100,-82,-100,-88,-82,-88,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,125,627,912737545692
-58,-71,-71,-58,-58,-73,-73,-63,-63,-100,-100,-82,-82,-100,-100,-92,-100,-82,-88,-100,-87,-100,-82,-73,-73,-69,-100,-100,-89,-100,-69,-90,-85,-86,-87,-100,-89,-84,-85,-100,-100,-100,-81,-86,-100,-87,-100,-86,-85,-94,-63,-83,-82,-92,-88,-90,-73,-100,-86,-90,-69,-100,-89,-85,-100,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-82,-100,-100,-77,-100,-88,-82,-87,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,125,627,917069009024
-58,-71,-71,-59,-59,-76,-56,-63,-63,-100,-100,-82,-82,-100,-100,-90,-100,-82,-88,-100,-85,-100,-81,-73,-73,-100,-100,-100,-89,-100,-100,-100,-86,-86,-86,-100,-100,-100,-85,-100,-100,-100,-83,-86,-100,-88,-100,-87,-86,-90,-63,-81,-82,-92,-88,-92,-73,-100,-87,-90,-100,-100,-88,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-82,-87,-87,-82,-87,-86,-100,-100,-85,-100,-100,-100,-100,-87,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,125,627,921554034334
-57,-77,-77,-57,-57,-78,-64,-62,-62,-82,-100,-100,-100,-100,-100,-100,-100,-89,-81,-82,-90,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-87,-100,-84,-100,-100,-100,-85,-83,-100,-89,-100,-85,-85,-100,-62,-100,-100,-100,-82,-100,-81,-100,-91,-100,-100,-100,-88,-83,-100,-85,-100,-100,-100,-86,-86,-100,-100,-100,-87,-100,-81,-100,-100,-82,-100,-100,-82,-100,-67,-100,-100,-100,-94,-85,-83,-83,-85,-85,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,142,627,991381989464
-57,-77,-76,-58,-58,-82,-81,-62,-62,-82,-100,-100,-100,-100,-100,-100,-100,-89,-82,-81,-90,-100,-86,-78,-77,-75,-100,-100,-100,-100,-75,-100,-91,-89,-100,-100,-87,-100,-84,-100,-100,-100,-83,-83,-100,-81,-100,-85,-85,-100,-62,-100,-100,-100,-82,-92,-82,-100,-88,-100,-76,-100,-88,-83,-100,-85,-100,-100,-100,-86,-86,-100,-100,-100,-87,-100,-82,-100,-100,-82,-100,-100,-82,-100,-88,-100,-100,-100,-94,-85,-82,-82,-85,-86,-86,-85,-92,-90,-83,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,142,627,995693999410
-57,-76,-76,-57,-57,-82,-83,-62,-62,-82,-100,-100,-100,-100,-100,-100,-100,-89,-82,-81,-100,-100,-90,-78,-77,-75,-100,-100,-100,-100,-75,-100,-91,-89,-100,-100,-88,-100,-100,-100,-100,-100,-84,-100,-100,-81,-100,-86,-86,-100,-62,-100,-100,-100,-82,-92,-81,-100,-89,-100,-76,-100,-88,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-83,-100,-88,-100,-100,-84,-100,-85,-82,-82,-85,-86,-86,-85,-92,-90,-83,-84,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,142,627,999969893680
-57,-76,-77,-57,-57,-84,-83,-62,-62,-81,-87,-100,-100,-100,-100,-100,-88,-88,-82,-82,-100,-100,-90,-81,-81,-75,-100,-100,-100,-100,-75,-100,-91,-90,-90,-100,-88,-88,-84,-100,-100,-100,-84,-84,-100,-100,-100,-86,-86,-100,-62,-100,-88,-100,-82,-92,-81,-100,-90,-100,-75,-100,-88,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-100,-83,-100,-100,-83,-100,-80,-100,-100,-84,-100,-85,-100,-100,-100,-85,-100,-85,-91,-92,-83,-85,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,142,627,1004330983209
-57,-77,-76,-57,-57,-76,-78,-63,-63,-81,-87,-100,-100,-100,-100,-100,-88,-88,-81,-81,-90,-100,-90,-81,-81,-75,-100,-100,-100,-100,-75,-100,-90,-89,-89,-100,-100,-90,-84,-100,-100,-100,-83,-82,-100,-90,-100,-83,-83,-100,-63,-100,-88,-100,-82,-92,-80,-100,-89,-100,-75,-100,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-100,-82,-100,-100,-82,-100,-79,-100,-100,-79,-100,-85,-81,-83,-100,-85,-100,-85,-91,-92,-83,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,142,627,1008621913103
-60,-77,-76,-60,-60,-76,-68,-62,-62,-81,-100,-100,-100,-100,-100,-100,-100,-89,-82,-83,-90,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-90,-91,-89,-100,-100,-90,-83,-100,-100,-100,-83,-83,-100,-87,-100,-87,-88,-100,-62,-100,-88,-100,-82,-100,-80,-100,-89,-100,-77,-100,-100,-83,-100,-87,-100,-100,-100,-87,-87,-100,-100,-100,-85,-100,-83,-100,-100,-83,-100,-100,-82,-100,-82,-100,-100,-79,-100,-86,-81,-83,-100,-85,-100,-87,-100,-90,-83,-87,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,142,627,1013042220966
-52,-100,-100,-52,-52,-77,-77,-61,-62,-100,-84,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-81,-80,-77,-100,-100,-100,-100,-77,-100,-100,-92,-100,-100,-87,-90,-100,-100,-100,-100,-84,-100,-100,-87,-100,-81,-82,-100,-61,-100,-86,-100,-100,-100,-80,-100,-92,-100,-78,-100,-86,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,627,1062363215895
-52,-80,-80,-53,-53,-77,-78,-61,-61,-100,-84,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-86,-81,-80,-77,-100,-100,-100,-100,-77,-100,-100,-93,-100,-100,-88,-90,-100,-100,-100,-100,-85,-100,-100,-88,-100,-84,-84,-100,-61,-100,-86,-100,-100,-100,-80,-100,-92,-100,-77,-100,-86,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-85,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,627,1066442649331
-52,-80,-80,-53,-53,-79,-79,-61,-59,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-89,-100,-88,-80,-80,-78,-100,-100,-100,-100,-77,-100,-100,-91,-100,-100,-88,-92,-100,-100,-100,-100,-85,-100,-100,-88,-100,-82,-82,-100,-61,-100,-85,-100,-100,-100,-80,-100,-100,-100,-78,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-100,-87,-100,-86,-100,-100,-85,-100,-81,-85,-100,-85,-85,-84,-100,-88,-89,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,627,1070625280007
-53,-80,-100,-53,-53,-81,-81,-61,-61,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-90,-100,-87,-80,-81,-77,-100,-100,-100,-100,-77,-100,-100,-91,-100,-100,-89,-92,-100,-100,-100,-100,-85,-100,-100,-88,-100,-82,-81,-100,-61,-100,-85,-100,-100,-100,-80,-100,-92,-100,-78,-100,-89,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-88,-100,-84,-100,-100,-81,-100,-83,-100,-100,-85,-85,-84,-83,-87,-87,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,627,1074899008130
-53,-100,-79,-53,-53,-81,-75,-61,-61,-100,-87,-100,-100,-100,-100,-100,-88,-88,-100,-100,-90,-100,-90,-80,-81,-78,-100,-100,-100,-100,-77,-100,-100,-91,-100,-100,-89,-90,-82,-100,-100,-100,-85,-100,-100,-89,-100,-82,-81,-100,-61,-88,-88,-100,-100,-100,-81,-100,-92,-100,-78,-100,-89,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-87,-100,-85,-100,-100,-82,-100,-83,-100,-100,-100,-100,-100,-83,-88,-89,-100,-83,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,627,1079190484014
-52,-78,-78,-52,-52,-80,-75,-61,-61,-100,-87,-100,-100,-100,-100,-100,-88,-86,-100,-100,-89,-100,-86,-80,-81,-78,-100,-100,-100,-100,-78,-100,-100,-91,-100,-100,-88,-90,-82,-100,-100,-100,-79,-81,-100,-89,-100,-84,-84,-100,-61,-88,-88,-100,-87,-100,-81,-100,-100,-100,-78,-100,-88,-82,-100,-84,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-86,-100,-81,-100,-100,-84,-100,-83,-100,-100,-84,-100,-84,-83,-88,-88,-100,-83,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,627,1083495681721
-49,-100,-82,-50,-50,-100,-79,-62,-62,-100,-87,-100,-100,-100,-100,-100,-88,-87,-85,-85,-100,-100,-100,-82,-82,-76,-100,-100,-100,-100,-76,-100,-90,-89,-90,-100,-85,-100,-82,-86,-100,-100,-83,-82,-100,-86,-86,-87,-87,-100,-62,-100,-87,-100,-86,-100,-82,-100,-89,-100,-76,-100,-86,-82,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-77,-100,-100,-83,-100,-86,-84,-100,-85,-100,-100,-88,-89,-89,-100,-86,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,176,627,1120278078686
-49,-100,-81,-49,-49,-100,-84,-60,-60,-100,-87,-100,-100,-100,-100,-100,-86,-86,-86,-85,-100,-100,-89,-82,-82,-77,-100,-100,-100,-100,-77,-100,-90,-90,-90,-100,-85,-100,-81,-85,-100,-100,-81,-81,-100,-86,-86,-87,-86,-100,-61,-100,-85,-100,-87,-76,-81,-100,-89,-100,-77,-100,-85,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-87,-87,-79,-100,-100,-85,-100,-86,-84,-100,-86,-100,-86,-86,-90,-89,-100,-86,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,176,627,1124681530767
-49,-100,-81,-49,-49,-76,-84,-60,-60,-85,-87,-100,-100,-100,-100,-100,-86,-85,-86,-86,-100,-100,-89,-81,-81,-77,-100,-100,-100,-100,-77,-100,-90,-90,-89,-100,-86,-88,-81,-85,-100,-100,-83,-82,-100,-85,-100,-86,-87,-100,-60,-100,-87,-100,-86,-76,-81,-100,-90,-100,-77,-100,-87,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-79,-100,-100,-82,-100,-86,-100,-100,-87,-100,-87,-86,-89,-89,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,176,627,1129061655401
