b0:be:76:f8:30:5e,00:4e:35:df:06:51,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,00:4e:35:df:06:52,00:4e:35:de:e1:12,80:8d:b7:55:25:f0,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,38:17:c3:1f:0e:10,38:17:c3:19:d7:70,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:01,38:17:c3:19:d7:62,80:8d:b7:55:35:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:92,38:17:c3:1f:01:91,00:4e:35:df:06:50,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:19:d7:60,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,00:4e:35:de:e1:11,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,b4:5d:50:e1:92:33,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a2,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,38:17:c3:19:55:50,38:17:c3:19:d7:61,80:8d:b7:55:3a:42,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,b4:5d:50:e1:92:32,68:ff:7b:e4:af:39,b4:5d:50:e1:96:43,80:8d:b7:55:3a:40,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,b4:5d:50:e1:92:31,38:17:c3:1e:ff:00,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:21,44:48:c1:a5:82:22,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:19:45:a1,38:17:c3:1f:01:80,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:41,38:17:c3:1e:ff:02,b4:5d:50:e1:92:23,80:8d:b7:55:25:e0,38:17:c3:19:45:b0,00:4e:35:df:06:42,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,38:17:c3:1f:09:83,38:17:c3:19:71:90,b4:5d:50:e1:92:30,b4:5d:50:e1:96:53,b4:5d:50:e1:92:22,b4:5d:50:e1:96:50,00:4e:35:df:06:40,72:32:b1:3e:1a:b8,38:17:c3:19:45:a2,38:17:c3:19:71:91,00:4e:35:de:e1:00,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:1f:09:93,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:19:71:92,20:a6:cd:42:0b:e3,38:17:c3:1f:09:90,38:17:c3:19:55:40,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,00:4e:35:de:d7:43,00:4e:35:de:e1:02,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,44:48:c1:91:95:b0,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b2,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:e1:01,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:19:36:30,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,9c:d6:43:60:92:e0,x,y,timestamp
-57,-58,-74,-74,-74,-83,-83,-77,-77,-58,-74,-74,-84,-77,-79,-79,-80,-80,-80,-73,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-84,-83,-79,-100,-85,-79,-79,-100,-100,-58,-79,-100,-100,-100,-91,-74,-80,-76,-100,-88,-100,-81,-100,-80,-71,-70,-100,-100,-71,-58,-100,-100,-100,-100,-100,-100,-81,-100,-75,-100,-100,-100,-100,-100,-100,-100,-82,-74,-58,-58,-100,-100,-75,-100,-100,-100,-58,-100,-94,-79,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-74,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-74,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-83,-84,-87,-85,-87,-87,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,47,2994535894429
-57,-59,-73,-73,-74,-83,-83,-77,-77,-59,-75,-73,-84,-77,-78,-78,-80,-80,-81,-76,-100,-100,-100,-100,-74,-80,-100,-100,-100,-100,-75,-81,-73,-100,-84,-80,-74,-100,-100,-59,-74,-100,-100,-100,-91,-74,-81,-80,-100,-88,-100,-81,-100,-81,-71,-71,-100,-100,-71,-58,-100,-75,-100,-100,-100,-100,-83,-100,-75,-100,-100,-100,-100,-100,-100,-83,-81,-75,-58,-58,-100,-100,-75,-100,-100,-100,-58,-100,-100,-82,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-73,-79,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-78,-100,-100,-73,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-84,-74,-87,-85,-87,-87,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,47,2999173149427
-47,-59,-70,-70,-70,-88,-87,-81,-81,-59,-68,-70,-89,-82,-82,-82,-83,-82,-83,-76,-100,-100,-100,-100,-83,-82,-100,-88,-100,-100,-85,-82,-100,-100,-100,-80,-80,-100,-100,-59,-80,-90,-100,-100,-100,-68,-81,-81,-100,-100,-100,-86,-100,-81,-69,-70,-100,-100,-69,-61,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-87,-86,-68,-61,-61,-100,-100,-73,-100,-100,-100,-61,-100,-100,-81,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-79,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-78,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-79,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,26,3040713084671
-47,-58,-70,-70,-70,-88,-87,-81,-81,-58,-68,-70,-90,-81,-83,-82,-82,-82,-83,-77,-81,-81,-100,-100,-82,-82,-82,-88,-100,-100,-85,-82,-85,-100,-86,-80,-80,-100,-100,-58,-80,-90,-100,-100,-92,-68,-81,-81,-100,-100,-100,-77,-100,-82,-69,-69,-100,-100,-69,-61,-100,-73,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-86,-86,-68,-61,-61,-100,-100,-72,-100,-100,-100,-61,-100,-100,-82,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-79,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-76,-100,-100,-79,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-82,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,26,3045218346701
-48,-58,-70,-70,-70,-87,-89,-82,-82,-58,-69,-70,-87,-82,-82,-82,-82,-82,-100,-76,-81,-80,-100,-100,-82,-82,-82,-89,-100,-100,-85,-87,-85,-100,-86,-80,-81,-100,-100,-58,-80,-100,-100,-100,-92,-69,-100,-81,-100,-100,-100,-86,-100,-82,-69,-69,-100,-100,-69,-61,-100,-73,-100,-100,-100,-100,-88,-100,-72,-100,-100,-100,-100,-100,-100,-86,-85,-69,-61,-61,-100,-100,-72,-100,-100,-100,-61,-100,-100,-82,-100,-61,-89,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-79,-100,-100,-63,-62,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-76,-100,-100,-80,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-100,-100,-100,-100,-87,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,26,3049716238210
-47,-58,-71,-71,-71,-87,-88,-81,-81,-58,-68,-71,-88,-82,-81,-81,-82,-82,-82,-74,-100,-80,-100,-100,-81,-82,-100,-89,-100,-100,-85,-83,-85,-100,-86,-80,-81,-100,-100,-58,-80,-91,-100,-100,-100,-69,-100,-81,-100,-100,-100,-86,-100,-100,-70,-70,-100,-100,-70,-62,-100,-72,-100,-100,-100,-100,-88,-100,-72,-100,-100,-100,-100,-100,-100,-100,-85,-69,-62,-62,-100,-100,-72,-100,-100,-100,-62,-100,-100,-100,-100,-62,-89,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-80,-100,-100,-63,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-80,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-82,-100,-100,-100,-100,-87,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,26,3054292561854
-49,-59,-70,-70,-70,-87,-86,-82,-82,-59,-69,-70,-86,-81,-81,-81,-82,-82,-82,-77,-100,-100,-100,-100,-81,-82,-100,-87,-100,-100,-85,-89,-85,-100,-85,-81,-81,-100,-100,-59,-81,-91,-100,-100,-92,-69,-100,-80,-100,-100,-100,-86,-100,-81,-69,-69,-100,-100,-70,-62,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-86,-87,-69,-62,-62,-100,-100,-72,-100,-100,-100,-63,-100,-100,-80,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-81,-100,-100,-66,-65,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-80,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-88,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,26,3058914387946
-48,-59,-70,-70,-70,-87,-87,-81,-81,-59,-69,-70,-87,-81,-80,-81,-83,-83,-83,-77,-100,-100,-100,-100,-81,-82,-100,-89,-100,-100,-86,-84,-86,-100,-85,-81,-81,-100,-100,-59,-81,-100,-100,-100,-92,-69,-100,-83,-100,-100,-100,-86,-100,-81,-70,-70,-100,-100,-70,-62,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-85,-85,-69,-62,-62,-100,-100,-72,-100,-100,-100,-62,-100,-100,-80,-100,-62,-92,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-76,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-81,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,26,3063487178621
-51,-55,-79,-79,-79,-82,-82,-75,-75,-55,-74,-79,-83,-75,-80,-100,-84,-100,-100,-78,-100,-100,-100,-100,-100,-84,-100,-86,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-91,-74,-80,-82,-100,-100,-100,-86,-100,-81,-71,-71,-100,-100,-71,-67,-100,-71,-100,-100,-100,-100,-87,-100,-71,-100,-100,-100,-100,-100,-100,-87,-86,-74,-67,-67,-100,-100,-71,-100,-100,-100,-65,-100,-100,-81,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-77,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-87,-86,-83,-86,-100,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,4,3101933845898
-51,-56,-78,-79,-78,-82,-83,-75,-75,-56,-74,-78,-83,-76,-80,-100,-84,-100,-100,-78,-78,-78,-100,-100,-100,-85,-79,-86,-100,-100,-86,-87,-100,-100,-87,-100,-100,-100,-100,-56,-100,-100,-100,-100,-89,-74,-80,-84,-100,-100,-100,-86,-100,-81,-70,-70,-100,-100,-70,-68,-100,-72,-100,-100,-100,-100,-87,-100,-72,-100,-100,-100,-100,-100,-100,-87,-88,-74,-67,-67,-100,-100,-71,-100,-100,-100,-65,-100,-100,-81,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-77,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-77,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-87,-86,-82,-86,-87,-83,-88,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,4,3106261652146
-52,-55,-78,-100,-78,-81,-81,-76,-75,-49,-73,-78,-81,-76,-81,-81,-84,-84,-100,-82,-78,-78,-100,-100,-80,-85,-79,-100,-100,-100,-100,-84,-100,-100,-87,-100,-100,-100,-100,-55,-100,-100,-100,-100,-89,-73,-100,-65,-100,-100,-100,-86,-100,-100,-70,-70,-100,-100,-70,-68,-100,-73,-100,-100,-100,-100,-87,-100,-73,-100,-100,-100,-100,-100,-100,-87,-85,-73,-68,-68,-100,-100,-73,-100,-100,-100,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-77,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-72,-100,-100,-78,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-86,-87,-82,-89,-87,-100,-87,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,4,3110912451467
-53,-55,-79,-79,-80,-81,-81,-76,-76,-55,-72,-78,-81,-76,-81,-80,-100,-84,-100,-77,-79,-79,-100,-100,-81,-84,-79,-91,-100,-100,-87,-84,-100,-100,-100,-100,-100,-100,-100,-55,-79,-100,-100,-100,-84,-72,-80,-82,-100,-100,-100,-85,-100,-79,-71,-71,-100,-100,-71,-68,-100,-73,-100,-100,-100,-100,-87,-100,-73,-100,-100,-100,-100,-100,-100,-100,-84,-73,-67,-68,-100,-100,-73,-100,-100,-100,-64,-100,-100,-79,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-73,-100,-100,-77,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-87,-87,-82,-88,-87,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,4,3115246376830
-54,-55,-79,-79,-78,-82,-82,-75,-75,-54,-72,-80,-82,-75,-81,-81,-85,-77,-85,-77,-79,-79,-100,-100,-82,-79,-79,-89,-100,-100,-86,-88,-100,-100,-100,-78,-79,-100,-100,-55,-79,-100,-100,-100,-92,-72,-81,-81,-100,-100,-100,-86,-100,-81,-70,-70,-100,-100,-70,-68,-100,-72,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-84,-85,-73,-68,-68,-100,-100,-72,-100,-100,-100,-67,-100,-100,-81,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-73,-100,-100,-78,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-80,-87,-87,-84,-87,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,4,3119844963131
-54,-55,-79,-79,-79,-82,-82,-75,-75,-55,-72,-79,-82,-75,-81,-81,-84,-84,-84,-77,-100,-100,-100,-100,-82,-84,-100,-89,-100,-100,-86,-86,-100,-100,-100,-79,-79,-100,-100,-55,-79,-100,-100,-100,-89,-72,-81,-81,-100,-100,-100,-85,-100,-82,-70,-70,-100,-100,-70,-68,-100,-71,-100,-100,-100,-100,-88,-100,-72,-100,-100,-100,-100,-100,-100,-84,-85,-72,-68,-68,-100,-100,-72,-100,-100,-100,-66,-100,-100,-82,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-78,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-78,-76,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-78,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-87,-87,-84,-87,-100,-78,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,4,3124430898129
-61,-57,-80,-80,-80,-83,-83,-80,-80,-57,-71,-81,-83,-80,-82,-100,-82,-81,-83,-80,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-57,-83,-100,-100,-100,-100,-71,-100,-78,-100,-100,-100,-88,-100,-78,-71,-71,-100,-100,-71,-74,-100,-74,-100,-100,-100,-100,-88,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-71,-74,-100,-100,-100,-74,-100,-100,-100,-68,-100,-93,-78,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-79,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-78,-74,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-74,-100,-100,-79,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,-17,3158322902022
-45,-58,-79,-79,-79,-82,-82,-82,-81,-58,-72,-79,-82,-83,-82,-81,-83,-83,-84,-79,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-83,-100,-100,-58,-83,-100,-100,-100,-92,-72,-77,-78,-100,-100,-100,-88,-100,-77,-70,-70,-100,-100,-70,-73,-100,-73,-100,-100,-100,-100,-88,-100,-73,-100,-100,-100,-100,-100,-100,-87,-86,-72,-73,-73,-100,-100,-73,-100,-100,-100,-65,-100,-93,-78,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-78,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-78,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,-17,3162723000562
-58,-58,-79,-79,-79,-83,-82,-82,-82,-58,-71,-79,-83,-82,-82,-81,-83,-82,-83,-75,-83,-82,-100,-100,-82,-83,-83,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-92,-72,-77,-78,-100,-100,-100,-100,-100,-77,-70,-69,-100,-100,-70,-73,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-87,-88,-72,-72,-73,-100,-100,-74,-100,-100,-100,-66,-100,-100,-78,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-78,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-79,-76,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-100,-78,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,-17,3167258427436
-60,-62,-79,-79,-79,-82,-83,-82,-82,-62,-71,-78,-83,-82,-80,-82,-82,-83,-83,-78,-82,-82,-100,-100,-83,-82,-83,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-71,-77,-77,-100,-100,-100,-84,-100,-77,-70,-69,-100,-100,-70,-73,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-84,-87,-71,-73,-73,-100,-100,-73,-100,-100,-100,-65,-100,-100,-78,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-79,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-80,-77,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-100,-79,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,-17,3171697155142
-57,-62,-78,-78,-78,-82,-83,-82,-81,-61,-72,-79,-83,-82,-80,-81,-83,-83,-83,-80,-82,-83,-100,-100,-81,-83,-83,-100,-100,-100,-100,-86,-100,-100,-100,-84,-84,-100,-100,-62,-84,-100,-100,-100,-100,-72,-77,-79,-100,-100,-100,-87,-100,-77,-70,-69,-100,-100,-70,-73,-100,-73,-100,-100,-100,-100,-91,-100,-73,-100,-100,-100,-100,-100,-100,-87,-87,-71,-72,-73,-100,-100,-73,-100,-100,-100,-66,-100,-100,-77,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-80,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-75,-100,-100,-79,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,-17,3176276963161
-54,-61,-74,-74,-75,-81,-81,-81,-81,-61,-73,-75,-82,-81,-82,-81,-81,-81,-81,-80,-82,-83,-100,-100,-81,-82,-83,-100,-100,-100,-100,-89,-100,-100,-100,-85,-84,-100,-100,-60,-85,-100,-100,-100,-100,-73,-77,-80,-100,-100,-100,-88,-100,-77,-70,-70,-100,-100,-70,-76,-100,-74,-100,-100,-100,-100,-90,-100,-74,-100,-100,-100,-100,-100,-100,-87,-88,-72,-75,-76,-100,-100,-74,-100,-100,-100,-67,-100,-100,-77,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-80,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-78,-76,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-72,-100,-100,-78,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,-17,3180912902170
