b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:25:e3,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1e:ff:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:02,38:17:c3:1f:01:82,38:17:c3:1f:01:80,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,80:8d:b7:55:3a:51,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1f:09:83,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:21,44:48:c1:a5:82:22,38:17:c3:1f:09:93,00:4e:35:df:06:40,b4:5d:50:e1:92:23,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,44:48:c1:a5:82:20,00:4e:35:de:e1:12,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:19:d7:62,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:41,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:60,38:17:c3:19:45:a0,38:17:c3:19:71:90,38:17:c3:19:55:50,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:96:43,38:17:c3:1e:ff:00,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:01:81,38:17:c3:19:45:a1,38:17:c3:19:45:a2,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:40,b4:5d:50:e1:92:33,38:17:c3:19:45:b0,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,b4:5d:50:e1:92:31,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:08:50,38:17:c3:1f:08:52,44:48:c1:91:95:b3,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:41,00:4e:35:de:d7:53,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,00:4e:35:df:0e:00,38:17:c3:1b:08:b1,38:17:c3:24:4f:10,00:4e:35:df:27:12,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:1f:0f:92,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,38:17:c3:1f:0f:91,38:17:c3:24:4f:01,20:a6:cd:42:0b:f3,0a:05:a7:e3:d9:82,9e:2b:77:8e:45:c7,38:17:c3:1f:00:b2,44:48:c1:91:95:b1,38:17:c3:1f:00:b1,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,x,y,label
-40,-76,-68,-69,-68,-91,-84,-91,-84,-84,-90,-84,-99,-94,-99,-93,-92,-88,-92,-100,-100,-100,-100,-87,-98,-99,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-93,-100,-76,-100,-100,-83,-83,-84,-100,-97,-100,-73,-100,-83,-100,-100,-81,-100,-100,-84,-89,-82,-78,-100,-100,-73,-72,-73,-91,-81,-100,-100,-100,-73,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-81,-80,-76,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-63,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-93,-86,-86,-100,-100,-100,-66,-67,-65,-100,-100,-100,-100,-100,-100,-92,-92,-89,-100,-95,-95,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-41,-74,-69,-70,-69,-93,-85,-93,-85,-83,-91,-85,-97,-94,-97,-90,-94,-92,-94,-100,-100,-100,-100,-86,-98,-99,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-96,-100,-74,-100,-100,-84,-84,-84,-100,-98,-100,-73,-100,-84,-100,-100,-80,-100,-100,-83,-87,-83,-79,-100,-100,-73,-73,-73,-88,-81,-100,-100,-100,-74,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-81,-80,-81,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-79,-100,-100,-100,-65,-100,-65,-100,-64,-100,-100,-100,-100,-100,-100,-100,-95,-89,-87,-100,-100,-100,-68,-68,-67,-100,-100,-100,-100,-100,-100,-89,-89,-88,-100,-97,-95,-94,-100,-100,-93,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-41,-74,-70,-70,-70,-94,-85,-94,-85,-83,-93,-85,-97,-94,-97,-90,-94,-94,-94,-100,-100,-100,-100,-87,-99,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-96,-100,-74,-100,-100,-83,-83,-84,-100,-98,-100,-73,-100,-83,-100,-100,-80,-100,-100,-84,-86,-82,-79,-100,-100,-74,-73,-73,-87,-82,-100,-100,-100,-74,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-80,-80,-82,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-80,-100,-100,-100,-64,-100,-64,-100,-64,-100,-100,-100,-100,-100,-100,-100,-94,-89,-85,-100,-100,-100,-68,-67,-67,-100,-100,-100,-100,-100,-100,-89,-89,-88,-100,-97,-95,-94,-100,-100,-93,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-42,-83,-72,-72,-72,-97,-87,-95,-87,-92,-93,-87,-94,-97,-95,-88,-100,-97,-99,-100,-100,-100,-100,-88,-97,-97,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-84,-96,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-94,-94,-100,-100,-81,-81,-76,-100,-94,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-88,-89,-79,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-88,-88,-91,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-100,-100,-88,-86,-86,-100,-100,-100,-100,-100,-100,-84,-94,-94,-97,-95,-98,-94,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-43,-83,-72,-72,-72,-97,-87,-95,-87,-92,-94,-87,-95,-98,-95,-90,-100,-98,-99,-100,-100,-100,-100,-89,-97,-97,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-99,-86,-97,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-92,-92,-100,-100,-82,-82,-76,-100,-92,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-88,-87,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-82,-100,-100,-100,-67,-100,-67,-100,-59,-100,-100,-100,-100,-100,-100,-100,-89,-89,-91,-100,-100,-100,-60,-59,-60,-100,-100,-100,-100,-100,-100,-88,-86,-85,-100,-98,-98,-100,-100,-100,-84,-93,-93,-97,-95,-98,-93,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-97,-92,-90,-97,-97,-89,-100,-100,-83,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-43,-83,-72,-72,-72,-97,-87,-95,-88,-92,-93,-87,-94,-97,-95,-89,-100,-97,-99,-100,-100,-100,-100,-89,-97,-97,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-85,-97,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-94,-94,-100,-100,-81,-81,-76,-100,-94,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-89,-89,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-81,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-88,-88,-91,-100,-100,-100,-60,-60,-60,-100,-100,-100,-100,-100,-100,-88,-86,-85,-100,-99,-99,-100,-100,-100,-84,-93,-93,-97,-96,-98,-93,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-98,-91,-89,-98,-98,-88,-100,-100,-83,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-43,-83,-72,-72,-72,-97,-87,-95,-88,-91,-94,-87,-96,-98,-95,-90,-100,-98,-99,-100,-100,-100,-100,-91,-97,-97,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-86,-97,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-93,-92,-100,-100,-82,-82,-75,-100,-92,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-88,-87,-83,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-90,-90,-91,-100,-100,-100,-60,-59,-60,-100,-100,-100,-100,-100,-100,-87,-86,-85,-100,-97,-97,-100,-100,-100,-83,-92,-92,-97,-96,-98,-92,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-97,-92,-90,-97,-97,-90,-100,-100,-83,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-43,-83,-72,-72,-72,-97,-87,-95,-88,-92,-93,-87,-95,-98,-95,-89,-100,-98,-99,-100,-100,-100,-100,-89,-97,-97,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-85,-97,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-93,-93,-100,-100,-82,-82,-75,-100,-93,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-88,-88,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-81,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-89,-89,-91,-100,-100,-100,-60,-60,-60,-100,-100,-100,-100,-100,-100,-88,-86,-85,-100,-98,-98,-100,-100,-100,-83,-93,-93,-97,-96,-98,-93,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-90,-97,-97,-89,-100,-100,-83,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-43,-83,-72,-72,-72,-97,-87,-95,-88,-92,-93,-87,-95,-98,-95,-89,-100,-98,-99,-100,-100,-100,-100,-89,-97,-97,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-85,-97,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-93,-93,-100,-100,-82,-82,-75,-100,-93,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-88,-88,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-81,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-89,-89,-91,-100,-100,-100,-60,-60,-60,-100,-100,-100,-100,-100,-100,-88,-86,-85,-100,-98,-98,-100,-100,-100,-83,-93,-93,-97,-96,-98,-93,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-90,-97,-97,-89,-100,-100,-83,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-42,-83,-72,-72,-72,-97,-87,-95,-87,-92,-93,-87,-94,-97,-95,-88,-100,-97,-99,-100,-100,-100,-100,-88,-97,-97,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-84,-96,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-94,-94,-100,-100,-81,-81,-76,-100,-94,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-88,-89,-79,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-88,-88,-91,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-100,-100,-88,-86,-86,-100,-100,-100,-100,-100,-100,-84,-94,-94,-97,-95,-98,-94,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-42,-83,-72,-72,-72,-97,-87,-95,-87,-92,-93,-87,-94,-97,-95,-88,-100,-97,-99,-100,-100,-100,-100,-88,-97,-97,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-84,-96,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-94,-94,-100,-100,-81,-81,-76,-100,-94,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-88,-89,-79,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-88,-88,-91,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-100,-100,-88,-86,-86,-100,-100,-100,-100,-100,-100,-84,-94,-94,-97,-95,-98,-94,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-42,-83,-72,-72,-72,-97,-87,-95,-87,-92,-93,-87,-94,-97,-95,-88,-100,-97,-99,-100,-100,-100,-100,-88,-97,-97,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-84,-96,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-94,-94,-100,-100,-81,-81,-76,-100,-94,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-88,-89,-79,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-88,-88,-91,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-100,-100,-88,-86,-86,-100,-100,-100,-100,-100,-100,-84,-94,-94,-97,-95,-98,-94,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-42,-83,-72,-72,-72,-97,-87,-95,-87,-92,-93,-87,-94,-97,-95,-88,-100,-97,-99,-100,-100,-100,-100,-88,-97,-97,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-84,-96,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-94,-94,-100,-100,-81,-81,-76,-100,-94,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-88,-89,-79,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-88,-88,-91,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-100,-100,-88,-86,-86,-100,-100,-100,-100,-100,-100,-84,-94,-94,-97,-95,-98,-94,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-42,-83,-72,-72,-72,-97,-87,-95,-87,-92,-93,-87,-94,-97,-95,-88,-100,-97,-99,-100,-100,-100,-100,-88,-97,-97,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-84,-96,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-94,-94,-100,-100,-81,-81,-76,-100,-94,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-88,-89,-79,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-88,-88,-91,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-100,-100,-88,-86,-86,-100,-100,-100,-100,-100,-100,-84,-94,-94,-97,-95,-98,-94,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-42,-83,-72,-72,-72,-97,-87,-95,-87,-92,-93,-87,-94,-97,-95,-88,-100,-97,-99,-100,-100,-100,-100,-88,-97,-97,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-98,-84,-96,-100,-100,-100,-77,-100,-90,-100,-100,-86,-100,-100,-100,-100,-94,-94,-100,-100,-81,-81,-76,-100,-94,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-88,-89,-79,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-69,-100,-69,-100,-61,-100,-100,-100,-100,-100,-100,-100,-88,-88,-91,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-100,-100,-88,-86,-86,-100,-100,-100,-100,-100,-100,-84,-94,-94,-97,-95,-98,-94,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-44,-83,-72,-72,-71,-97,-89,-95,-89,-92,-95,-88,-98,-100,-94,-93,-100,-100,-100,-100,-100,-100,-100,-92,-97,-97,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-88,-97,-100,-100,-100,-78,-100,-92,-100,-100,-86,-100,-100,-100,-100,-92,-91,-100,-100,-83,-83,-76,-100,-91,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-87,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-62,-100,-62,-100,-57,-100,-100,-100,-100,-100,-100,-100,-93,-93,-92,-100,-100,-100,-58,-58,-58,-100,-100,-100,-100,-100,-100,-87,-85,-85,-100,-95,-96,-100,-100,-100,-82,-91,-92,-97,-95,-97,-92,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-93,-96,-95,-93,-92,-94,-100,-100,-83,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-44,-83,-72,-72,-71,-97,-89,-95,-89,-91,-95,-88,-98,-100,-95,-93,-100,-100,-100,-100,-100,-100,-100,-92,-97,-97,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-88,-98,-100,-100,-100,-77,-100,-92,-100,-100,-86,-100,-100,-100,-100,-93,-92,-100,-100,-83,-83,-76,-100,-91,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-87,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-64,-100,-63,-100,-57,-100,-100,-100,-100,-100,-100,-100,-92,-92,-92,-100,-100,-100,-58,-57,-58,-100,-100,-100,-100,-100,-100,-87,-85,-85,-100,-95,-96,-100,-100,-100,-83,-91,-91,-97,-95,-98,-91,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-93,-96,-95,-93,-93,-94,-100,-100,-83,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-44,-83,-72,-72,-71,-97,-89,-95,-89,-91,-95,-88,-98,-100,-95,-93,-100,-100,-100,-100,-100,-100,-100,-92,-97,-97,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-88,-98,-100,-100,-100,-77,-100,-92,-100,-100,-86,-100,-100,-100,-100,-93,-92,-100,-100,-83,-83,-76,-100,-91,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-87,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-64,-100,-63,-100,-57,-100,-100,-100,-100,-100,-100,-100,-92,-92,-92,-100,-100,-100,-58,-57,-58,-100,-100,-100,-100,-100,-100,-87,-85,-85,-100,-95,-96,-100,-100,-100,-83,-91,-91,-97,-95,-98,-91,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-93,-96,-95,-93,-93,-94,-100,-100,-83,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-44,-83,-72,-72,-71,-97,-88,-95,-88,-91,-95,-88,-98,-100,-95,-92,-100,-100,-100,-100,-100,-100,-100,-91,-97,-97,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-88,-98,-100,-100,-100,-77,-100,-91,-100,-100,-86,-100,-100,-100,-100,-93,-92,-100,-100,-83,-83,-76,-100,-91,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-88,-87,-86,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-86,-100,-100,-100,-65,-100,-65,-100,-57,-100,-100,-100,-100,-100,-100,-100,-92,-92,-92,-100,-100,-100,-58,-58,-58,-100,-100,-100,-100,-100,-100,-87,-85,-85,-100,-95,-96,-100,-100,-100,-83,-91,-91,-97,-95,-98,-91,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-94,-95,-94,-94,-94,-93,-100,-100,-83,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
