60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,38:17:c3:19:45:a1,20:a6:cd:42:0a:c1,44:48:c1:91:d0:04,38:17:c3:19:45:a2,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:c0,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:a3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,44:48:c1:91:95:b3,38:17:c3:1f:09:93,38:17:c3:24:47:51,a8:bd:27:4c:aa:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,38:17:c3:19:45:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:c2,38:17:c3:1f:09:80,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,38:17:c3:1f:19:c0,38:17:c3:24:47:50,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,b4:5d:50:e1:96:41,44:48:c1:91:d0:02,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:1f:09:92,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:09:91,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,44:48:c1:91:95:a2,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,38:17:c3:1f:09:90,44:48:c1:91:d0:00,20:a6:cd:42:13:e2,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:19:45:a0,38:17:c3:24:47:52,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,38:17:c3:19:d7:61,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:35:01,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:3a:51,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,80:8d:b7:55:3a:52,80:8d:b7:55:3a:40,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1e:ff:10,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:d0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:11,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:a0,80:8d:b7:55:29:c1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,00:4e:35:df:06:42,00:4e:35:df:06:52,00:4e:35:df:06:40,00:4e:35:df:06:41,20:a6:cd:50:24:b1,80:8d:b7:55:29:c0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:4d:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,x,y,label
-100,-100,-77,-77,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-56,-100,-56,-100,-100,-100,-55,-61,-61,-100,-61,-100,-77,-80,-84,-87,-77,-100,-84,-84,-84,-76,-100,-77,-78,-78,-88,-86,-87,-87,-78,-78,-88,-100,-100,-100,-83,-82,-88,-100,-100,-100,-100,-80,-100,-100,-89,-100,-80,-81,-80,-100,-100,-76,-76,-76,-78,-100,-100,-100,-80,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-78,-78,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-54,-100,-54,-100,-100,-100,-54,-62,-62,-100,-62,-100,-73,-78,-82,-86,-78,-100,-84,-83,-83,-76,-81,-80,-78,-100,-88,-86,-86,-86,-100,-78,-88,-100,-100,-100,-81,-82,-89,-80,-100,-100,-100,-80,-100,-100,-89,-100,-80,-100,-80,-100,-100,-76,-76,-76,-78,-100,-100,-81,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-78,-78,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-54,-100,-54,-100,-100,-100,-54,-61,-61,-100,-61,-100,-74,-75,-83,-86,-78,-100,-83,-83,-83,-75,-80,-80,-78,-79,-89,-86,-86,-86,-80,-78,-89,-100,-100,-100,-81,-80,-89,-79,-100,-100,-100,-80,-100,-100,-89,-78,-80,-100,-80,-78,-78,-80,-80,-80,-77,-100,-100,-80,-77,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-54,-100,-54,-100,-100,-100,-54,-61,-61,-100,-61,-100,-74,-75,-83,-86,-100,-100,-83,-83,-83,-76,-80,-100,-78,-79,-89,-86,-85,-86,-80,-78,-89,-100,-100,-100,-81,-80,-100,-79,-100,-100,-100,-80,-100,-100,-100,-78,-80,-100,-80,-78,-78,-81,-81,-81,-77,-100,-100,-80,-77,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-77,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-54,-100,-54,-100,-100,-100,-54,-61,-61,-100,-61,-100,-100,-100,-83,-86,-79,-78,-83,-83,-83,-74,-80,-100,-78,-79,-88,-86,-86,-86,-79,-79,-100,-100,-100,-100,-79,-82,-89,-81,-100,-100,-100,-80,-100,-100,-90,-79,-80,-100,-80,-78,-78,-82,-82,-81,-100,-100,-100,-80,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-77,-77,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-54,-100,-54,-100,-100,-100,-54,-61,-61,-100,-61,-100,-73,-82,-83,-86,-79,-78,-83,-83,-84,-74,-80,-79,-78,-78,-88,-86,-86,-86,-80,-79,-100,-100,-100,-100,-82,-80,-89,-81,-100,-100,-100,-80,-100,-100,-90,-79,-80,-100,-80,-78,-77,-82,-82,-82,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-76,-76,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-60,-100,-100,-100,-100,-100,-51,-100,-51,-100,-100,-100,-52,-59,-60,-100,-60,-100,-75,-76,-86,-100,-100,-100,-86,-86,-86,-100,-74,-74,-100,-78,-87,-100,-100,-100,-78,-78,-86,-100,-100,-100,-80,-72,-86,-74,-100,-100,-100,-82,-100,-100,-87,-75,-100,-100,-82,-75,-75,-82,-82,-82,-100,-100,-100,-72,-100,-88,-72,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-51,-100,-51,-100,-100,-100,-51,-61,-61,-100,-61,-100,-75,-76,-87,-100,-74,-74,-86,-87,-87,-80,-74,-74,-74,-100,-87,-100,-85,-100,-78,-78,-86,-100,-100,-100,-79,-73,-86,-74,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-75,-82,-82,-82,-100,-100,-100,-73,-100,-88,-73,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-76,-76,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-81,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-51,-100,-51,-100,-100,-100,-51,-61,-61,-100,-61,-100,-78,-77,-88,-85,-74,-74,-88,-88,-88,-81,-73,-74,-74,-77,-87,-85,-85,-86,-78,-78,-87,-100,-100,-100,-80,-72,-86,-73,-100,-100,-100,-82,-100,-100,-100,-75,-82,-100,-83,-76,-76,-100,-100,-100,-100,-100,-100,-73,-80,-88,-73,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-76,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-81,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-51,-100,-51,-100,-100,-100,-51,-61,-62,-100,-62,-100,-77,-77,-87,-86,-74,-75,-88,-88,-87,-80,-74,-74,-75,-78,-86,-85,-85,-85,-78,-78,-85,-100,-100,-100,-81,-72,-86,-74,-100,-100,-100,-83,-100,-100,-100,-75,-84,-100,-84,-76,-76,-81,-81,-82,-100,-100,-100,-72,-80,-87,-72,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-75,-75,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-51,-100,-51,-100,-100,-100,-51,-60,-60,-100,-61,-100,-77,-100,-88,-86,-74,-75,-88,-88,-88,-80,-74,-74,-75,-78,-86,-86,-86,-86,-77,-100,-85,-100,-100,-100,-81,-71,-86,-74,-100,-100,-100,-83,-100,-100,-100,-76,-84,-100,-84,-76,-76,-81,-82,-82,-100,-100,-100,-71,-100,-87,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-75,-75,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-60,-100,-100,-100,-100,-100,-51,-100,-51,-100,-100,-100,-51,-60,-60,-100,-61,-100,-100,-100,-88,-86,-100,-100,-87,-88,-88,-79,-74,-75,-100,-78,-86,-86,-86,-86,-77,-100,-85,-100,-100,-100,-81,-72,-100,-74,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-76,-76,-82,-82,-82,-100,-100,-100,-72,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-51,-100,-51,-100,-100,-100,-51,-59,-59,-100,-59,-100,-77,-78,-86,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-77,-100,-88,-88,-88,-78,-77,-100,-100,-100,-100,-83,-67,-100,-100,-100,-100,-100,-83,-82,-100,-100,-76,-83,-100,-100,-75,-75,-78,-78,-78,-100,-100,-100,-68,-100,-84,-68,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-52,-100,-52,-100,-100,-100,-52,-57,-57,-100,-57,-100,-77,-78,-88,-100,-78,-78,-89,-88,-88,-86,-100,-79,-100,-78,-89,-88,-88,-88,-78,-78,-100,-100,-100,-100,-85,-68,-100,-100,-100,-100,-100,-83,-82,-83,-100,-76,-83,-100,-100,-75,-77,-79,-78,-79,-77,-100,-100,-68,-77,-85,-68,-100,-100,-100,-100,-84,-77,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-53,-100,-53,-100,-100,-100,-53,-57,-58,-100,-58,-100,-78,-78,-86,-88,-79,-78,-86,-85,-86,-86,-77,-77,-100,-78,-89,-88,-88,-88,-78,-78,-100,-100,-100,-100,-85,-67,-100,-77,-100,-100,-100,-83,-82,-84,-88,-76,-83,-100,-100,-78,-77,-77,-77,-78,-77,-88,-88,-67,-77,-86,-67,-100,-100,-100,-100,-85,-77,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-82,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-53,-100,-53,-100,-100,-100,-53,-57,-57,-100,-57,-100,-76,-100,-87,-88,-79,-79,-86,-87,-86,-100,-78,-79,-79,-76,-89,-88,-87,-88,-100,-77,-100,-100,-100,-100,-82,-67,-100,-78,-100,-100,-100,-82,-100,-84,-89,-100,-82,-100,-81,-78,-100,-78,-78,-79,-75,-88,-88,-64,-76,-86,-65,-100,-100,-100,-100,-86,-75,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-82,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-53,-100,-53,-100,-100,-100,-53,-58,-58,-100,-58,-100,-77,-79,-86,-88,-79,-79,-85,-86,-86,-100,-78,-79,-79,-77,-89,-88,-88,-88,-77,-77,-100,-100,-100,-100,-82,-67,-100,-78,-100,-100,-100,-82,-100,-100,-89,-100,-82,-100,-82,-78,-77,-79,-80,-79,-76,-100,-100,-67,-76,-83,-67,-100,-100,-100,-100,-86,-75,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-53,-100,-53,-100,-100,-100,-53,-58,-57,-100,-58,-100,-76,-79,-85,-87,-78,-79,-85,-86,-86,-88,-78,-78,-78,-77,-100,-88,-88,-88,-77,-78,-100,-100,-100,-100,-82,-67,-100,-100,-100,-100,-100,-82,-100,-100,-88,-76,-82,-100,-82,-100,-77,-79,-79,-79,-75,-100,-100,-67,-75,-85,-67,-100,-100,-100,-100,-86,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-44,-100,-100,-100,-100,-100,-52,-100,-52,-100,-100,-100,-52,-67,-67,-100,-67,-100,-76,-78,-83,-100,-100,-79,-83,-83,-83,-100,-78,-77,-100,-78,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-85,-71,-100,-77,-100,-100,-100,-76,-100,-79,-100,-72,-100,-80,-100,-71,-72,-100,-100,-100,-72,-100,-100,-71,-71,-86,-71,-100,-100,-100,-100,-87,-72,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-84,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-47,-100,-100,-100,-100,-100,-51,-100,-51,-100,-100,-100,-51,-67,-66,-100,-67,-100,-79,-78,-83,-87,-100,-79,-83,-83,-83,-84,-78,-78,-100,-78,-86,-87,-87,-86,-78,-78,-85,-100,-100,-100,-82,-69,-85,-77,-100,-100,-100,-78,-100,-79,-100,-72,-78,-80,-78,-71,-72,-100,-100,-100,-72,-100,-100,-69,-72,-86,-69,-100,-100,-100,-100,-86,-71,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-74,-74,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-84,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-44,-100,-100,-100,-100,-100,-53,-100,-53,-100,-100,-100,-53,-65,-65,-100,-65,-100,-80,-81,-83,-88,-81,-81,-83,-83,-84,-84,-78,-78,-80,-80,-87,-88,-87,-88,-79,-78,-87,-100,-100,-100,-83,-71,-85,-77,-100,-100,-100,-78,-82,-79,-100,-71,-78,-80,-78,-71,-72,-78,-78,-78,-73,-100,-100,-71,-72,-87,-71,-100,-100,-100,-100,-87,-71,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-74,-75,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-82,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-43,-100,-100,-100,-100,-100,-51,-100,-51,-100,-100,-100,-51,-64,-64,-100,-64,-100,-80,-81,-84,-88,-80,-80,-84,-84,-84,-86,-78,-78,-80,-80,-87,-88,-87,-88,-79,-78,-87,-100,-100,-100,-84,-71,-100,-78,-100,-100,-100,-79,-82,-100,-100,-71,-79,-100,-79,-71,-71,-78,-78,-78,-72,-100,-100,-71,-72,-84,-72,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
