38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:e3,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:41,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:55:51,00:4e:35:df:06:41,b4:5d:50:e1:92:33,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,44:48:c1:a5:82:30,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,38:17:c3:19:55:50,38:17:c3:19:d7:70,80:8d:b7:55:3a:50,00:4e:35:df:06:52,00:4e:35:df:06:42,66:2a:2f:53:7c:99,80:8d:b7:55:3a:42,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:19:d7:60,38:17:c3:1e:ff:00,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:d7:71,44:48:c1:a5:82:22,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,38:17:c3:19:45:b0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,b4:5d:50:e1:92:23,38:17:c3:19:55:52,b4:5d:50:e1:96:50,a8:bd:27:4c:bd:30,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:19:45:a0,38:17:c3:19:45:a1,b4:5d:50:e1:96:43,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:30,00:4e:35:de:e1:02,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:20,00:4e:35:de:e1:01,b4:5d:50:e1:92:21,00:4e:35:de:e1:00,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:11,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:41,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:81,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:43,38:17:c3:19:71:90,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1f:22:30,38:17:c3:19:71:92,38:17:c3:1f:08:50,00:4e:35:de:d7:51,38:17:c3:1f:22:31,38:17:c3:1f:08:42,38:17:c3:1f:22:32,38:17:c3:1f:08:51,00:4e:35:df:0e:00,38:17:c3:1f:08:52,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:12,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:02,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:4f:01,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:00,38:17:c3:1f:0f:91,38:17:c3:24:4f:12,38:17:c3:24:4f:11,00:4e:35:df:27:01,38:17:c3:1b:08:a1,x,y,label
-80,-80,-75,-80,-80,-45,-100,-100,-77,-100,-100,-77,-78,-100,-88,-100,-78,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-70,-86,-85,-86,-100,-70,-68,-100,-100,-81,-80,-100,-78,-100,-78,-89,-80,-100,-79,-71,-86,-71,-100,-81,-76,-68,-89,-70,-100,-100,-100,-100,-75,-76,-100,-100,-81,-81,-81,-69,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-68,-72,-72,-73,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-100,-78,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-100,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-80,-80,-75,-80,-80,-45,-100,-100,-77,-100,-100,-78,-100,-100,-88,-100,-78,-100,-80,-79,-80,-100,-100,-100,-100,-100,-100,-70,-86,-86,-86,-100,-71,-68,-100,-100,-80,-80,-100,-78,-100,-78,-88,-79,-100,-79,-70,-86,-70,-100,-82,-76,-68,-100,-70,-100,-100,-100,-100,-75,-75,-100,-100,-81,-82,-82,-68,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-68,-72,-72,-72,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-100,-78,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-80,-80,-72,-100,-100,-44,-100,-100,-78,-100,-100,-78,-100,-80,-89,-100,-78,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-70,-86,-86,-86,-100,-72,-68,-100,-100,-80,-100,-100,-78,-100,-78,-88,-80,-100,-100,-70,-86,-72,-100,-81,-75,-68,-89,-70,-100,-100,-100,-100,-75,-75,-100,-100,-79,-81,-81,-64,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-67,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-68,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-77,-79,-78,-40,-100,-100,-76,-100,-100,-78,-80,-100,-100,-100,-76,-100,-82,-82,-72,-100,-100,-73,-74,-100,-100,-74,-100,-88,-88,-100,-74,-67,-100,-100,-100,-78,-100,-76,-100,-80,-88,-81,-100,-100,-74,-88,-75,-100,-80,-76,-67,-100,-75,-100,-100,-100,-100,-76,-76,-100,-100,-82,-79,-80,-67,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-67,-67,-67,-67,-100,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-100,-72,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-77,-77,-78,-79,-78,-39,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-82,-82,-62,-100,-100,-73,-100,-100,-100,-74,-89,-89,-89,-100,-74,-69,-100,-100,-77,-78,-100,-76,-100,-100,-88,-82,-100,-74,-74,-89,-75,-100,-79,-74,-69,-100,-75,-100,-100,-100,-100,-75,-75,-100,-100,-81,-79,-79,-69,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-68,-67,-67,-67,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-76,-76,-78,-78,-78,-40,-100,-100,-76,-100,-100,-100,-100,-100,-100,-88,-76,-89,-82,-82,-75,-100,-100,-74,-73,-100,-100,-100,-89,-89,-88,-100,-73,-69,-100,-100,-76,-78,-100,-76,-100,-100,-89,-82,-100,-74,-100,-88,-74,-100,-79,-74,-68,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-81,-79,-79,-69,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-70,-67,-68,-68,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-78,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-75,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-76,-76,-77,-78,-78,-43,-100,-100,-77,-100,-100,-100,-100,-100,-100,-88,-77,-89,-82,-82,-73,-100,-100,-73,-73,-100,-100,-75,-100,-100,-88,-100,-73,-67,-100,-100,-76,-78,-100,-77,-100,-100,-89,-82,-100,-74,-100,-88,-73,-100,-81,-73,-67,-100,-76,-100,-100,-100,-100,-73,-73,-100,-100,-100,-81,-80,-67,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-68,-66,-67,-66,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-100,-78,-90,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-75,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-76,-76,-76,-100,-100,-40,-100,-100,-77,-100,-100,-100,-100,-86,-100,-100,-77,-100,-82,-82,-73,-100,-100,-73,-73,-100,-100,-75,-100,-100,-89,-100,-73,-66,-100,-100,-76,-100,-100,-77,-100,-100,-88,-82,-100,-74,-100,-87,-73,-100,-80,-73,-66,-88,-74,-100,-100,-100,-100,-73,-72,-100,-100,-81,-80,-80,-66,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-68,-66,-67,-66,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-100,-77,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-76,-75,-77,-77,-77,-41,-100,-100,-76,-100,-100,-80,-79,-86,-88,-100,-76,-88,-82,-82,-75,-100,-100,-75,-75,-100,-100,-75,-88,-100,-89,-100,-73,-67,-100,-100,-76,-77,-100,-77,-100,-80,-88,-82,-100,-75,-100,-88,-73,-100,-80,-73,-66,-88,-74,-100,-100,-100,-100,-73,-73,-100,-100,-81,-81,-81,-67,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-70,-67,-66,-66,-100,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-76,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-81,-82,-79,-100,-100,-40,-100,-100,-80,-100,-100,-82,-83,-85,-100,-100,-80,-100,-100,-82,-76,-100,-100,-78,-78,-100,-100,-74,-100,-86,-86,-100,-72,-65,-100,-100,-82,-100,-100,-80,-100,-100,-100,-83,-100,-78,-74,-86,-72,-100,-81,-76,-66,-100,-74,-100,-100,-100,-100,-77,-77,-100,-100,-100,-80,-80,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-68,-68,-69,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-66,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-82,-81,-78,-81,-81,-38,-100,-100,-80,-100,-100,-82,-83,-87,-100,-100,-80,-100,-83,-82,-76,-100,-100,-78,-78,-100,-100,-74,-88,-87,-86,-100,-72,-66,-100,-100,-82,-82,-100,-80,-100,-100,-90,-83,-100,-78,-74,-87,-72,-100,-80,-77,-66,-100,-74,-100,-100,-100,-100,-77,-76,-100,-100,-100,-80,-80,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-68,-69,-69,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-69,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-81,-82,-79,-81,-81,-40,-100,-100,-79,-100,-100,-100,-100,-87,-100,-100,-79,-100,-82,-83,-76,-100,-100,-78,-78,-100,-100,-73,-87,-86,-86,-100,-72,-66,-100,-100,-81,-82,-100,-80,-100,-100,-88,-82,-100,-78,-74,-86,-72,-100,-80,-78,-66,-88,-74,-100,-100,-100,-100,-77,-77,-100,-100,-100,-80,-80,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-68,-69,-69,-69,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-66,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-81,-81,-79,-100,-100,-38,-100,-100,-79,-100,-100,-100,-100,-87,-100,-100,-79,-100,-82,-83,-75,-100,-100,-78,-77,-100,-100,-74,-86,-85,-85,-100,-72,-66,-100,-100,-82,-100,-100,-80,-100,-100,-88,-83,-100,-78,-75,-86,-72,-100,-80,-77,-66,-88,-74,-100,-100,-100,-100,-77,-77,-100,-100,-100,-79,-80,-66,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-68,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-66,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-81,-81,-100,-100,-79,-39,-100,-100,-80,-100,-100,-100,-81,-87,-88,-100,-80,-100,-83,-82,-76,-100,-100,-77,-78,-100,-100,-75,-85,-86,-86,-100,-72,-65,-100,-100,-82,-100,-100,-80,-100,-82,-89,-83,-100,-77,-75,-86,-72,-100,-80,-75,-65,-100,-74,-100,-100,-100,-100,-75,-75,-100,-100,-100,-80,-80,-65,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-69,-71,-70,-70,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-67,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-81,-81,-79,-100,-79,-39,-100,-100,-80,-100,-100,-82,-81,-86,-88,-100,-80,-90,-83,-82,-77,-100,-100,-78,-78,-100,-100,-75,-85,-85,-85,-100,-72,-65,-100,-100,-81,-100,-100,-80,-100,-82,-89,-83,-100,-78,-75,-85,-72,-100,-80,-75,-65,-100,-75,-100,-100,-100,-100,-75,-75,-100,-100,-100,-80,-80,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-69,-70,-70,-70,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-67,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-82,-82,-76,-100,-100,-44,-100,-100,-85,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-88,-88,-100,-76,-68,-100,-100,-82,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-88,-100,-100,-79,-75,-68,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-79,-79,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-62,-70,-70,-70,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-66,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-82,-82,-77,-100,-100,-44,-100,-100,-84,-100,-100,-77,-77,-87,-100,-100,-84,-100,-86,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-88,-88,-100,-77,-68,-100,-100,-82,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-88,-100,-100,-79,-79,-68,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-79,-79,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-62,-71,-71,-71,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-80,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-64,-67,-100,-65,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-82,-82,-77,-80,-80,-44,-100,-100,-85,-100,-100,-77,-77,-87,-100,-100,-85,-100,-86,-86,-100,-100,-100,-83,-84,-100,-100,-78,-88,-88,-88,-100,-76,-69,-100,-100,-82,-80,-100,-84,-100,-100,-100,-86,-100,-100,-78,-88,-76,-100,-79,-78,-70,-85,-77,-100,-100,-100,-100,-77,-77,-100,-100,-100,-79,-79,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-62,-70,-70,-70,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-78,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-65,-67,-100,-65,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-82,-82,-77,-80,-79,-44,-100,-100,-85,-100,-100,-78,-100,-87,-90,-100,-84,-100,-86,-86,-83,-100,-100,-83,-82,-100,-100,-78,-88,-100,-88,-100,-76,-68,-100,-100,-83,-80,-100,-85,-100,-100,-89,-87,-100,-83,-78,-89,-76,-100,-79,-79,-69,-88,-77,-100,-100,-100,-100,-79,-79,-100,-100,-100,-79,-79,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-62,-70,-70,-70,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-65,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-82,-82,-77,-100,-79,-45,-100,-100,-84,-100,-100,-78,-100,-100,-90,-100,-84,-100,-86,-86,-83,-100,-100,-83,-82,-100,-100,-77,-89,-89,-88,-100,-77,-69,-100,-100,-83,-100,-100,-85,-100,-100,-89,-85,-100,-83,-77,-88,-77,-100,-80,-79,-69,-88,-78,-100,-100,-100,-100,-79,-79,-100,-100,-100,-80,-80,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-62,-70,-70,-70,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-65,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-82,-82,-75,-80,-79,-45,-100,-100,-85,-100,-100,-79,-78,-87,-90,-100,-85,-100,-86,-86,-82,-100,-100,-83,-100,-100,-100,-77,-88,-88,-88,-100,-77,-69,-100,-100,-83,-80,-100,-85,-100,-100,-100,-86,-100,-100,-77,-89,-75,-100,-81,-75,-69,-87,-78,-100,-100,-100,-100,-75,-75,-100,-100,-100,-81,-81,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-63,-70,-70,-70,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-79,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-65,-66,-100,-65,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-84,-84,-82,-100,-100,-50,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-81,-100,-100,-80,-81,-100,-100,-79,-100,-100,-100,-100,-80,-80,-100,-100,-84,-100,-100,-84,-100,-100,-100,-84,-100,-81,-79,-100,-80,-100,-100,-76,-80,-85,-79,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-57,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-57,-100,-57,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-88,-100,-70,-86,-86,-86,-83,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
