72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:b0,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:41,44:48:c1:91:d0:00,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,44:48:c1:91:d0:11,44:48:c1:91:d0:10,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,44:48:c1:91:d0:14,44:48:c1:91:d0:12,b4:5d:50:e1:96:40,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:02,38:17:c3:1f:09:80,38:17:c3:1f:09:83,38:17:c3:1f:09:81,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:95:a2,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:14:10,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:90,20:a6:cd:42:0a:d3,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:24:47:50,38:17:c3:19:45:b1,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:19:45:b2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:92,38:17:c3:1f:19:c1,38:17:c3:1f:19:c0,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,38:17:c3:1f:19:c2,44:48:c1:91:aa:30,44:48:c1:91:aa:31,38:17:c3:22:61:91,38:17:c3:22:61:90,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,38:17:c3:1f:00:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a0,20:a6:cd:42:13:f2,44:48:c1:91:d0:01,38:17:c3:1f:09:82,44:48:c1:91:aa:21,44:48:c1:91:95:a0,38:17:c3:19:45:a2,44:48:c1:91:95:a1,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:70,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,66:2a:2f:53:7c:99,80:8d:b7:55:3a:50,80:8d:b7:55:35:00,ea:9e:b4:53:24:54,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,38:17:c3:19:71:90,80:8d:b7:55:35:01,38:17:c3:19:71:92,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,38:17:c3:19:71:80,68:ff:7b:e4:af:39,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:c2,38:17:c3:1e:ff:11,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:71:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,20:a6:cd:50:24:a0,80:8d:b7:55:29:d1,38:17:c3:1f:22:30,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b0,00:4e:35:df:06:40,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:42,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,x,y,timestamp
-66,-57,-69,-64,-64,-64,-68,-68,-72,-76,-80,-77,-76,-75,-80,-77,-77,-76,-73,-76,-76,-77,-100,-77,-79,-78,-80,-100,-100,-80,-100,-82,-83,-83,-82,-83,-100,-100,-100,-81,-81,-80,-87,-100,-89,-100,-100,-85,-85,-85,-80,-84,-84,-100,-100,-85,-84,-100,-84,-100,-100,-100,-100,-89,-100,-86,-100,-86,-87,-100,-100,-100,-100,-100,-91,-69,-100,-69,-100,-100,-100,-100,-81,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,752,466862039820
-55,-62,-69,-64,-64,-65,-68,-68,-74,-75,-80,-100,-76,-76,-79,-77,-76,-76,-76,-74,-76,-77,-100,-77,-77,-78,-80,-82,-100,-80,-100,-84,-83,-83,-82,-83,-81,-100,-100,-80,-80,-80,-85,-84,-85,-100,-100,-85,-85,-85,-80,-85,-84,-100,-100,-85,-84,-100,-85,-100,-100,-100,-100,-100,-100,-85,-100,-87,-87,-100,-100,-100,-100,-100,-91,-100,-78,-69,-100,-100,-100,-100,-81,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,752,468869018205
-100,-59,-67,-66,-67,-67,-68,-67,-80,-100,-100,-76,-100,-100,-78,-74,-76,-78,-75,-77,-76,-76,-100,-75,-100,-77,-100,-82,-100,-100,-100,-100,-84,-84,-83,-83,-100,-100,-100,-100,-100,-100,-85,-84,-83,-100,-100,-87,-87,-86,-100,-88,-86,-100,-89,-90,-100,-89,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,735,530184013442
-61,-62,-69,-66,-66,-66,-64,-66,-77,-79,-100,-76,-100,-100,-79,-74,-78,-78,-77,-79,-76,-77,-100,-74,-75,-77,-100,-82,-100,-100,-100,-79,-83,-83,-83,-82,-100,-100,-100,-83,-83,-82,-84,-84,-83,-100,-100,-84,-86,-86,-83,-88,-84,-100,-89,-90,-100,-89,-89,-100,-100,-100,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-77,-64,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,735,532016315993
-62,-60,-67,-66,-66,-66,-64,-64,-81,-79,-82,-100,-100,-79,-80,-73,-77,-77,-81,-79,-76,-77,-83,-74,-73,-100,-100,-89,-100,-100,-100,-76,-83,-85,-83,-84,-100,-100,-100,-84,-84,-83,-84,-84,-83,-100,-100,-85,-86,-87,-84,-100,-87,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-80,-65,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,735,534002562347
-64,-59,-69,-68,-68,-69,-64,-64,-81,-79,-80,-80,-77,-79,-80,-73,-77,-77,-76,-82,-76,-77,-79,-100,-73,-80,-100,-85,-87,-100,-83,-76,-100,-84,-83,-84,-100,-100,-100,-84,-83,-83,-84,-83,-84,-100,-100,-85,-86,-84,-84,-89,-85,-100,-89,-100,-100,-88,-90,-100,-100,-100,-100,-100,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-65,-100,-100,-100,-79,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,735,535974236461
-57,-59,-68,-66,-65,-66,-65,-64,-76,-79,-80,-80,-77,-79,-79,-73,-76,-76,-77,-80,-76,-76,-79,-100,-100,-79,-100,-85,-87,-100,-83,-75,-87,-86,-87,-85,-88,-100,-100,-86,-86,-86,-84,-84,-84,-100,-100,-85,-88,-86,-84,-89,-87,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-65,-100,-85,-100,-79,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,735,538034234689
-57,-57,-68,-66,-65,-66,-65,-66,-76,-100,-79,-100,-100,-77,-77,-75,-76,-78,-76,-80,-78,-77,-79,-100,-76,-79,-100,-87,-87,-100,-100,-76,-85,-84,-84,-85,-88,-100,-100,-84,-83,-83,-84,-84,-84,-100,-100,-85,-86,-86,-83,-89,-86,-100,-100,-100,-87,-100,-89,-100,-100,-100,-90,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-65,-100,-85,-100,-79,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,735,540058025522
-100,-66,-65,-65,-66,-66,-66,-67,-76,-100,-80,-100,-100,-100,-77,-77,-79,-81,-100,-80,-81,-80,-100,-76,-100,-83,-100,-100,-100,-87,-82,-81,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-79,-77,-78,-100,-100,-100,-88,-89,-81,-92,-89,-100,-100,-91,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,718,590091982534
-100,-66,-65,-65,-66,-66,-66,-66,-76,-78,-80,-80,-77,-78,-77,-76,-82,-81,-76,-79,-82,-81,-100,-75,-74,-79,-84,-100,-100,-87,-82,-78,-85,-84,-86,-85,-100,-82,-83,-81,-83,-82,-76,-77,-78,-100,-100,-100,-88,-89,-81,-89,-89,-100,-87,-91,-100,-86,-88,-85,-100,-100,-87,-86,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-67,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,718,591800902637
-66,-64,-66,-64,-64,-64,-66,-66,-76,-78,-79,-81,-79,-78,-77,-76,-82,-81,-75,-80,-82,-81,-79,-75,-75,-80,-84,-100,-100,-100,-100,-80,-86,-86,-86,-87,-100,-81,-83,-83,-85,-83,-77,-77,-77,-100,-100,-89,-89,-89,-83,-89,-89,-100,-87,-100,-100,-89,-89,-85,-100,-100,-88,-86,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-65,-79,-66,-100,-100,-100,-83,-100,-100,-100,-100,-84,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,718,593828630189
-63,-62,-66,-66,-65,-66,-66,-66,-76,-100,-80,-81,-79,-100,-81,-76,-82,-83,-79,-82,-83,-84,-80,-100,-75,-82,-100,-86,-100,-100,-100,-80,-87,-87,-86,-87,-100,-81,-100,-85,-85,-84,-77,-77,-77,-100,-100,-89,-89,-89,-85,-91,-89,-100,-87,-100,-100,-89,-89,-100,-100,-100,-88,-88,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-67,-100,-100,-100,-83,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,718,595861450709
-67,-66,-68,-64,-65,-65,-69,-69,-79,-81,-80,-100,-81,-82,-79,-78,-80,-81,-79,-81,-79,-80,-81,-100,-100,-82,-86,-86,-100,-100,-82,-79,-86,-86,-86,-86,-100,-81,-83,-83,-83,-83,-76,-76,-77,-100,-100,-100,-90,-100,-84,-88,-100,-100,-100,-89,-92,-100,-89,-87,-100,-100,-88,-85,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-69,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,718,597831891802
-62,-62,-68,-63,-62,-62,-65,-66,-79,-81,-78,-100,-81,-82,-79,-78,-83,-84,-81,-80,-83,-83,-81,-100,-100,-100,-86,-86,-100,-100,-82,-79,-86,-87,-86,-86,-100,-81,-83,-84,-84,-83,-76,-76,-77,-100,-100,-90,-90,-92,-84,-90,-90,-100,-100,-89,-92,-100,-91,-87,-100,-100,-88,-86,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-69,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,718,599863825655
-100,-70,-68,-64,-64,-64,-70,-70,-80,-81,-78,-82,-81,-81,-84,-70,-82,-83,-77,-100,-83,-82,-77,-71,-71,-100,-85,-84,-85,-100,-82,-79,-88,-88,-87,-87,-100,-82,-81,-85,-85,-85,-76,-75,-75,-100,-100,-90,-89,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-70,-100,-100,-100,-80,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,700,653738540843
-66,-65,-67,-61,-61,-61,-81,-69,-80,-84,-78,-80,-81,-81,-83,-70,-82,-83,-77,-77,-83,-82,-79,-71,-71,-81,-85,-84,-85,-100,-81,-77,-88,-87,-86,-87,-100,-82,-82,-86,-87,-85,-79,-78,-78,-100,-100,-90,-87,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-68,-100,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,700,655693027248
-66,-66,-67,-61,-62,-61,-71,-69,-80,-84,-78,-80,-100,-100,-87,-71,-83,-83,-77,-77,-83,-83,-79,-72,-100,-81,-83,-82,-100,-100,-82,-77,-88,-85,-86,-86,-90,-83,-82,-87,-88,-87,-78,-77,-79,-100,-100,-88,-88,-100,-87,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-68,-100,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,700,657694524331
-70,-68,-67,-65,-66,-65,-70,-71,-83,-83,-100,-100,-84,-100,-87,-73,-82,-81,-80,-78,-82,-82,-100,-72,-74,-83,-83,-83,-100,-100,-82,-79,-85,-85,-85,-85,-90,-83,-82,-85,-85,-84,-76,-76,-76,-100,-100,-87,-88,-86,-86,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-89,-89,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-81,-69,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,700,659655090424
-64,-65,-67,-65,-66,-65,-68,-67,-79,-80,-81,-100,-81,-81,-83,-73,-82,-81,-80,-78,-81,-80,-82,-74,-74,-83,-83,-83,-100,-100,-81,-83,-86,-85,-85,-85,-100,-81,-82,-84,-85,-85,-76,-76,-76,-100,-100,-87,-88,-86,-85,-100,-87,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-89,-89,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-82,-67,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,700,661646120059
-64,-64,-68,-66,-66,-66,-68,-67,-79,-80,-81,-100,-80,-81,-83,-73,-81,-81,-100,-83,-81,-81,-82,-74,-74,-83,-87,-83,-100,-89,-80,-84,-85,-85,-85,-85,-100,-80,-100,-84,-85,-85,-79,-80,-78,-100,-100,-100,-85,-87,-85,-100,-86,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-67,-87,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,700,663631924902
-65,-64,-72,-64,-63,-64,-68,-68,-81,-79,-82,-79,-79,-79,-84,-72,-78,-79,-80,-77,-79,-79,-82,-73,-73,-80,-88,-100,-87,-100,-82,-80,-91,-89,-85,-85,-100,-82,-82,-84,-84,-84,-82,-81,-81,-100,-100,-100,-88,-100,-85,-100,-100,-100,-87,-100,-100,-87,-100,-86,-100,-100,-87,-100,-89,-100,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-83,-67,-100,-100,-100,-79,-87,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,683,711097637800
