38:17:c3:1f:0e:10,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:1f:01:81,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,44:48:c1:a5:82:21,80:8d:b7:55:3a:42,60:32:b1:3e:1a:b7,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:51,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,38:17:c3:1e:ff:12,2a:16:ad:ec:da:ab,38:17:c3:1e:ff:11,b4:5d:50:e1:92:33,38:17:c3:1f:09:93,38:17:c3:1f:09:92,20:a6:cd:42:0b:f3,68:ff:7b:e4:af:39,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,44:48:c1:a5:82:30,38:17:c3:19:d7:70,00:4e:35:df:06:52,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,00:4e:35:df:06:42,38:17:c3:1e:ff:10,38:17:c3:1f:09:90,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,00:4e:35:df:06:50,80:8d:b7:55:3a:52,44:48:c1:a5:82:22,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:1f:09:91,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,00:4e:35:de:e1:12,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:39:c0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:00,38:17:c3:1f:09:83,38:17:c3:19:d7:60,20:a6:cd:42:0b:e3,20:a6:cd:50:24:a0,72:32:b1:3e:1a:b7,b4:5d:50:e1:92:22,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,b4:5d:50:e1:96:43,38:17:c3:1f:01:82,00:4e:35:de:e1:10,38:17:c3:19:55:51,00:4e:35:de:e1:11,38:17:c3:19:55:50,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:45:a2,38:17:c3:19:45:a1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:22:22,00:4e:35:de:e1:01,00:4e:35:de:e1:00,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:21,38:17:c3:19:71:92,b4:5d:50:e1:92:20,38:17:c3:1f:01:80,38:17:c3:1f:08:52,38:17:c3:1f:08:50,38:17:c3:19:55:40,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e1,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c3,20:a6:cd:42:0b:e0,38:17:c3:1f:00:b0,20:a6:cd:42:0b:e2,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:43,00:4e:35:de:d7:52,38:17:c3:19:55:41,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,00:4e:35:df:0e:12,38:17:c3:1f:22:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:08:41,44:48:c1:91:95:b0,38:17:c3:1f:08:40,44:48:c1:91:95:b3,44:48:c1:91:95:b1,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,00:4e:35:de:d7:40,00:4e:35:df:0e:01,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:36:30,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:36:31,38:17:c3:1e:fc:a2,38:17:c3:19:71:82,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:19:71:80,00:4e:35:df:0e:02,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,00:4e:35:df:27:10,00:4e:35:df:27:11,9c:d6:43:60:92:e0,x,y,timestamp
-84,-45,-84,-85,-82,-82,-82,-83,-83,-100,-100,-77,-100,-100,-100,-86,-86,-77,-77,-77,-86,-86,-100,-100,-100,-100,-100,-100,-75,-71,-83,-71,-100,-100,-100,-69,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-86,-100,-85,-100,-78,-85,-100,-69,-100,-100,-100,-74,-100,-100,-100,-56,-69,-76,-100,-100,-69,-100,-57,-58,-100,-100,-75,-100,-71,-80,-58,-100,-76,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-69,-79,-74,-100,-100,-100,-100,-100,-100,-82,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-63,-100,-87,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-86,-100,-85,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,179,3001431899271
-84,-44,-84,-85,-83,-84,-84,-86,-100,-100,-100,-78,-100,-100,-100,-86,-100,-77,-77,-77,-87,-86,-82,-100,-100,-100,-100,-77,-75,-71,-100,-71,-100,-100,-100,-69,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-85,-100,-85,-100,-77,-87,-100,-69,-100,-100,-100,-68,-100,-100,-100,-84,-69,-76,-100,-100,-67,-100,-58,-57,-100,-100,-76,-100,-71,-80,-58,-100,-76,-77,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-67,-79,-67,-100,-100,-100,-100,-100,-100,-83,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-63,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-85,-85,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,179,3007210216769
-84,-45,-84,-85,-84,-83,-84,-85,-100,-100,-100,-79,-100,-100,-100,-86,-100,-77,-78,-77,-87,-86,-82,-83,-100,-100,-100,-77,-75,-72,-100,-71,-100,-100,-100,-71,-100,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-87,-100,-85,-100,-77,-87,-100,-71,-100,-100,-100,-68,-100,-100,-100,-84,-71,-77,-100,-100,-68,-100,-58,-58,-100,-100,-76,-77,-72,-80,-58,-100,-76,-77,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-68,-79,-68,-100,-100,-100,-100,-100,-100,-83,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-64,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-85,-84,-85,-84,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,179,3012753260308
-100,-45,-100,-84,-83,-84,-85,-83,-83,-100,-100,-79,-100,-100,-100,-86,-100,-77,-77,-78,-86,-86,-82,-83,-100,-100,-100,-77,-77,-71,-100,-71,-100,-100,-100,-69,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-77,-88,-100,-69,-100,-100,-100,-68,-100,-100,-100,-84,-69,-77,-100,-100,-69,-100,-58,-58,-100,-100,-75,-77,-72,-82,-58,-100,-76,-77,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-68,-82,-68,-100,-100,-100,-100,-100,-100,-82,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-64,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-85,-84,-85,-84,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,179,3018646469681
-100,-45,-100,-84,-83,-84,-85,-83,-83,-100,-100,-79,-100,-100,-100,-86,-100,-77,-77,-78,-86,-86,-82,-83,-100,-100,-100,-77,-77,-71,-100,-71,-100,-100,-100,-69,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-77,-88,-100,-69,-100,-100,-100,-68,-100,-100,-100,-84,-69,-77,-100,-100,-69,-100,-58,-58,-100,-100,-75,-77,-72,-82,-58,-100,-76,-77,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-68,-82,-68,-100,-100,-100,-100,-100,-100,-82,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-64,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-85,-84,-85,-84,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,179,3024320367960
-83,-42,-83,-82,-81,-80,-86,-84,-83,-100,-100,-85,-100,-85,-100,-88,-100,-77,-77,-78,-86,-88,-100,-100,-100,-100,-100,-100,-77,-72,-100,-72,-100,-100,-100,-71,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-85,-100,-100,-100,-77,-86,-100,-71,-100,-100,-100,-68,-100,-100,-100,-72,-71,-76,-100,-100,-71,-100,-58,-58,-100,-100,-76,-100,-72,-81,-58,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-70,-82,-71,-100,-100,-100,-100,-100,-100,-82,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-74,-64,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,179,3030141223739
-83,-40,-83,-82,-82,-82,-86,-84,-100,-100,-100,-78,-100,-85,-100,-88,-100,-84,-84,-83,-86,-88,-100,-100,-100,-100,-100,-100,-79,-72,-100,-72,-100,-100,-100,-66,-100,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-85,-100,-100,-100,-83,-86,-100,-66,-100,-100,-100,-68,-100,-100,-100,-72,-66,-76,-100,-100,-72,-100,-55,-55,-100,-100,-75,-100,-72,-81,-55,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-72,-81,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-74,-63,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,164,3058308877166
-100,-78,-100,-100,-82,-82,-100,-100,-100,-100,-100,-78,-100,-100,-100,-85,-100,-81,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-82,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-86,-67,-76,-87,-100,-75,-100,-55,-55,-100,-100,-75,-100,-100,-80,-55,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-74,-80,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-88,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,164,3063918694612
-100,-78,-100,-100,-82,-82,-100,-100,-100,-100,-100,-79,-100,-100,-100,-85,-100,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-80,-76,-100,-77,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-83,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-87,-67,-76,-87,-100,-73,-100,-56,-55,-100,-100,-75,-100,-100,-82,-56,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-73,-82,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-63,-100,-88,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-84,-100,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,164,3069164791953
-87,-41,-100,-100,-82,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-82,-83,-84,-100,-100,-82,-100,-100,-100,-100,-100,-80,-76,-100,-77,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-83,-90,-100,-68,-85,-100,-100,-69,-100,-100,-100,-88,-68,-76,-87,-100,-73,-100,-55,-55,-100,-100,-75,-100,-100,-82,-56,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-73,-82,-73,-100,-100,-100,-100,-100,-100,-80,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-65,-100,-87,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-85,-85,-85,-84,-100,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,164,3074456567316
-87,-41,-100,-100,-82,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-82,-83,-84,-100,-100,-82,-100,-100,-100,-100,-100,-80,-76,-100,-77,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-83,-90,-100,-68,-85,-100,-100,-69,-100,-100,-100,-88,-68,-76,-87,-100,-73,-100,-55,-55,-100,-100,-75,-100,-100,-82,-56,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-73,-82,-73,-100,-100,-100,-100,-100,-100,-80,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-65,-100,-87,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-85,-85,-85,-84,-100,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,164,3076782895440
-87,-41,-100,-100,-82,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-82,-83,-84,-100,-100,-82,-100,-100,-100,-100,-100,-80,-76,-100,-77,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-83,-90,-100,-68,-85,-100,-100,-69,-100,-100,-100,-88,-68,-76,-87,-100,-73,-100,-55,-55,-100,-100,-75,-100,-100,-82,-56,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-73,-82,-73,-100,-100,-100,-100,-100,-100,-80,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-65,-100,-87,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-85,-85,-85,-84,-100,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,164,3077942592158
-85,-42,-86,-85,-85,-86,-100,-100,-100,-100,-100,-78,-83,-84,-100,-85,-100,-82,-85,-82,-88,-100,-82,-80,-100,-100,-100,-80,-84,-79,-100,-80,-100,-100,-100,-70,-100,-100,-100,-100,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-86,-100,-100,-84,-100,-82,-88,-100,-70,-85,-100,-100,-67,-100,-100,-100,-88,-70,-79,-100,-100,-72,-100,-57,-57,-100,-100,-78,-100,-79,-84,-57,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-72,-85,-72,-100,-100,-100,-100,-100,-100,-81,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-87,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-85,-84,-84,-83,-100,-100,-100,-74,-79,-79,-79,-82,-82,-83,-84,-82,-82,-83,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,149,3106606768397
-85,-38,-86,-85,-85,-85,-100,-100,-100,-100,-100,-100,-83,-84,-100,-87,-100,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-80,-84,-79,-100,-80,-100,-100,-100,-69,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-84,-100,-100,-88,-100,-69,-100,-100,-100,-66,-100,-100,-100,-77,-69,-80,-100,-100,-71,-100,-58,-57,-100,-100,-79,-81,-79,-85,-57,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-71,-83,-71,-100,-100,-100,-100,-100,-100,-81,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-83,-100,-100,-100,-72,-79,-79,-79,-83,-83,-83,-84,-82,-82,-83,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,149,3112626408760
-85,-38,-86,-85,-85,-84,-100,-100,-100,-100,-100,-81,-83,-84,-100,-87,-100,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-80,-84,-79,-100,-78,-100,-100,-100,-69,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-84,-100,-100,-88,-100,-69,-100,-100,-100,-66,-100,-100,-100,-77,-69,-79,-100,-100,-72,-100,-58,-58,-100,-100,-79,-81,-79,-82,-58,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-72,-82,-72,-100,-100,-100,-100,-100,-100,-81,-100,-79,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-83,-100,-100,-100,-72,-79,-80,-80,-83,-83,-84,-83,-82,-82,-83,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,149,3118407511414
-100,-38,-100,-100,-85,-86,-100,-100,-100,-100,-100,-63,-100,-100,-100,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-78,-100,-100,-100,-69,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-66,-100,-100,-100,-77,-69,-78,-100,-100,-72,-100,-58,-58,-100,-100,-78,-81,-79,-82,-58,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-72,-82,-72,-100,-100,-100,-100,-100,-100,-81,-100,-79,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-83,-100,-100,-100,-73,-79,-79,-79,-84,-83,-84,-83,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,149,3124104184224
-85,-38,-85,-85,-85,-86,-100,-100,-100,-100,-100,-81,-100,-100,-100,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-71,-100,-100,-100,-87,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-100,-100,-100,-100,-100,-89,-100,-71,-100,-100,-100,-67,-100,-100,-100,-78,-71,-80,-100,-86,-72,-100,-58,-58,-100,-100,-80,-100,-79,-82,-57,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-72,-83,-73,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-83,-100,-100,-100,-73,-79,-79,-79,-83,-84,-84,-84,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,149,3129618264014
-85,-40,-84,-85,-86,-86,-100,-100,-100,-100,-100,-82,-100,-100,-100,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-71,-100,-100,-100,-94,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-100,-100,-100,-100,-100,-88,-100,-71,-100,-100,-100,-67,-100,-100,-100,-77,-71,-80,-100,-86,-74,-100,-57,-57,-100,-100,-79,-100,-100,-82,-57,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-75,-83,-75,-100,-100,-100,-100,-100,-100,-82,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-83,-85,-100,-100,-100,-73,-80,-80,-79,-83,-82,-84,-84,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,149,3135077506824
