20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:09:93,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:19:45:a0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b8,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:09:83,44:48:c1:91:95:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:36:30,38:17:c3:22:61:91,66:2a:2f:53:7c:99,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:19:36:32,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:de:e1:12,38:17:c3:1f:22:31,00:4e:35:de:e1:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,x,y,timestamp
-77,-81,-85,-87,-80,-84,-89,-77,-89,-86,-88,-83,-82,-87,-100,-89,-86,-90,-86,-74,-79,-74,-78,-57,-78,-58,-74,-84,-90,-75,-86,-87,-73,-74,-73,-74,-80,-81,-74,-84,-83,-82,-100,-89,-58,-81,-80,-86,-85,-83,-86,-86,-71,-84,-81,-94,-83,-93,-82,-92,-80,-84,-63,-63,-71,-70,-79,-85,-94,-78,-69,-78,-86,-87,-84,-85,-87,-86,-86,-86,-80,-89,-80,-83,-80,-84,-87,-85,-72,-85,-88,-85,-86,-85,-87,-86,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,798,607942852735
-77,-80,-85,-87,-79,-84,-89,-77,-89,-83,-88,-83,-84,-86,-100,-89,-87,-90,-87,-74,-78,-74,-79,-59,-79,-55,-74,-82,-91,-74,-86,-87,-73,-74,-73,-74,-80,-81,-81,-83,-82,-82,-100,-89,-57,-80,-81,-86,-84,-82,-86,-83,-70,-84,-82,-93,-82,-93,-83,-92,-79,-84,-64,-63,-68,-70,-78,-85,-94,-79,-67,-78,-86,-87,-85,-85,-86,-86,-86,-86,-80,-89,-80,-84,-80,-83,-87,-85,-72,-85,-88,-85,-86,-85,-87,-86,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,798,613422612681
-82,-82,-85,-87,-80,-82,-89,-77,-89,-83,-88,-83,-84,-86,-100,-89,-88,-90,-88,-76,-73,-76,-75,-56,-74,-58,-76,-86,-91,-75,-86,-87,-72,-73,-73,-73,-81,-81,-81,-84,-83,-83,-100,-89,-58,-81,-82,-87,-84,-77,-87,-77,-69,-77,-79,-93,-83,-93,-83,-100,-84,-88,-62,-64,-71,-69,-78,-87,-100,-79,-68,-77,-88,-86,-85,-87,-87,-88,-87,-88,-82,-89,-84,-87,-82,-83,-92,-88,-72,-85,-88,-85,-88,-87,-91,-86,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,772,660857534017
-80,-78,-85,-89,-80,-82,-89,-77,-89,-86,-88,-86,-85,-88,-100,-89,-89,-90,-87,-76,-73,-76,-73,-59,-74,-58,-76,-84,-91,-75,-86,-87,-74,-74,-74,-74,-81,-80,-81,-83,-83,-84,-100,-89,-57,-81,-81,-86,-85,-79,-85,-79,-66,-77,-82,-93,-84,-93,-84,-100,-83,-88,-63,-65,-70,-66,-82,-87,-100,-83,-68,-81,-83,-87,-85,-87,-90,-87,-88,-90,-82,-89,-80,-88,-81,-83,-92,-89,-72,-85,-88,-87,-85,-88,-91,-86,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,772,665888851047
-79,-81,-85,-89,-77,-79,-89,-80,-89,-86,-88,-86,-85,-87,-100,-89,-89,-90,-87,-75,-73,-75,-72,-58,-72,-58,-76,-84,-91,-75,-86,-87,-73,-74,-74,-74,-80,-80,-80,-83,-83,-83,-100,-89,-50,-81,-80,-86,-85,-78,-87,-78,-69,-78,-80,-93,-84,-93,-85,-100,-83,-89,-65,-65,-66,-70,-82,-87,-100,-82,-69,-80,-86,-87,-85,-87,-89,-89,-90,-89,-81,-89,-82,-85,-81,-83,-92,-89,-72,-87,-88,-88,-85,-88,-91,-86,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,772,671086970107
-79,-77,-85,-87,-80,-82,-89,-80,-89,-86,-88,-86,-86,-86,-100,-89,-88,-90,-88,-75,-74,-75,-73,-58,-73,-59,-75,-84,-91,-76,-86,-87,-74,-73,-74,-74,-80,-80,-86,-83,-84,-82,-100,-89,-57,-80,-80,-85,-84,-79,-87,-80,-68,-79,-81,-93,-84,-93,-84,-100,-83,-87,-64,-65,-66,-69,-83,-87,-100,-95,-68,-80,-88,-86,-85,-86,-89,-89,-90,-89,-82,-89,-81,-86,-81,-83,-92,-87,-66,-89,-89,-87,-83,-86,-91,-100,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,772,676699795678
-81,-78,-85,-87,-77,-82,-100,-80,-100,-86,-100,-86,-86,-88,-100,-100,-88,-100,-89,-75,-73,-76,-73,-60,-74,-59,-77,-84,-91,-75,-100,-100,-74,-73,-74,-74,-80,-82,-86,-85,-82,-83,-100,-100,-57,-79,-81,-86,-84,-77,-87,-81,-68,-80,-80,-93,-84,-100,-85,-100,-83,-87,-62,-66,-70,-69,-83,-87,-100,-82,-70,-79,-85,-87,-85,-86,-89,-88,-88,-88,-82,-89,-81,-86,-82,-83,-92,-87,-66,-88,-88,-88,-84,-86,-91,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,772,682167741093
-81,-80,-88,-87,-77,-82,-100,-78,-100,-86,-100,-86,-86,-87,-100,-100,-89,-100,-88,-76,-73,-76,-73,-58,-74,-58,-75,-84,-91,-75,-100,-100,-72,-74,-74,-74,-81,-81,-86,-86,-84,-83,-100,-100,-58,-82,-80,-86,-84,-79,-87,-79,-69,-79,-80,-93,-85,-100,-84,-100,-83,-88,-66,-66,-67,-68,-84,-87,-100,-82,-68,-79,-87,-86,-85,-88,-89,-89,-88,-89,-82,-89,-81,-86,-81,-83,-92,-89,-66,-88,-89,-88,-84,-89,-91,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,772,687463996507
-82,-80,-88,-87,-77,-90,-100,-81,-100,-86,-100,-86,-86,-87,-100,-100,-90,-100,-88,-79,-74,-79,-73,-62,-73,-64,-80,-82,-91,-78,-100,-100,-76,-75,-76,-76,-82,-82,-79,-81,-81,-81,-100,-100,-62,-82,-82,-87,-82,-78,-86,-79,-67,-79,-83,-93,-81,-100,-81,-100,-83,-88,-70,-70,-69,-64,-86,-87,-100,-88,-64,-79,-89,-88,-85,-91,-89,-89,-88,-89,-87,-89,-85,-89,-86,-89,-92,-89,-66,-88,-89,-88,-84,-89,-91,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,726132927534
-82,-79,-88,-87,-80,-84,-100,-79,-100,-86,-100,-86,-86,-87,-100,-100,-89,-100,-88,-81,-72,-81,-72,-63,-74,-62,-81,-82,-91,-82,-100,-100,-76,-76,-76,-76,-81,-81,-78,-81,-81,-82,-100,-100,-63,-81,-81,-89,-82,-74,-91,-79,-70,-73,-83,-93,-81,-100,-81,-100,-85,-88,-66,-66,-77,-70,-86,-87,-100,-87,-71,-85,-89,-90,-85,-90,-89,-89,-92,-94,-85,-89,-84,-90,-84,-89,-92,-89,-72,-86,-89,-88,-84,-89,-91,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,731125212324
-81,-81,-88,-87,-80,-87,-100,-81,-100,-86,-100,-86,-86,-87,-100,-100,-89,-100,-88,-81,-72,-82,-74,-64,-73,-64,-81,-82,-91,-81,-100,-100,-75,-74,-75,-75,-81,-81,-78,-80,-81,-81,-100,-100,-64,-81,-82,-91,-83,-77,-91,-76,-69,-76,-82,-93,-82,-100,-81,-100,-87,-88,-69,-68,-70,-69,-86,-87,-100,-85,-69,-83,-90,-90,-85,-89,-89,-89,-92,-92,-84,-89,-84,-91,-84,-89,-92,-89,-72,-86,-88,-88,-84,-89,-91,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,736494397009
-81,-81,-88,-87,-80,-86,-100,-81,-100,-86,-100,-86,-86,-87,-100,-100,-89,-100,-88,-80,-72,-82,-72,-65,-72,-65,-80,-82,-91,-81,-100,-100,-74,-76,-75,-74,-80,-80,-78,-81,-81,-81,-100,-100,-65,-80,-81,-89,-82,-76,-89,-77,-70,-76,-83,-93,-82,-100,-81,-100,-86,-88,-69,-69,-68,-67,-85,-87,-100,-86,-71,-82,-90,-90,-85,-90,-89,-89,-91,-91,-84,-89,-83,-91,-83,-89,-92,-89,-72,-88,-89,-88,-79,-89,-91,-100,-100,-93,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,741860537736
-81,-81,-88,-87,-81,-89,-100,-83,-100,-86,-100,-86,-86,-87,-100,-100,-89,-100,-88,-80,-73,-81,-72,-61,-72,-62,-81,-82,-91,-80,-100,-100,-76,-75,-75,-75,-80,-80,-78,-82,-80,-80,-100,-100,-60,-80,-81,-89,-81,-76,-92,-77,-70,-76,-83,-93,-81,-100,-82,-100,-86,-88,-69,-70,-68,-70,-85,-87,-100,-85,-71,-83,-93,-90,-85,-89,-89,-89,-92,-90,-84,-89,-83,-90,-85,-89,-92,-89,-72,-88,-89,-89,-82,-89,-91,-100,-100,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,746576709245
-81,-81,-88,-87,-80,-89,-100,-80,-100,-86,-100,-86,-86,-87,-100,-100,-89,-100,-88,-81,-73,-80,-72,-61,-71,-61,-80,-86,-91,-81,-100,-100,-74,-75,-74,-76,-80,-80,-78,-82,-82,-82,-100,-100,-61,-81,-80,-89,-82,-77,-90,-77,-70,-76,-85,-93,-82,-100,-81,-100,-86,-88,-70,-69,-70,-69,-85,-87,-100,-87,-71,-85,-91,-90,-85,-89,-89,-89,-92,-90,-84,-89,-83,-89,-85,-89,-92,-89,-67,-88,-89,-89,-82,-89,-91,-100,-100,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,751956059920
-81,-81,-88,-87,-80,-89,-100,-80,-100,-89,-100,-86,-88,-87,-100,-100,-88,-100,-88,-81,-73,-80,-72,-63,-72,-62,-80,-85,-91,-81,-100,-100,-75,-77,-76,-77,-82,-80,-80,-82,-83,-84,-100,-100,-59,-80,-80,-87,-81,-77,-88,-74,-70,-77,-82,-93,-81,-100,-82,-100,-85,-88,-69,-70,-65,-71,-84,-87,-100,-84,-71,-85,-89,-88,-89,-88,-89,-89,-90,-90,-84,-89,-84,-88,-85,-88,-92,-89,-69,-88,-89,-89,-84,-89,-91,-100,-100,-93,-88,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,778683577566
-81,-80,-88,-87,-80,-90,-100,-80,-100,-85,-100,-87,-88,-87,-100,-100,-88,-100,-88,-83,-73,-83,-73,-60,-73,-60,-82,-86,-91,-83,-100,-100,-76,-76,-78,-76,-81,-80,-80,-83,-82,-82,-100,-100,-60,-80,-80,-89,-81,-75,-90,-75,-69,-75,-80,-93,-81,-100,-80,-100,-87,-88,-69,-69,-71,-70,-86,-87,-100,-85,-70,-85,-91,-89,-89,-87,-91,-89,-90,-89,-86,-100,-86,-89,-86,-88,-92,-89,-69,-88,-89,-89,-84,-89,-91,-100,-100,-93,-91,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,784143673658
-81,-81,-88,-87,-80,-89,-100,-80,-100,-85,-100,-87,-88,-87,-100,-100,-89,-100,-88,-84,-74,-82,-73,-62,-74,-62,-82,-86,-91,-82,-100,-100,-77,-78,-78,-77,-80,-80,-80,-82,-82,-81,-100,-100,-61,-80,-80,-88,-81,-76,-88,-77,-71,-75,-82,-93,-81,-100,-80,-100,-84,-88,-67,-70,-66,-71,-85,-87,-100,-84,-71,-86,-88,-88,-89,-90,-90,-89,-90,-89,-85,-100,-84,-90,-84,-88,-92,-89,-69,-88,-89,-89,-83,-89,-91,-100,-100,-90,-90,-88,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,789587446000
-81,-81,-88,-87,-80,-89,-100,-80,-100,-88,-100,-90,-89,-87,-100,-100,-88,-100,-88,-84,-72,-82,-71,-62,-72,-60,-82,-86,-100,-82,-100,-100,-75,-75,-77,-75,-81,-81,-80,-81,-82,-81,-100,-100,-61,-80,-82,-89,-81,-76,-90,-77,-72,-75,-82,-100,-81,-100,-80,-100,-84,-88,-68,-66,-65,-71,-83,-87,-100,-83,-70,-84,-89,-89,-89,-89,-88,-87,-87,-88,-84,-100,-85,-89,-84,-88,-92,-89,-67,-88,-89,-89,-84,-89,-91,-100,-100,-95,-90,-88,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,795061256518
-81,-81,-88,-87,-81,-89,-100,-80,-100,-88,-100,-89,-90,-87,-100,-100,-87,-100,-87,-82,-72,-83,-72,-57,-72,-58,-82,-87,-100,-82,-100,-100,-76,-78,-78,-78,-82,-81,-81,-83,-82,-82,-100,-100,-57,-82,-82,-88,-80,-78,-87,-77,-70,-78,-83,-100,-81,-100,-80,-100,-86,-88,-69,-69,-69,-71,-84,-87,-100,-84,-71,-83,-89,-89,-89,-89,-88,-87,-92,-90,-86,-100,-86,-87,-85,-88,-92,-89,-69,-88,-89,-89,-84,-89,-91,-100,-100,-92,-90,-88,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,103,747,800385062193
